# Combination of '2023omo' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 214.2616, 10.82196, 60063.164384, 20.377, 0.521, 26.0, 13.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60066.126936, 19.789, 0.608, 44.0, 27.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60070.950022, 20.111, 0.816, 33.0, 27.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60070.953222, 19.849, 0.726, 42.0, 30.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60072.194487, 19.53, 0.433, 56.0, 24.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60078.276004, 20.453, 0.805, 24.0, 19.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60082.887832, 21.13, 0.678, 13.0, 9.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60082.922529, 21.287, 0.779, 11.0, 9.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60085.424985, 21.086, 0.64, 13.0, 8.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60088.907562, 20.966, 0.825, 15.0, 12.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60100.871316, 17.325, 0.474, 427.0, 202.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60108.09291, 21.375, 0.952, 10.0, 10.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60108.095645, 21.306, 0.954, 11.0, 10.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60108.111314, 20.824, 0.613, 17.0, 10.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60111.080991, 20.769, 0.786, 18.0, 14.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60118.819426, 20.461, 0.719, 24.0, 17.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60118.8266, 19.799, 0.395, 44.0, 17.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60123.066297, 19.53, 0.392, 56.0, 22.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60126.085187, 19.821, 0.629, 43.0, 27.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60128.101293, 19.207, 0.603, 75.0, 45.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60132.071377, 18.765, 0.552, 113.0, 62.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60136.73115, 20.836, 0.492, 17.0, 8.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60136.751322, 21.055, 0.636, 14.0, 9.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60141.038215, 20.92, 0.885, 16.0, 14.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60144.024675, 18.004, 0.623, 228.0, 142.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60144.042679, 19.968, 0.7, 37.0, 26.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60146.048213, 18.576, 0.667, 135.0, 90.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60146.062716, 17.196, 0.705, 481.0, 339.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60153.030596, 19.887, 0.741, 40.0, 30.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60156.005617, 19.193, 0.291, 76.0, 22.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60156.015357, 19.093, 0.325, 84.0, 27.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60156.027329, 19.407, 0.458, 63.0, 29.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60157.788619, 19.083, 0.371, 84.0, 31.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60157.792294, 18.771, 0.295, 113.0, 33.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60157.798766, 18.552, 0.217, 138.0, 30.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60157.80902, 18.246, 0.233, 183.0, 43.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60166.711827, 18.527, 0.255, 141.0, 36.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60169.71249, 18.803, 0.369, 109.0, 40.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60169.715686, 18.681, 0.255, 122.0, 31.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60169.721114, 18.874, 0.21, 102.0, 22.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60170.975581, 19.564, 0.227, 54.0, 12.0, ATLAS
