# Combination of '2023omo' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
c, 23.9, 214.2616, 10.82196, 60170.981519, 19.684, 0.261, 49.0, 13.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60170.984683, 20.533, 0.54, 22.0, 12.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60170.997009, 19.61, 0.225, 52.0, 12.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60182.003338, 18.942, 0.55, 96.0, 53.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60182.027461, 19.229, 0.429, 74.0, 32.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60184.72446, 19.118, 0.416, 82.0, 34.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60185.982672, 19.65, 0.789, 50.0, 40.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60185.994939, 19.085, 0.47, 84.0, 40.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60187.974122, 18.498, 0.959, 145.0, 139.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60187.977351, 17.22, 0.443, 470.0, 208.0, ATLAS
o, 23.9, 214.2616, 10.82196, 60187.999801, 15.296, 0.535, 2766.0, 1481.0, ATLAS
c, 23.9, 214.2616, 10.82196, 60195.230433, 20.203, 0.989, 30.0, 30.0, ATLAS
