# Combination of '2019moq' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 6.61546, 38.12325, 58654.518503, 19.998, 0.81, 36.0, 30.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58654.525902, 20.069, 0.847, 34.0, 29.0, ATLAS
c, 23.9, 6.61546, 38.12325, 58668.550466, 20.639, 0.41, 20.0, 8.0, ATLAS
c, 23.9, 6.61546, 38.12325, 58668.553347, 21.07, 0.71, 14.0, 10.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58675.593136, 20.009, 0.409, 36.0, 15.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58678.44375, 19.567, 0.692, 54.0, 38.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58684.513503, 19.877, 0.383, 41.0, 16.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58684.521714, 19.937, 0.362, 38.0, 14.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58684.533104, 20.332, 0.644, 27.0, 17.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58688.501318, 19.845, 0.259, 42.0, 11.0, ATLAS
c, 23.9, 6.61546, 38.12325, 58700.632395, 19.101, 0.277, 83.0, 23.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58702.57917, 19.63, 0.236, 51.0, 12.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58702.628961, 20.388, 0.908, 25.0, 23.0, ATLAS
c, 23.9, 6.61546, 38.12325, 58708.53947, 19.145, 0.257, 80.0, 20.0, ATLAS
c, 23.9, 6.61546, 38.12325, 58708.542746, 19.443, 0.351, 61.0, 21.0, ATLAS
c, 23.9, 6.61546, 38.12325, 58708.548484, 20.055, 0.701, 34.0, 24.0, ATLAS
c, 23.9, 6.61546, 38.12325, 58708.560213, 19.962, 0.612, 38.0, 23.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58710.439432, 19.665, 0.863, 49.0, 43.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58710.447634, 19.349, 0.59, 66.0, 39.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58710.457775, 18.883, 0.363, 102.0, 37.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58713.536064, 19.827, 0.737, 43.0, 31.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58713.539632, 20.231, 0.914, 29.0, 27.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58713.553915, 19.865, 0.608, 41.0, 25.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58714.432483, 19.843, 0.725, 42.0, 30.0, ATLAS
o, 23.9, 6.61546, 38.12325, 58714.435568, 19.712, 0.611, 47.0, 29.0, ATLAS
