# Combination of '2023vjh' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
c, 23.9, 60.66323, 25.23348, 60287.334946, 20.769, 0.774, 18.0, 14.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60287.418698, 19.522, 0.3, 56.0, 17.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60287.421467, 19.186, 0.287, 77.0, 22.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60287.443017, 19.837, 0.393, 42.0, 17.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60287.44925, 19.66, 0.392, 50.0, 20.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60288.395386, 19.893, 0.305, 40.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60288.402689, 19.901, 0.35, 40.0, 14.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60288.406552, 20.708, 0.727, 19.0, 14.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60288.417958, 20.099, 0.382, 33.0, 13.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60289.429996, 20.571, 0.638, 22.0, 14.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60289.433492, 20.819, 0.841, 17.0, 14.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60290.402194, 20.225, 0.354, 30.0, 10.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60290.414751, 20.735, 0.584, 18.0, 11.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60291.397228, 19.791, 0.264, 44.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60291.420843, 20.143, 0.431, 32.0, 14.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60291.423828, 19.913, 0.31, 39.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60291.429966, 20.478, 0.463, 23.0, 11.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60292.332743, 19.71, 0.299, 47.0, 14.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60292.334582, 19.538, 0.231, 56.0, 13.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60292.345615, 20.628, 0.692, 20.0, 14.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60293.394314, 20.125, 0.382, 32.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60293.397478, 20.478, 0.485, 23.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60293.403997, 20.355, 0.379, 26.0, 10.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60293.414287, 20.812, 0.644, 17.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60294.354878, 20.644, 0.557, 20.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60294.358042, 20.859, 0.744, 16.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60295.403407, 20.078, 0.405, 34.0, 14.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60295.411837, 20.227, 0.4, 30.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60295.422311, 20.448, 0.508, 24.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60305.44053, 19.454, 0.488, 60.0, 29.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60308.415907, 20.719, 0.958, 19.0, 18.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60308.420223, 20.355, 0.572, 26.0, 15.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60308.425341, 20.199, 0.566, 30.0, 17.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60308.44586, 19.993, 0.56, 36.0, 20.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60310.374029, 19.844, 0.387, 42.0, 16.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60311.400143, 20.531, 0.669, 22.0, 15.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60312.356761, 20.162, 0.371, 31.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60312.359603, 20.27, 0.429, 28.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60312.376044, 20.181, 0.387, 31.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60313.351237, 20.334, 0.714, 27.0, 19.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60313.354071, 20.37, 0.683, 26.0, 18.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60313.359507, 20.516, 0.713, 23.0, 16.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60313.371436, 20.48, 0.705, 23.0, 16.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60314.368226, 20.608, 0.688, 21.0, 14.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60314.388939, 20.612, 0.718, 21.0, 15.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60315.393331, 21.04, 0.793, 14.0, 11.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60315.404727, 20.711, 0.615, 19.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60316.348869, 20.476, 0.584, 23.0, 14.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60316.358184, 19.858, 0.399, 41.0, 16.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60317.376331, 20.554, 0.624, 22.0, 14.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60319.386717, 19.821, 0.311, 43.0, 13.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60319.392799, 19.96, 0.333, 38.0, 13.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60319.402769, 20.837, 0.697, 17.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60320.343533, 20.765, 0.714, 18.0, 13.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60320.354163, 21.018, 0.849, 14.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60323.350288, 21.099, 0.902, 13.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60323.361271, 20.714, 0.647, 19.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60324.351266, 20.819, 0.544, 17.0, 9.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60324.365756, 21.074, 0.864, 14.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60325.342802, 20.609, 0.594, 21.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60325.35218, 20.235, 0.489, 29.0, 14.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60327.326673, 21.032, 0.863, 14.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60327.329709, 20.429, 0.676, 24.0, 16.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60332.362589, 19.325, 0.364, 68.0, 25.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60333.336038, 20.063, 0.742, 34.0, 25.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60333.351379, 19.392, 0.39, 64.0, 25.0, ATLAS
ZTF_g, 26.3673, 60.66323761258093, 25.233483796515177, 59178.414745400194, 20.24437846136166, 0.11250986228519974, 281.299276688758, 29.1497536348384, ZTF
ZTF_r, 26.3533, 60.66323761258093, 25.233483796515177, 60236.33881939994, 19.618722437239683, 0.06361393004203898, 494.118398451473, 28.9506908711076, ZTF
ZTF_g, 26.3605, 60.66323761258093, 25.233483796515177, 60236.417928200215, 20.18032928466559, 0.08934092825932359, 296.529760035303, 24.400258462344, ZTF
ZTF_r, 26.3564, 60.66323761258093, 25.233483796515177, 60238.38168979995, 18.695672576732598, 0.028262732305004545, 1159.55397578056, 30.1842781580024, ZTF
ZTF_g, 26.3567, 60.66323761258093, 25.233483796515177, 60238.40679399995, 19.38534875627579, 0.04276488491081483, 614.526332948513, 24.2049107214007, ZTF
ZTF_g, 26.3419, 60.66323761258093, 25.233483796515177, 60241.374317099806, 18.83118669303346, 0.045463412891984495, 1009.91616288883, 42.2885736870613, ZTF
ZTF_r, 26.3553, 60.66323761258093, 25.233483796515177, 60241.41534719989, 18.10728919869569, 0.024253096500017977, 1991.61010223109, 44.4884418407126, ZTF
ZTF_r, 26.3637, 60.66323761258093, 25.233483796515177, 60244.31805559993, 17.655872236643358, 0.02156176464031572, 3041.80315029536, 60.4075311491867, ZTF
ZTF_g, 26.3663, 60.66323761258093, 25.233483796515177, 60244.37907409994, 18.461455046420774, 0.05651032380238875, 1451.90426645311, 75.5686140589476, ZTF
ZTF_r, 26.3648, 60.66323761258093, 25.233483796515177, 60246.34197920002, 17.61677685652877, 0.038603884856343945, 3156.52517483503, 112.231805351299, ZTF
ZTF_g, 26.3533, 60.66323761258093, 25.233483796515177, 60246.36989580002, 18.41574746531618, 0.08757928833243092, 1496.30805505146, 120.697453039671, ZTF
ZTF_g, 26.3548, 60.66323761258093, 25.233483796515177, 60251.29572919989, 18.972486119358706, 0.05560777741366207, 897.274968409689, 45.9554231529066, ZTF
ZTF_r, 26.372, 60.66323761258093, 25.233483796515177, 60251.401134300046, 17.631671990388384, 0.016110425059277216, 3134.23245805263, 46.5065242481922, ZTF
ZTF_g, 26.3056, 60.66323761258093, 25.233483796515177, 60253.24254629994, 19.18414995085913, 0.04574880018813319, 705.634846753316, 29.7327725356983, ZTF
ZTF_r, 26.3666, 60.66323761258093, 25.233483796515177, 60253.301909700036, 17.744723824823048, 0.01540122234983834, 2810.28567775332, 39.8640428493516, ZTF
ZTF_r, 26.3601, 60.66323761258093, 25.233483796515177, 60257.27858800022, 18.31741174449975, 0.054091283026130234, 1648.44819072333, 82.1255450885863, ZTF
ZTF_g, 26.3528, 60.66323761258093, 25.233483796515177, 60257.379745400045, 19.928036789659817, 0.09925541541517045, 371.454209317735, 33.957458259113, ZTF
ZTF_r, 26.3533, 60.66323761258093, 25.233483796515177, 60259.35356480023, 18.292421666992993, 0.024991430812809672, 1676.29841048451, 38.5849671067263, ZTF
ZTF_g, 26.3363, 60.66323761258093, 25.233483796515177, 60259.41244209977, 20.149936793907834, 0.12856209934366336, 298.22584818587, 35.3129433772499, ZTF
ZTF_r, 26.3652, 60.66323761258093, 25.233483796515177, 60261.2837731, 18.480496433495855, 0.025202750400171007, 1425.21841973461, 33.0830121910114, ZTF
ZTF_g, 26.2664, 60.66323761258093, 25.233483796515177, 60261.41634259978, 20.107552162105222, 0.10619459537434064, 290.762996008108, 28.4391904548651, ZTF
ZTF_r, 26.3432, 60.66323761258093, 25.233483796515177, 60263.43770830007, 18.774857639956057, 0.035556245117577025, 1064.96894571466, 34.8761482857692, ZTF
ZTF_r, 26.3407, 60.66323761258093, 25.233483796515177, 60284.178692100104, 20.064153239870098, 0.11049396838057332, 324.054983042121, 32.9786562268486, ZTF
ZTF_r, 26.3519, 60.66323761258093, 25.233483796515177, 60290.200983799994, 20.29637220935747, 0.12709164207045479, 264.369357921584, 30.9459477026401, ZTF
ZTF_g, 27.5453, 60.66323761258093, 25.233483796515177, 60292.20128470007, 21.129711092877344, 0.13297906353541203, 368.328702249874, 45.1122525744905, ZTF
ZTF_r, 27.5501, 60.66323761258093, 25.233483796515177, 60292.34762729984, 20.389297606059202, 0.0954397366987704, 731.679618469894, 64.3170134959804, ZTF
ZTF_r, 27.4892, 60.66323761258093, 25.233483796515177, 60294.25814810023, 20.512990251400087, 0.11658277263296117, 617.282407009656, 66.2817489103086, ZTF
