# Combination of '2023vjh' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 60.66323, 25.23348, 60146.420087, 16.397, 0.411, 1003.0, 412.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60146.432945, 15.39, 0.992, 2535.0, 2514.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60147.615195, 19.855, 0.465, 42.0, 19.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60147.619338, 19.944, 0.659, 38.0, 25.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60149.595665, 20.579, 0.729, 21.0, 16.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60152.431631, 19.963, 0.571, 38.0, 21.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60152.439104, 19.958, 0.679, 38.0, 26.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60153.608361, 20.336, 0.537, 27.0, 14.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60159.617294, 19.596, 0.399, 53.0, 21.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60161.595673, 20.493, 0.932, 23.0, 22.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60175.610117, 20.764, 0.736, 18.0, 13.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60177.587436, 21.027, 0.691, 14.0, 10.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60185.587737, 20.339, 0.809, 27.0, 22.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60187.55365, 19.141, 0.454, 80.0, 36.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60187.56683, 19.27, 0.524, 71.0, 37.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60187.575505, 20.337, 0.969, 27.0, 26.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60195.578412, 21.041, 0.792, 14.0, 11.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60200.41148, 20.428, 0.867, 24.0, 21.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60201.565003, 20.498, 0.599, 23.0, 14.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60203.566648, 21.345, 0.909, 10.0, 10.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60207.538627, 20.929, 0.777, 15.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60207.540888, 20.939, 0.787, 15.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60209.552494, 21.179, 0.938, 12.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60212.265914, 19.496, 0.467, 58.0, 27.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60215.512084, 19.763, 0.452, 45.0, 20.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60215.515247, 19.569, 0.4, 54.0, 22.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60224.285245, 20.574, 0.928, 21.0, 20.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60224.2875, 20.22, 0.607, 30.0, 18.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60224.319014, 20.426, 0.748, 24.0, 18.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60225.509956, 20.663, 0.821, 20.0, 16.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60229.481043, 21.068, 0.842, 14.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60229.519325, 20.578, 0.514, 21.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60231.475502, 21.146, 0.879, 13.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60233.423419, 20.87, 0.675, 16.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60233.427577, 20.322, 0.395, 27.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60235.465411, 20.25, 0.429, 29.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60235.490478, 19.58, 0.232, 53.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60235.493938, 19.637, 0.245, 51.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60235.498458, 19.505, 0.216, 57.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60237.46744, 19.656, 0.223, 50.0, 11.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60245.365497, 17.998, 0.297, 230.0, 68.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60260.325104, 18.325, 0.43, 170.0, 73.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60261.447507, 19.627, 0.236, 51.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60261.479551, 19.549, 0.228, 55.0, 13.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60261.482362, 19.457, 0.173, 60.0, 10.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60261.487676, 19.498, 0.222, 58.0, 13.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60263.468591, 19.898, 0.294, 40.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60263.471757, 19.47, 0.223, 59.0, 13.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60263.476958, 19.402, 0.225, 63.0, 14.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60265.464638, 19.986, 0.329, 37.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60265.468262, 19.591, 0.212, 53.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60265.500181, 19.676, 0.217, 49.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60265.507201, 19.576, 0.273, 54.0, 15.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60266.191245, 19.281, 0.247, 70.0, 17.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60266.202137, 18.981, 0.217, 93.0, 20.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60267.470954, 20.02, 0.343, 36.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60267.47431, 20.186, 0.393, 31.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60267.510004, 19.654, 0.285, 50.0, 14.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60269.500258, 20.318, 0.529, 27.0, 14.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60269.503485, 20.143, 0.402, 32.0, 13.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60269.510763, 19.434, 0.221, 61.0, 14.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60269.520693, 19.739, 0.284, 46.0, 13.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60278.207253, 19.428, 0.666, 62.0, 41.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60278.210876, 19.076, 0.452, 85.0, 38.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60278.228771, 18.914, 0.415, 99.0, 41.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60281.428706, 19.667, 0.342, 49.0, 17.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60281.43187, 19.741, 0.308, 46.0, 14.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60281.437746, 19.749, 0.338, 46.0, 16.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60281.447745, 19.631, 0.286, 51.0, 15.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60282.428325, 20.334, 0.411, 27.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60283.403764, 20.862, 0.675, 16.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60283.407291, 20.449, 0.41, 24.0, 10.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60283.412648, 20.322, 0.45, 27.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60284.146715, 20.006, 0.239, 36.0, 9.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60284.36995, 19.609, 0.28, 52.0, 15.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60284.393437, 20.118, 0.354, 33.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60284.394891, 19.743, 0.281, 46.0, 13.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60285.349736, 20.009, 0.308, 36.0, 11.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60285.372719, 19.802, 0.295, 44.0, 13.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60285.37566, 19.496, 0.212, 58.0, 12.0, ATLAS
o, 23.9, 60.66323, 25.23348, 60285.381593, 20.04, 0.383, 35.0, 13.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60285.406215, 21.163, 0.79, 12.0, 10.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60285.409494, 20.312, 0.432, 27.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60285.415423, 20.685, 0.615, 19.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60285.425623, 19.747, 0.268, 46.0, 12.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60287.289185, 19.987, 0.283, 37.0, 10.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60287.292353, 20.497, 0.484, 23.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60287.297328, 20.357, 0.382, 26.0, 10.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60287.3308, 20.426, 0.458, 24.0, 11.0, ATLAS
c, 23.9, 60.66323, 25.23348, 60287.33268, 20.768, 0.652, 18.0, 12.0, ATLAS
