index,objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,uniquePspsSTid,primaryDetection,bestDetection,gippDetectID,gstackDetectID,gstackImageID,gra,gdec,graErr,gdecErr,gEpoch,gPSFMag,gPSFMagErr,gApMag,gApMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gnFrames,gxPos,gyPos,gxPosErr,gyPosErr,gpsfMajorFWHM,gpsfMinorFWHM,gpsfTheta,gpsfCore,gpsfLikelihood,gpsfQf,gpsfQfPerfect,gpsfChiSq,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gPSFFluxErr,gApFlux,gApFluxErr,gApFillFac,gApRadius,gKronFlux,gKronFluxErr,gKronRad,gexpTime,gExtNSigma,gsky,gskyErr,gzp,gPlateScale,rippDetectID,rstackDetectID,rstackImageID,rra,rdec,rraErr,rdecErr,rEpoch,rPSFMag,rPSFMagErr,rApMag,rApMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rnFrames,rxPos,ryPos,rxPosErr,ryPosErr,rpsfMajorFWHM,rpsfMinorFWHM,rpsfTheta,rpsfCore,rpsfLikelihood,rpsfQf,rpsfQfPerfect,rpsfChiSq,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rPSFFluxErr,rApFlux,rApFluxErr,rApFillFac,rApRadius,rKronFlux,rKronFluxErr,rKronRad,rexpTime,rExtNSigma,rsky,rskyErr,rzp,rPlateScale,iippDetectID,istackDetectID,istackImageID,ira,idec,iraErr,idecErr,iEpoch,iPSFMag,iPSFMagErr,iApMag,iApMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,inFrames,ixPos,iyPos,ixPosErr,iyPosErr,ipsfMajorFWHM,ipsfMinorFWHM,ipsfTheta,ipsfCore,ipsfLikelihood,ipsfQf,ipsfQfPerfect,ipsfChiSq,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iPSFFluxErr,iApFlux,iApFluxErr,iApFillFac,iApRadius,iKronFlux,iKronFluxErr,iKronRad,iexpTime,iExtNSigma,isky,iskyErr,izp,iPlateScale,zippDetectID,zstackDetectID,zstackImageID,zra,zdec,zraErr,zdecErr,zEpoch,zPSFMag,zPSFMagErr,zApMag,zApMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,znFrames,zxPos,zyPos,zxPosErr,zyPosErr,zpsfMajorFWHM,zpsfMinorFWHM,zpsfTheta,zpsfCore,zpsfLikelihood,zpsfQf,zpsfQfPerfect,zpsfChiSq,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zPSFFluxErr,zApFlux,zApFluxErr,zApFillFac,zApRadius,zKronFlux,zKronFluxErr,zKronRad,zexpTime,zExtNSigma,zsky,zskyErr,zzp,zPlateScale,yippDetectID,ystackDetectID,ystackImageID,yra,ydec,yraErr,ydecErr,yEpoch,yPSFMag,yPSFMagErr,yApMag,yApMagErr,yKronMag,yKronMagErr,yinfoFlag,yinfoFlag2,yinfoFlag3,ynFrames,yxPos,yyPos,yxPosErr,yyPosErr,ypsfMajorFWHM,ypsfMinorFWHM,ypsfTheta,ypsfCore,ypsfLikelihood,ypsfQf,ypsfQfPerfect,ypsfChiSq,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yPSFFluxErr,yApFlux,yApFluxErr,yApFillFac,yApRadius,yKronFlux,yKronFluxErr,yKronRad,yexpTime,yExtNSigma,ysky,yskyErr,yzp,yPlateScale,distance,SkyMapper_StarClass,g_elong,g_a,g_b,g_pa,r_elong,r_a,r_b,r_pa,i_elong,i_a,i_b,i_pa,z_elong,z_a,z_b,z_pa,NED_name,NED_type,NED_vel,NED_redshift,NED_mag,NED_redshift_flag,g-r,r-i,i-z,z-y,g-rErr,r-iErr,i-zErr,z-yErr,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,hasSimbad,sourceClass
0,98388659,,,,98388659,,,,,,,,,,,,,,0,,,,,194.399788,-31.97959,,,,,,,,,,304.45425,30.87395,,,3,1,2,0,0,1,,1,1,,,,,,46,25,,18.7753,0.0116,,,18.7925,0.0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,194.3998036,-31.9795939,46,25,,18.4958,0.0112,,,18.5929,0.0401,,,,,,,,,,,,,,,,1.399,,,,,,13622.18,,,,,,12488.94,90.20741,3.5,,,,,,0.5,,,,,,46,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,46,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,194.399788,-31.97959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,60.0,0.981,,,,,1.05,1.873,1.784,-55.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
1,98388663,,,,98388663,,,,,,,,,,,,,,0,,,,,194.420043,-32.005245,,,,,,,,,,304.47342,30.847822,,,5,2,2,1,0,1,,1,1,,,,194.4200399,-32.0052521,24,45,,20.297,0.0128,,,20.4276,0.1748,,,,,,,,,,,,,,,,0.3567,,,,,,3410.897,25.12259,,,,,3225.424,214.7106,4.09,,,,,,0.5,,,,194.4200254,-32.0052664,24,45,,19.9193,0.0311,,,20.0057,0.0702,,,,,,,,,,,,,,,,0.8039,,,,,,3867.774,,,,,,3284.23,57.08295,3.95,,,,,,0.5,,,,194.4200442,-32.0052217,24,45,,19.4944,0.0189,,,19.8022,0.2385,,,,,,,,,,,,,,,,0.5039,,,,,,,,,,,,2936.431,43.16111,5.76,,,,,,0.5,,,,,,24,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,,,,,,0.5,,,,194.420043,-32.005245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,59.38,0.944,1.342,2.227,1.66,-60.41,1.048,1.432,1.367,84.62,1.163,1.279,1.101,-45.86,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
3,98388665,,,,98388665,,,,,,,,,,,,,,0,,,,,194.408398,-32.000061,,,,,,,,,,304.4621,30.853281,,,1,0,1,0,0,1,,1,1,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,194.4083978,-32.0000608,36,36,,20.8253,0.1094,,,20.3123,0.177,,,,,,,,,,,,,,,,7.139,,,,,,1600.092,,,,,,2229.188,160.4586,7.31,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,194.408398,-32.000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,45.53,0.587,,,,,1.713,1.238,0.723,-69.7,,,,,,,,,WISEA J125738.01-320000.3,IrS,,,,,,,,,,,,,,,,,,,0,1.0
4,98388666,,,,98388666,,,,,,,,,,,,,,0,,,,,194.429143,-31.995744,,,,,,,,,,304.48273,30.857101,,,1,0,1,0,0,1,,1,1,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,194.4291432,-31.9957435,36,36,,20.889,0.0284,,,20.7736,0.1741,,,,,,,,,,,,,,,,0.3799,,,,,,1509.076,,,,,,1535.436,37.02325,6.3,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,194.429143,-31.995744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,46.92,0.635,,,,,1.417,1.054,0.744,-74.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
5,98388671,,,,98388671,,,,,,,,,,,,,,0,,,,,194.405497,-31.985269,,,,,,,,,,304.45972,30.868137,,,14,2,2,5,5,1,,1,1,,,,194.4055357,-31.9852159,62,43,,20.2229,0.0112,,,20.4535,0.0958,,,,,,,,,,,,,,,,2.132,,,,,,3654.3,61.86476,,,,,3041.334,173.1009,3.5,,,,,,0.5,,,,194.405502,-31.9852937,62,43,,19.0825,0.0105,,,19.2357,0.0379,,,,,,,,,,,,,,,,2.502,,,,,,7926.255,,,,,,6866.574,109.8742,3.69,,,,,,0.5,,,,194.4055211,-31.9852609,62,43,,17.1264,0.0093,,,17.1783,0.0341,,,,,,,,,,,,,,,,1.351,,,,,,,,,,,,25857.74,97.17155,3.5,,,,,,0.5,,,,194.4054955,-31.9852744,62,43,,16.3739,0.0073,,,16.3907,0.0288,,,,,,,,,,,,,,,,0.124,,,,,,,33.38213,,,,,27117.59,484.2938,3.5,,,,,,0.5,,,,194.405497,-31.985269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,34.67,0.98,1.092,1.869,1.711,-45.98,1.039,1.643,1.581,-71.11,1.138,2.799,2.459,-59.09,1.141,2.781,2.437,-52.97,WISEA J125737.33-315907.0,IrS,,,,,,,,,,,,,,,,,,,0,1.0
7,98388673,,,,98388673,,,,,,,,,,,,,,0,,,,,194.417456,-31.991017,,,,,,,,,,304.4713,30.862106,,,1,0,1,0,0,1,,1,1,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,194.4174555,-31.9910169,36,36,,21.2021,0.1134,,,21.5187,0.2053,,,,,,,,,,,,,,,,3.877,,,,,,1131.049,,,,,,870.8276,117.7437,5.79,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,194.417456,-31.991017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,8.29,0.511,,,,,1.006,0.797,0.792,-73.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0
8,98388674,,,,98388674,,,,,,,,,,,,,,0,,,,,194.426787,-31.990781,,,,,,,,,,304.48056,30.862118,,,16,2,4,4,6,1,,1,1,,,,194.4267783,-31.9907808,19,20,,18.7182,0.0133,,,18.7183,0.0234,,,,,,,,,,,,,,,,0.7259,,,,,,14499.99,46.72887,,,,,14374.43,295.1777,3.5,,,,,,0.5,,,,194.4267887,-31.9907903,19,20,,17.8856,0.0104,,,17.9084,0.0162,,,,,,,,,,,,,,,,0.7891,,,,,,24397.46,,,,,,23315.66,76.8081,3.5,,,,,,0.5,,,,194.4267843,-31.9907721,19,20,,17.2366,0.0311,,,17.2496,0.0561,,,,,,,,,,,,,,,,0.5077,,,,,,,,,,,,23977.21,57.73628,3.5,,,,,,0.5,,,,194.4267789,-31.9907662,19,20,,16.9541,0.0271,,,17.0084,0.0322,,,,,,,,,,,,,,,,1.21,,,,,,,94.78245,,,,,16046.07,434.4444,3.5,,,,,,0.5,,,,194.426787,-31.990781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,33.77,0.983,1.094,3.099,2.832,-53.83,1.092,2.115,1.936,-78.74,1.199,2.875,2.397,-58.43,1.162,2.542,2.188,-51.33,WISEA J125742.42-315926.7,IrS,,,,,,,,,,,,,,,,,,,0,1.0
9,98388675,,,,98388675,,,,,,,,,,,,,,0,,,,,194.427897,-31.988612,,,,,,,,,,304.48172,30.86426,,,5,1,2,1,1,1,,1,1,,,,194.4278879,-31.9885988,20,45,,20.2365,0.0114,,,20.2499,0.0921,,,,,,,,,,,,,,,,0.1931,,,,,,3620.07,18.45818,,,,,3248.539,210.5448,4.08,,,,,,0.5,,,,194.4278859,-31.9886542,20,45,,19.3752,0.0167,,,19.3713,0.0417,,,,,,,,,,,,,,,,0.6775,,,,,,6187.105,,,,,,5675.683,54.94171,3.97,,,,,,0.5,,,,194.4279102,-31.988636,20,45,,18.7837,0.0117,,,18.7957,0.0896,,,,,,,,,,,,,,,,0.2432,,,,,,,,,,,,5651.301,31.62227,3.85,,,,,,0.5,,,,194.4278907,-31.9885902,20,45,,18.4702,0.0385,,,18.8305,0.1696,,,,,,,,,,,,,,,,3.235,,,,,,,134.6028,,,,,3927.532,265.5435,3.85,,,,,,0.5,,,,194.427897,-31.988612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,36.68,0.969,1.108,1.986,1.792,-65.65,1.093,1.69,1.547,-50.53,1.242,2.065,1.662,-53.24,1.229,1.436,1.168,-33.14,,,,,,,,,,,,,,,,,,,,,0,1.0
10,98388676,,,,98388676,,,,,,,,,,,,,,0,,,,,194.411698,-31.982397,,,,,,,,,,304.4659,30.870861,,,13,2,3,3,5,1,,1,1,,,,194.4116958,-31.9823892,34,26,,19.7036,0.0104,,,19.7663,0.049,,,,,,,,,,,,,,,,3.399,,,,,,5999.216,84.17263,,,,,5514.952,289.2169,4.42,,,,,,0.5,,,,194.4116993,-31.9824222,34,26,,18.7301,0.0132,,,18.8377,0.0299,,,,,,,,,,,,,,,,2.566,,,,,,11059.81,,,,,,9693.683,117.5379,3.51,,,,,,0.5,,,,194.4116898,-31.9823984,34,26,,17.638,0.0127,,,17.6438,0.0331,,,,,,,,,,,,,,,,0.3185,,,,,,,,,,,,16098.29,42.45163,3.59,,,,,,0.5,,,,194.4117259,-31.9824025,34,26,,17.2209,0.019,,,17.3245,0.0522,,,,,,,,,,,,,,,,0.5237,,,,,,,59.86245,,,,,12037.16,418.4728,3.59,,,,,,0.5,,,,194.411698,-31.982397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,27.43,0.98,1.151,2.604,2.262,-65.1,1.063,1.799,1.693,85.75,1.177,2.741,2.329,-61.6,1.169,2.473,2.115,-57.43,WISEA J125738.81-315856.5,IrS,,,,,,,,,,,,,,,,,,,0,1.0
11,98388677,,,,98388677,,,,,,,,,,,,,,0,,,,,194.422125,-31.979407,,,,,,,,,,304.47632,30.8736,,,31,7,6,5,7,1,,1,1,,,,194.4221327,-31.9793925,20,23,,15.8711,0.0063,,,15.8855,0.012,,,,,,,,,,,,,,,,8.168,,,,,,201115.0,426.2239,,,,,198807.1,556.8102,3.5,,,,,,0.5,,,,194.4221282,-31.9794215,20,23,,15.1615,0.0074,,,15.1573,0.0066,,,,,,,,,,,,,,,,12.04,,,,,,293739.1,,,,,,285840.1,712.8454,3.5,,,,,,0.5,,,,194.4221302,-31.9793971,20,23,,14.6871,0.0063,,,14.711,0.0153,,,,,,,,,,,,,,,,1.373,,,,,,,,,,,,247296.2,211.9504,3.5,,,,,,0.5,,,,194.4221299,-31.979399,20,23,,14.509,0.0041,,,14.5366,0.011,,,,,,,,,,,,,,,,0.6913,,,,,,,128.9443,,,,,149816.3,664.966,3.5,,,,,,0.5,,,,194.422125,-31.979407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,39.83,0.991,1.117,3.868,3.465,-61.23,1.052,2.603,2.474,-79.57,1.131,3.452,3.054,-61.88,1.119,3.261,2.914,-53.51,WISEA J125741.30-315845.7,IrS,,,,,,,,,,,,,,,,,,,0,1.0
