ra,dec,z,z_err,discdate,mjd,mag,dmag,flux,dflux,zp,filter
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59854.587823,20.681,0.563,19.0,11.0,23.9,c
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59860.522019,20.134,0.624,32.0,20.0,23.9,o
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59862.479503,20.494,0.775,23.0,18.0,23.9,o
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59862.48735,20.598,0.969,21.0,20.0,23.9,o
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59867.297597,20.301,0.92,28.0,25.0,23.9,o
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59872.530102,20.992,0.978,15.0,14.0,23.9,o
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59873.022512,20.623,0.813,20.0,17.0,23.9,o
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59874.587182,20.936,0.683,15.0,10.0,23.9,o
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59875.187824,21.038,0.798,14.0,11.0,23.9,c
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59879.270768,21.178,0.724,12.0,9.0,23.9,c
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59880.592595,20.87,0.717,16.0,12.0,23.9,c
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59880.967175,20.273,0.812,28.0,23.0,23.9,o
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59883.25001,21.415,0.919,10.0,9.0,23.9,c
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59888.909265,20.148,0.781,32.0,25.0,23.9,o
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59888.926348,20.465,0.872,24.0,21.0,23.9,o
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59890.450344,20.101,0.606,33.0,20.0,23.9,o
74.75937,-0.44191,0.015000,None,2022-12-26 03:22:48.576,59890.456351,20.144,0.605,32.0,19.0,23.9,o
