oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
675114300016282,83842320,2458592.9273394435,58592.423205999999,19.3059845,0.0771167427,0,zg,212.2021948,35.614598200000003,0.5,0.0199999996,20190419423194,675,0xe,0x3,19.8999996,26.2541752,0.0376680978,-0.0237887204,7.67621677e-05,30,1.10800004,1
675114300016282,88523777,2458639.7399942921,58639.237777800001,19.6321983,0.0985856205,0,zg,212.2021201,35.614188400000003,5.63600016,0.851999998,20190605237766,675,0xe,0x3,22.1000004,26.1921177,0.0261951592,-0.041160427,1.89582897e-05,30,1.01100004,1
675114300019078,85238212,2458606.8859119294,58606.382129600002,21.2838058,0.249497771,0,zg,212.20535580000001,35.615420999999998,0.694000006,0.180000007,20190503382118,675,0xe,0x3,21.7000008,26.1972351,0.0254782904,-0.0609502867,1.82946405e-05,30,1.10000002,1
675114300025312,88227724,2458636.7796373591,58636.277245400001,20.5303078,0.181779742,0,zg,212.20520060000001,35.611735000000003,1.40100002,0.321999997,20190602277245,675,0xe,0x3,21.9300003,26.1854649,0.025258258,-0.0500336438,1.812761e-05,30,1.04999995,1
675114300030732,77246939,2458526.9721449483,58526.469398100002,19.7323189,0.106191412,0,zg,212.20368740000001,35.614633599999998,1.35699999,0.0979999974,20190212469387,675,0xe,0x3,21.0599995,26.1256409,0.0334993675,-0.0404446945,3.29256145e-05,30,1.03400004,1
675114300030732,88829979,2458642.8018217185,58642.299791700003,20.2616405,0.154225871,0,zg,212.20316690000001,35.614379700000001,3.01699996,0.588999987,20190608299792,675,0xe,0x3,22.1000004,26.2255058,0.0257253423,-0.0507115386,1.84183846e-05,30,1.148,1
675114300030740,76848924,2458522.9917683741,58522.489247700003,18.3064098,0.0369728319,0,zg,212.20197970000001,35.612689899999999,4.58599997,0.649999976,20190208489213,675,0xe,0x3,21.6100006,26.2618637,0.0287759434,-0.0245657098,2.40839763e-05,30,1.023,1
675114300030740,77246939,2458526.9721450792,58526.469398100002,18.0478115,0.0310816746,0,zg,212.20194799999999,35.612774299999998,1.92799997,0.129999995,20190212469387,675,0xe,0x3,21.0599995,26.1256409,0.0334993675,-0.0404446945,3.29256145e-05,30,1.03400004,1
675114300030740,80535827,2458559.8623303906,58559.358275500002,18.0912132,0.031976942,0,zg,212.2017831,35.612701999999999,2.82299995,0.469000012,20190317358264,675,0xe,0x3,20.7999992,26.2538528,0.0325072296,-0.032387007,3.36642879e-05,30,1.07099998,1
675114300030740,81833915,2458572.8433977128,58572.339155100002,18.2800446,0.036307767,0,zg,212.20178540000001,35.612667000000002,4.50400019,0.620000005,20190330339144,675,0xe,0x3,21.4599991,25.8195229,0.0290359687,-0.0732887387,2.39878427e-05,30,1.04100001,1
675114300030740,84443454,2458598.938557473,58598.434548600002,18.4918213,0.0421134904,0,zg,212.20173610000001,35.612778800000001,2.13000011,0.465000004,20190425434549,675,0xe,0x3,21.5799999,26.2025108,0.0251073651,-0.0537201315,1.81499345e-05,30,1.20299995,2
675114300030740,90025752,2458654.7587830066,58654.257523100001,18.2871513,0.0364855193,0,zg,212.20168050000001,35.612738200000003,2.5079999,0.280999988,20190620257512,675,0xe,0x3,21.1000004,26.1839275,0.0309445206,-0.0443833396,2.69890079e-05,30,1.11800003,1
675214300034151,75155065,2458506.0521028643,58505.550659699999,19.1321564,0.0704146251,0,zr,212.20426090000001,35.611966899999999,1.11300004,0.209999993,20190122550613,675,0xe,0x3,20.1100006,26.2133064,0.0291838907,0.105798677,2.45538231e-05,30,1.00899994,1
675214300034151,85824555,2458612.7491285172,58612.245555599999,19.9531116,0.128326744,0,zr,212.20474129999999,35.612075400000002,4.38700008,1.11000001,20190509245556,675,0xe,0x3,21.8899994,26.1188717,0.0233506039,0.0983563438,1.52991124e-05,30,1.01999998,1
675214300034158,74055457,2458495.0552497236,58494.554571799999,20.2523842,0.155223191,0,zr,212.2026808,35.615716900000002,1.64199996,0.344999999,20190111554514,675,0xe,0x3,21.7800007,26.2034035,0.0196534581,0.0966616124,1.12976722e-05,30,1.03699994,1
1717107400010786,81340995,2458567.9141484676,58567.4099537,17.7897549,0.0296778325,0,zg,212.20470259999999,35.6142562,1.04400003,0.0240000002,20190325409954,1717,0x7,0x4,20.6599998,26.1712513,0.0331891924,-0.0346366763,3.36567573e-05,30,1.00199997,1
1717107400010786,88618601,2458640.6881779232,58640.186018499997,19.9484291,0.115591854,0,zg,212.2047148,35.614264300000002,1.84300005,0.310000002,20190606186019,1717,0x7,0x4,21.8899994,26.1216335,0.0261658542,-0.0631232858,1.73439257e-05,30,1.00999999,3
1717107400010786,88818238,2458642.6844216911,58642.182384300002,19.9219017,0.114012852,0,zg,212.20479270000001,35.614189199999998,1.41499996,0.229000002,20190608182373,1717,0x7,0x4,21.6000004,26.1982288,0.0255294275,-0.0615264289,1.67456328e-05,30,1.00899994,2
1717107400010786,88818283,2458642.6848729537,58642.182835599997,19.8551369,0.110009015,0,zg,212.20472129999999,35.614271199999997,0.84799999,0.148000002,20190608182836,1717,0x7,0x4,21.6399994,26.195467,0.0251314845,-0.0600931384,1.6169608e-05,30,1.00899994,3
1717107400010786,88917953,2458643.6815126189,58643.179537000004,19.8851814,0.111814514,0,zg,212.20445459999999,35.614274700000003,0.796000004,0.145999998,20190609179514,1717,0x7,0x4,21.0300007,26.1833649,0.0314784646,-0.0571979545,2.58387718e-05,30,1.00899994,2
1717107400010786,88917998,2458643.681963983,58643.179988399999,19.7274914,0.102340415,0,zg,212.204239,35.614226899999998,0.88499999,-0.00999999978,20190609179977,1717,0x7,0x4,20.8999996,26.1826782,0.0311281327,-0.0513447672,2.72320631e-05,30,1.00899994,3
1717207400021402,80424831,2458558.7523395307,58558.248310199997,19.0242996,0.0603494123,0,zr,212.2045229,35.614437799999997,0.999000013,0.0329999998,20190316248310,1717,0x7,0x4,20.0400009,26.141983,0.0521548204,0.138845637,6.90519373e-05,30,1.69599998,1
1717207400021402,82024663,2458574.7508848351,58574.246631900001,17.0827103,0.0170122758,32768,zr,212.2047402,35.614288000000002,0.561999977,-0.141000003,20190401246632,1717,0x7,0x4,18.1599998,23.2803383,0.127548933,0.173947722,0.00173127849,30,1.34899998,1
1717207400021402,82633098,2458580.8352409629,58580.330983799999,17.0182648,0.0165350568,0,zr,212.20473759999999,35.614268500000001,1.06599998,0.064000003,20190407330972,1717,0x7,0x4,21.0799999,26.1986599,0.0236079544,0.125460416,1.44271271e-05,30,1.02699995,1
1717207400021402,83523484,2458589.7390322746,58589.234849499997,17.5722084,0.0219374541,0,zr,212.2047292,35.614272399999997,0.426999986,0.00200000009,20190416234838,1717,0x7,0x4,19.7299995,25.75704,0.0380923636,0.11210753,3.98258999e-05,30,1.204,1
1717207400021402,83930826,2458593.812381594,58593.308263899999,17.7158203,0.0239118021,0,zr,212.2047345,35.614243199999997,1.34099996,0.144999996,20190420308252,1717,0x7,0x4,20.4599991,26.1962852,0.0314408354,0.13069953,2.55409959e-05,30,1.01499999,1
1717207400021402,85224957,2458606.7533585569,58606.249571799999,18.4469032,0.0393156447,0,zr,212.20469170000001,35.614276799999999,2.23200011,0.326999992,20190503249549,1717,0x7,0x4,21.6399994,26.1563816,0.0225336682,0.117417678,1.32353352e-05,30,1.04200006,1
1717207400021402,85426482,2458608.7685453268,58608.264826400002,18.5464077,0.0422858261,0,zr,212.2047345,35.614250599999998,2.25099993,0.266000003,20190505264826,1717,0x7,0x4,21.3600006,26.1357059,0.0216299724,0.117498711,1.20544464e-05,30,1.01699996,1
1717207400021402,86422230,2458618.7256276412,58618.222303199997,19.1413326,0.0658366829,0,zr,212.20474540000001,35.614292499999998,1.755,0.367000014,20190515222292,1717,0x7,0x4,20.8700008,26.1768951,0.0328830518,0.121869907,2.79847827e-05,30,1.03400004,1
1717207400021402,88030870,2458634.8112088419,58634.3087037,19.3696213,0.0778315887,0,zr,212.2047622,35.614285799999998,2.56699991,0.441000015,20190531308692,1717,0x7,0x4,21.9699993,26.1379719,0.0258628223,0.10845653,1.74045017e-05,30,1.097,2
1717207400021402,88030915,2458634.8116602153,58634.309155100003,19.3205547,0.0751090944,0,zr,212.20470979999999,35.614262600000004,3.80999994,0.465999991,20190531309155,1717,0x7,0x4,21.9500008,26.1479053,0.0252039563,0.109083086,1.64270623e-05,30,1.09800005,3
1717207400021402,89726865,2458651.7701151809,58651.268657400004,19.5115376,0.0861394256,0,zr,212.204747,35.614274999999999,0.845000029,0.294,20190617268657,1717,0x7,0x4,20.4099998,26.1618004,0.0286088437,0.121009894,2.09583868e-05,30,1.11300004,3
