ztf-91bg,2024jhk,ZTF2024jhk,162.85119166666664,8.558316666666668,0.02315,0.02398089129041358,60456.0
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
t0,60462.14344671468,13.673330236419133
x0,0.008825986548264764,0.015319856630654414
x1,-1.4156927237976409,5.724892640375381
c,-1.0647496568921446,8.050991116220118
mu,38.086944837794945,24.08179210414834
hostMass,10.717597614530817,0.0005467162453691708
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
194.95292416548722,-0.14201328473804,147.19532504857122,53.59972595752554
-0.14201328473804,0.00023469800718380602,-0.09564324159417216,-0.12010940586742085
147.19532504857122,-0.09564324159417216,115.82197965934131,33.32946637491541
53.59972595752554,-0.12010940586742085,33.32946637491541,64.81845795345527
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
zp,26.2333,26.1475,25.8028
filter,ZTF_g,ZTF_r,ZTF_g
mjd,60444.229016200174,60444.258483800106,60464.24834490009
flux,114.63948886594599,34.95662841460894,8614.039316781422
dflux,289.4867818095421,214.3296705952483,178.81516322042563
mag,23.418264397402435,24.536176154878323,17.867582875831552
dmag,2.9375701390370486,7.404869117449412,0.029612064023054958
