2024xel 0.0751 68.7886318745 -24.6073379427
filter ATgr
60694.119867 21.427 1.043
60697.093945 21.365 0.844
60697.097124 20.48 0.35
60697.104088 21.723 1.407
60697.115701 20.907 0.57
60698.109037 20.548 0.47
60698.112266 20.996 0.646
60698.118726 20.774 0.68
60701.089957 23.243 4.357
60701.09314 21.203 0.813
60701.100944 22.151 1.711
60702.090588 21.682 1.119
60702.107766 20.848 0.52
60702.112892 20.544 0.376
60705.074506 20.132 0.374
60705.077692 22.175 2.538
60705.083252 19.909 0.288
60706.093665 20.823 0.515
60706.096494 22.581 2.519
60706.102033 20.716 0.461
60706.112613 21.634 1.311
filter ATri
60682.146294 20.78 0.729
60682.15252 20.868 0.794
60682.163245 20.429 0.582
60682.891998 21.168 1.3
60683.887158 20.112 0.456
60683.889529 20.805 0.872
60683.894805 21.179 1.365
60685.128447 20.199 0.546
60685.146001 21.947 2.491
60686.137023 19.876 0.774
60686.140274 22.164 4.921
60686.145534 19.91 0.805
60686.907787 19.797 0.557
60687.883736 18.905 0.293
60687.89382 19.941 0.859
60689.138123 19.937 1.124
60689.14096 18.967 0.523
60689.14627 19.681 0.967
60689.147175 18.899 0.492
60690.130255 19.446 0.462
60690.138748 19.7 0.894
60690.882854 19.839 0.66
60690.891202 19.903 0.752
60691.861041 20.582 0.721
60693.101772 22.024 2.421
60693.107406 20.782 0.708
60693.112672 21.315 1.389
60694.865386 20.614 0.598
60694.868635 21.161 1.014
60694.874153 20.145 0.386
60694.884781 21.172 1.299
60695.859305 21.782 1.889
60695.86487 20.689 0.674
60698.85863 20.52 0.462
60699.844884 20.634 0.521
60699.850358 20.951 0.72
60703.82788 21.175 1.041
60703.831585 21.904 2.158
60703.83798 20.96 0.783
60703.850417 21.179 1.167
60706.8219 20.457 0.519
60706.824765 22.668 4.471
60707.832436 20.512 0.547
60709.075646 21.459 1.667
60710.104686 22.228 3.667
60710.111609 21.656 2.532
60710.116273 20.224 0.898
