2024aexl 0.0925 90.277874 -27.9208716
filter ATgr
60697.049423 19.865 0.467
60697.051226 19.494 0.237
60697.05213 19.872 0.2
60697.054841 19.49 0.174
60697.059637 19.915 0.291
60697.060088 19.687 0.213
60697.065348 20.256 0.392
60698.148596 19.532 0.184
60698.151782 19.555 0.197
60698.157833 19.883 0.227
60698.167647 19.924 0.266
60701.141896 19.708 0.203
60701.145112 20.342 0.353
60701.150611 20.022 0.274
60701.160401 19.77 0.217
60702.135702 19.685 0.175
60702.139409 19.45 0.162
60702.1447 19.665 0.206
60702.155354 20.153 0.282
60705.124329 21.064 0.944
60705.127477 19.798 0.29
60705.132915 19.722 0.311
60705.143631 19.864 0.324
60706.119094 19.885 0.254
60706.122339 21.19 0.727
60706.128385 20.618 0.486
60706.139048 19.97 0.259
60709.111645 19.924 0.219
60709.117141 20.55 0.43
60709.120343 20.379 0.362
60709.130993 20.526 0.438
60710.12609 20.523 0.39
60710.129004 20.193 0.281
60710.134141 21.09 0.731
60710.14531 20.733 0.558
filter ATri
60694.922335 19.698 0.274
60694.925967 19.887 0.311
60694.931426 19.398 0.19
60694.966713 19.728 0.321
60695.893286 20.524 0.621
60695.894648 19.189 0.192
60695.896455 19.528 0.322
60695.897811 19.31 0.288
60695.904538 19.866 0.429
60695.905522 19.405 0.259
60695.914649 19.071 0.31
60695.916514 19.739 0.493
60698.891952 19.309 0.152
60698.89516 19.432 0.219
60698.901981 19.411 0.176
60698.913634 19.344 0.178
60699.877788 19.401 0.177
60699.890287 19.772 0.208
60699.893459 19.422 0.18
60699.899388 19.349 0.188
60703.877029 20.466 0.571
60703.880208 19.632 0.263
60703.885635 20.069 0.374
60703.94957 19.847 0.378
60706.856422 19.733 0.24
60706.859594 19.872 0.368
60706.865505 19.73 0.274
60706.876016 19.781 0.253
60707.839376 19.741 0.269
60707.84253 19.553 0.222
60707.848031 19.691 0.213
60707.859465 19.755 0.268
60710.872187 20.209 0.457
60710.874961 20.661 0.56
60710.880093 19.526 0.232
60710.890182 20.214 0.595
60711.856607 19.54 0.279
60711.859827 19.088 0.246
60711.86584 19.539 2.3
60714.104552 19.141 0.217
60714.107869 19.971 0.455
60714.113185 19.81 0.385
60714.143091 19.599 0.406
60714.860104 19.559 0.325
60714.863084 19.533 0.369
60714.869525 20.963 1.204
60714.879768 20.446 0.567
60715.852962 19.882 0.634
60715.856177 20.519 1.009
60715.862095 20.53 1.175
60717.131131 19.707 0.74
60717.133936 19.148 0.452
60717.141263 19.895 1.005
60717.151188 20.633 1.459
60718.093186 19.41 0.525
60718.09705 19.251 0.541
60718.115973 19.675 0.645
60718.892438 20.817 2.078
60718.895649 19.838 0.663
60718.902096 18.857 0.272
60718.91318 19.93 0.769
60719.849928 19.668 0.476
60719.853641 21.598 2.429
60719.859096 21.366 2.136
60719.869682 20.637 1.159
60721.163466 20.686 1.333
60721.166698 20.432 1.062
60721.173179 20.165 0.698
60721.183321 19.261 0.331
60722.09159 20.046 0.756
60722.095314 20.452 0.926
60722.101874 19.356 0.331
60722.112057 19.617 0.429
60722.836917 20.678 0.896
60722.840536 19.519 0.315
60722.846977 20.243 0.5
60722.856903 20.35 0.453
60723.903518 19.276 0.401
60723.909533 19.3 0.349
60723.919645 20.361 0.584
