2021aabw 0.032337037644889655 82.40937499999995 -23.992650000000012
filter r
59496.459629599936 17.1444 0.03274816638764929
59500.48282410018 17.079983 0.0396121552630053
59511.50444439985 17.774645 0.05582861383259603
59518.48153939983 17.9294 0.047372354098209994
59529.40062499978 18.4723 0.07500328515509104
59530.37621530006 18.676287 0.08709507002683764
59532.37638889998 18.65279 0.0854669619714791
filter ATgr
59525.53598 19.30287727315686 0.1730883804689855
59525.539661 19.183773187068795 0.1410047019168831
59525.545634 18.97879262861516 0.14009499416258064
59525.577191 18.786692553033355 0.0978140725009009
59529.488712 19.051201868453454 0.11231753842344828
59529.490541 19.241692849698858 0.1338578882580822
59529.493285 18.85741665175305 0.08351816959692308
59529.498319 19.102304769059813 0.13081159093493977
filter ATri
59471.553742 nan 0.3277694203049057
59479.551284 19.21234684152075 0.6224887573957334
59481.611011 nan 0.9441184389217392
59483.554554 20.28210492164445 0.9306310326514287
59485.596814 19.21234684152075 0.23162372368213338
59485.600475 19.401648626366043 0.2585086201809524
59485.606419 18.711132596518674 0.14598133845512606
59485.622916 19.21234684152075 0.2605766891424
59487.540095 18.64907363720609 0.15510517210857144
59487.546577 18.403357282613943 0.10994797010227848
59487.549806 18.389700043360186 0.14250287687475002
59487.560413 18.75773787165882 0.19048003592280702
59487.569169 18.39650718919887 0.1160850030246541
59487.572393 18.191746928241123 0.10178776919625002
59487.575161 18.58223800408798 0.1296401438519403
59487.580226 18.675237221401503 0.15888822508682926
59489.579715 17.972330344320657 0.06930231094212766
59489.583395 17.766704149882404 0.05352220727690141
59489.5889 17.896498648046137 0.060318678042222226
59489.599904 18.058850665378674 0.07505088972995393
59491.571814 17.6004300155607 0.05248271684640484
59491.573658 17.57450075449229 0.05444694832129794
59491.576889 17.546051890133548 0.04367904272022989
59491.583348 17.546051890133548 0.046798974343103455
59493.578256 17.341876774005247 0.031021034421714288
59493.580084 17.321390577467067 0.03297796883616823
59493.583288 17.405762035186218 0.04112637139242425
59493.588316 17.33929476041083 0.03094735025444181
59495.541404 17.42233848243375 0.07516635263723077
59495.544636 17.112081605378854 0.06903525001364162
59495.550187 17.482434084602346 0.0912136106979946
59495.560688 17.192382404402874 0.06081924798448134
59501.560356 17.334149081562394 0.038501283856737595
59501.562185 17.296314723739748 0.04214044630347032
59501.564944 17.283990684442323 0.03186133332252822
59501.569976 17.236047522455117 0.032830036429028084
59503.509271 17.515292433390314 0.07581956737150838
59503.511117 17.43353173832061 0.061881338095129544
59503.514342 17.555452262316813 0.06608829072452174
59503.51941 17.485380453316203 0.061957772554239135
59505.529695 17.590633832971086 0.07476626559724552
59505.531525 17.584151806525387 0.07108987054976192
59505.534269 17.57450075449229 0.07046075665109146
59505.539299 17.626993694172242 0.06722824797275542
59509.523794 17.967719992574732 0.11961500560915254
59509.526998 17.927084789088667 0.11522098499493878
59509.532892 18.0488897128997 0.12890018869296804
59509.539775 17.879400086720374 0.09754661214640625
59513.515952 18.104841662593095 0.09395794079653846
59513.519612 17.972330344320657 0.09240308125617022
59513.522355 18.120615347360612 0.07944411254341463
59513.539689 17.84599018282542 0.07402746850636364
59515.512775 18.00993535701719 0.07652766200951543
59515.514615 18.0488897128997 0.10411169086739726
59515.51738 17.949471895720983 0.0950019179165
59515.524752 17.88364954891511 0.08089799172721569
59517.557379 18.043943297944484 0.08883296220763637
59517.560582 17.88364954891511 0.07238241365066667
59517.566529 17.862566630072955 0.05011090175815385
59517.576661 17.900815696297403 0.06921027600063745
59519.516489 17.949471895720983 0.06333461194433335
59519.518372 18.0341175638734 0.0733605543756757
59519.521139 18.237955442476157 0.0767096231623913
59519.528058 18.104841662593095 0.07307839839730769
59523.503978 18.19741658188068 0.09095172395895289
59523.507212 18.43119819790884 0.10575352643766235
59523.510441 18.214605376840797 0.08085269609914894
59523.522422 18.22039598365875 0.08128506345796792
59527.48373 18.86790693823707 0.15811692302330096
59527.492374 18.847026752325153 0.15510517210857144
59527.494678 18.606821760860587 0.12432093947633588
59527.500693 18.66644578709441 0.13133905702741938
59531.484394 18.657724967479858 0.19108957203776
59531.486236 18.99053043163611 0.22422812924391305
59531.49636 19.197966019298022 0.3142920592726316
59535.46626 19.491430016092657 0.7113444100151725
59535.469023 19.401648626366043 0.9478649406634921
59535.479052 18.606821760860587 0.36467475579725195
59537.473326 20.07130270739436 0.8302688624635294
59537.475612 18.816440611282623 0.28148716419703707
59537.478355 19.256668758921826 0.39207140727444445
59537.489476 20.137125054200233 0.78037289717125
59539.465293 19.1697634932738 0.41759084798461543
59539.469909 18.92193481076876 0.2991314033522449
59539.491744 19.089301784845293 0.45239008531666675
59541.393505 19.569015600442576 0.46244319832370373
59541.397628 19.287254899964356 0.2946998270062857
59541.403609 18.847026752325153 0.21714724095200003
59541.438857 19.1697634932738 0.29231359358923076
59541.449841 nan 0.2605766891424
59541.453043 nan 0.30258222099868853
59543.447102 19.51031286081877 0.3428640646610526
59543.47072 19.816328861051034 0.3787451877069768
59543.476357 20.10371515030528 0.4606153595951516
59543.478199 19.351140161145327 0.2961098740254546
59545.377488 nan 0.18882368778434783
59545.381634 nan 0.7137710234996297
59545.43305 19.226920700672558 0.22008166312702707
59545.436252 19.589310325998028 0.24582706522867928
59545.440826 19.197966019298022 0.18571803502473685
59545.44723 19.79136830878453 0.2961098740254546
59547.476088 20.171595765414317 0.7004749708129032
