2024fav 0.056 235.308458 70.303569
filter ATri
60691.659029 20.444 0.785
60691.668675 19.267 0.339
60693.592164 20.687 0.919
60693.595487 20.559 0.883
60693.615181 20.074 0.523
60695.619023 20.961 1.109
60697.551307 21.67 2.765
60697.558129 22.275 3.63
60699.643125 21.173 1.14
60699.666236 21.284 1.355
60710.564808 20.47 0.592
60711.540157 21.942 2.708
60711.546808 22.033 2.781
60711.552909 21.451 1.673
60711.556966 20.064 0.45
