2024xhi 0.06 253.531917 61.807731
filter ATri
60687.622456 20.269 1.318
60687.638123 19.857 0.885
60687.650032 20.581 1.12
60687.652344 19.801 0.992
60693.639715 20.319 0.643
60697.65354 20.611 2.257
60699.651814 20.628 0.577
60699.662024 20.756 0.709
60699.669893 22.379 3.862
60709.61486 20.721 0.784
60709.618107 21.109 0.908
60709.623713 20.878 0.864
60709.641278 21.115 0.831
60710.596334 20.306 0.759
60711.59491 20.857 0.96
60711.598569 20.306 0.535
