2023jah 0.03 307.78865 -44.26244
filter ATgr
60085.133487 18.092 0.058
60085.141777 18.05 0.044
60085.149725 18.119 0.053
60085.155707 18.191 0.057
60085.183637 18.207 0.092
60088.043998 17.993 0.049
60090.976207 18.019 0.054
60091.005106 17.92 0.053
60091.021001 17.874 0.047
60107.191477 18.76 0.115
60107.226172 18.804 0.133
60107.247468 18.805 0.095
60107.248828 19.016 0.137
60142.028201 19.456 0.224
filter ATri
60083.297091 18.068 0.146
60083.335149 18.289 0.158
60089.26593 17.759 0.056
60089.267772 17.776 0.054
60089.270632 17.733 0.048
60089.305964 17.894 0.058
60089.306414 17.694 0.06
60089.308225 17.751 0.053
60105.951618 18.207 0.065
60105.954453 18.39 0.077
60105.959983 18.327 0.075
60105.987024 18.407 0.086
60117.917291 18.797 0.101
60117.920103 18.84 0.125
60117.925357 19.05 0.13
60117.93597 18.647 0.083
60125.238072 18.98 0.177
60136.051806 19.302 0.169
60151.26077 19.548 0.205
