2024lhg 0.06 329.5860700000001 -9.807259999999996
filter ATgr
60493.025344 19.389 0.154
60493.027197 19.572 0.218
60493.029974 19.274 0.129
60493.061898 19.384 0.178
60493.066976 19.518 0.17
60497.038324 19.375 0.168
60557.078364 17.033 0.569
filter ATri
60472.581321 19.067 0.145
60474.585757 19.122 0.142
60474.601868 19.439 0.186
60476.589932 19.193 0.162
60476.604904 19.113 0.151
60479.302787 18.69 0.147
60479.319709 18.761 0.168
60488.546532 18.953 0.242
60490.321071 19.049 0.169
60491.235945 19.187 0.252
60491.31266 19.221 0.217
60492.565211 19.34 0.149
60492.568013 19.498 0.158
60492.573565 19.091 0.118
60492.609145 19.434 0.168
60494.587067 19.451 0.203
