2024ulb 0.044 20.9540199 -15.7102499
filter ATgr
60695.086064 -19.469 0.179
60695.107971 20.696 0.65
60696.253776 -19.855 0.269
60696.271614 -20.777 0.667
60698.039118 -19.272 0.215
60698.042789 -19.698 0.253
60698.052961 -20.354 0.457
60698.058882 -20.446 0.493
60701.031872 20.347 0.984
60701.035031 -19.976 0.491
60701.040462 -20.475 0.603
60701.051449 20.753 0.617
filter ATri
60684.247578 -20.05 0.497
60684.264086 19.936 0.355
60684.267292 18.857 0.176
60685.139686 18.547 0.237
60685.152274 -18.995 0.339
60685.159895 18.393 0.221
60686.108223 19.263 0.406
60686.113424 -19.414 0.507
60688.799722 -19.237 0.394
60688.827395 19.579 0.553
60688.841134 -18.99 0.403
60690.057765 -19.247 0.252
60690.085432 -18.655 0.331
60691.787272 19.839 0.463
60691.79361 -19.623 0.311
60691.803609 -20.291 0.552
60693.035337 -19.148 0.39
60693.038509 -18.71 0.203
60693.045369 -19.952 0.381
60693.055573 -19.054 0.15
60694.2675 20.653 0.672
60694.270753 20.329 0.532
60694.292061 -19.617 0.28
60698.792359 -20.059 0.527
60699.788723 -20.603 0.748
60699.800054 -19.041 0.164
60709.028455 -19.464 0.969
60709.037985 -19.571 0.516
60709.040293 -19.629 0.459
60709.05058 -19.778 0.539
60710.039687 -19.396 0.308
60710.79288 -18.984 0.263
60710.798434 -20.231 0.744
60712.222953 19.857 0.625
60712.232509 -16.779 0.015
