2018ame 0.022 227.35632 25.47154
filter ATgr
58227.53768 18.543 0.191
filter ATri
58177.645339 17.673 0.152
58177.656779 17.5 0.057
58177.667106 17.566 0.089
58179.47869 17.329 0.082
58179.489454 17.42 0.069
58179.496754 17.389 0.076
58179.503642 17.435 0.066
58183.624039 17.434 0.051
58183.646344 17.414 0.07
58183.658198 17.438 0.064
58185.619788 17.611 0.073
58185.637043 17.565 0.114
58205.557272 18.213 0.101
58205.575922 18.105 0.091
58205.580279 18.096 0.092
58205.597235 18.132 0.085
58207.4955 18.274 0.106
58207.501121 18.236 0.097
58207.509672 18.074 0.089
58207.515066 18.124 0.09
58213.568836 18.476 0.119
58213.572387 18.532 0.137
58213.593085 18.395 0.112
58213.606188 18.713 0.149
58221.562427 18.734 0.105
58221.578445 18.804 0.107
58221.584543 18.914 0.113
58221.596419 18.889 0.131
58231.502064 18.801 0.091
58231.518528 19.158 0.135
58231.52542 19.18 0.146
58231.540003 18.529 0.128
58247.507286 19.414 0.172
