2024xmw 0.085 15.585222722222 35.694085566667
filter ATgr
60697.258148 21.258 1.36
60697.261322 20.267 0.43
filter ATri
60697.231785 20.912 0.922
60703.293062 20.302 0.541
60703.315395 21.527 2.571
60704.255653 21.25 1.704
60714.246284 21.922 4.711
60715.236215 20.07 0.742
60715.239475 20.711 2.305
60715.244984 19.497 3.433
60717.225032 19.675 0.517
60717.246318 21.076 1.97
60719.246289 19.745 0.651
60719.269177 20.223 1.071
60721.240719 21.512 2.08
60721.243925 21.979 3.388
60721.250342 20.149 0.527
60721.260461 21.676 2.179
60722.255891 21.601 2.156
