2021bta 0.06107558583078165 210.68489379999997 25.557550477778
filter g
59249.44539349992 19.113482 0.13826047567312053
59251.42555559985 18.661148 0.07120647880036941
59255.39097219985 18.180702 0.05699430186952299
59258.38273150008 18.01214 0.05627534445851605
59262.52062499989 17.925512 0.04728503994153464
59264.4091897998 17.958513 0.05901676792453652
59266.48497689981 18.059128 0.06898199791702134
59268.4827083 18.073935 0.06970838656169939
59270.423518499825 18.32893 0.08964918477145353
59272.426122699864 18.479748 0.1210695997227463
59274.44593749987 18.640055 0.1590188769955674
59280.39498839993 19.186974 0.1069602270401122
59291.30438659992 20.087929 0.1730259580900991
59297.3301736 20.1962 0.3743251966107362
59307.32262729993 20.8844 0.2904573513470787
filter r
59249.48453699984 19.197187 0.14865782332653962
59251.474386599846 18.837393 0.08778114284957737
59253.499027799815 18.454258 0.07521654355547676
59255.41454860009 18.23625 0.062434833635127314
59258.352511600126 18.05784 0.0624775935726106
59262.49969909992 17.919952 0.0689519959909774
59264.51373839984 17.929743 0.05461797617038978
59266.384189799894 17.964678 0.05916373039640562
59270.36914349999 18.111021 0.09351072979471181
59272.454143499956 18.284346 0.10042552526518364
59274.40055559995 18.212275 0.11587577081719506
59276.383263899945 18.456623 0.0857320167863828
59280.425196799915 18.629791 0.10753417388554991
59291.373402799945 18.84773 0.08066389998213026
59297.28532409994 19.142456 0.15156476118236936
59300.4009606 18.900019 0.21088203907693184
59307.44834489981 19.59818 0.14408217681589344
59309.39122689981 19.852617 0.22093514248438917
59311.32869210001 19.836487 0.17911598213599128
59313.35424769996 19.979988 0.18550459825693302
59317.40562500013 19.92856 0.14110879153351089
59321.30769680021 20.138037 0.16787213301960552
59323.337835600134 20.071787 0.23728944485123826
filter ATgr
59229.586887 21.115141619232908 0.5011090175815386
59231.566617 nan 0.5700115074990001
59231.576891 nan 0.6031867804222223
59231.580128 nan 0.8351816959692309
59231.596648 20.362566630072955 0.41759084798461543
59253.552592 18.474345711512605 0.058688443500540546
59253.556316 18.33672679568534 0.05170172403619048
59253.55969 18.389700043360186 0.054286810238000006
59253.565829 18.37621246364342 0.05361660270419753
59255.534402 18.249821530037313 0.05965583542637363
59255.537613 18.13662157638344 0.05374931706732674
59255.548629 18.237955442476157 0.06490814267586957
59255.554698 18.330283238465814 0.05782027125940829
59257.59321 18.079050991403154 0.04077882459192489
59257.595051 18.0341175638734 0.03912562900036037
59257.597816 18.169359821608808 0.04985523389204082
59257.602884 18.00993535701719 0.03826383100475771
59261.51466 18.053858765988487 0.039843530449908265
59261.516505 17.900815696297403 0.03893078025035857
59261.531891 18.00041129415028 0.0426708552089083
59261.534662 17.949471895720983 0.03619120682533333
59263.51783 17.640523292357045 0.2518635710101568
59267.550642 17.976960356474642 0.046398983109401715
59267.552967 18.058850665378674 0.045030533837972356
59267.556168 17.905149978319905 0.03908650337136
59267.562967 18.08416034767812 0.051213971922641516
59267.660921 18.00041129415028 0.05689447361187773
59287.617397 19.06375387189108 0.08837387713162792
59287.622544 19.36771660839286 0.15033270527446155
59287.627163 19.491430016092657 0.14975671789793105
59287.644532 19.21234684152075 0.11581186184106669
59291.475898 19.419020776254364 0.1751187427032258
59291.4783 19.529529932484497 0.17449331862214287
59291.478758 19.894850021680092 0.27143405119
59291.48334 19.45462187404089 0.162860430714
59291.487923 19.529529932484497 0.21326961164928573
59291.488837 19.86804035820066 0.23833233763024392
59309.436435 19.894850021680092 0.190003835833
filter ATri
59243.587214 19.86804035820066 0.5031460461082927
59243.589991 nan 0.7042613220064866
59245.541524 19.86804035820066 0.6885156420429269
59245.548123 20.07130270739436 0.7664020268894118
59245.553224 19.569015600442576 0.4021245202814815
59251.644632 18.684100423313126 0.08899477088196721
59251.647889 18.69303657420887 0.0987032913418182
59251.658077 18.640490697610105 0.07694193577039371
59251.663382 18.702046884880936 0.09952581876966667
59251.671894 18.711132596518674 0.16422900576201682
59269.465654 18.13662157638344 0.10749863413465348
59269.468421 18.33672679568534 0.14864245660404765
59269.472104 18.292404878284263 0.1178799308025143
59269.477646 18.110074136357703 0.09965694633062804
59277.602918 18.615141619232908 0.10857362047600001
59277.637861 18.796518287104437 0.13818460787854545
59277.641507 18.58223800408798 0.11343512587044777
59277.647165 18.58223800408798 0.14584516183343285
59293.478645 19.128787452803373 0.09382905473234568
59293.48522 19.038793319624578 0.0987032913418182
59293.508607 19.051201868453454 0.09983781193195403
59293.515352 19.014393726401686 0.10857362047600001
59297.473983 19.351140161145327 0.2303076797975758
59297.476747 19.491430016092657 0.22463507684689657
59297.477668 20.171595765414317 0.45530873102838715
59297.480428 18.786692553033355 0.15650251600144147
59297.480888 19.06375387189108 0.17674775426325584
59297.496477 19.38455006504028 0.23750479479125003
59297.506365 19.743105420796063 0.33044145362260874
59297.516832 18.955690986777878 0.2057184387966316
59299.447272 18.214605376840797 0.6006200281651065
59303.448398 19.30287727315686 0.8339712877142029
59303.451205 19.197966019298022 0.7000141320163159
59303.454549 18.847026752325153 0.39293310267504766
59303.487057 19.491430016092657 0.37439179474482764
59305.438966 19.38455006504028 0.22054016659187503
59305.44175 19.743105420796063 0.37764737556869565
59305.476253 19.950541008457975 0.3714360700494737
59307.442551 20.543943297944484 0.5922197480509092
