2024eny 0.041 249.981542 48.765989
filter ATgr
60709.60082 21.803 1.659
60710.601597 20.231 0.395
60710.6113 20.939 0.771
60714.593792 21.206 1.0
60714.597465 20.499 0.489
60714.602964 22.229 2.0
60714.615407 23.469 7.0
filter ATri
60697.607521 22.166 3.351
60697.615671 21.324 1.287
60697.645924 21.672 2.186
60699.639911 21.15 1.022
60699.664788 20.86 0.922
60708.606847 19.675 0.295
60708.60963 19.49 0.229
60708.614806 20.225 0.399
60708.636841 21.685 1.575
60711.594689 20.407 0.571
60711.598923 22.863 5.8
60711.606747 21.971 2.02
60714.546908 19.025 0.306
60714.565463 19.559 0.4
60714.571833 19.278 0.332
60715.592116 17.136 0.468
60715.59494 18.734 1.354
60715.6089 18.203 0.763
60715.610303 17.094 0.379
60715.630995 18.694 1.137
60715.634771 18.98 0.409
60715.651535 20.189 0.922
60715.656846 19.439 0.862
60717.57096 19.631 0.469
60717.576065 20.255 0.99
60717.58662 22.608 7.217
60719.585097 21.155 1.559
60719.602513 19.967 0.723
60719.616702 21.9 3.853
60719.619473 21.109 1.391
60720.563005 20.517 1.046
60720.56818 20.419 0.925
60720.577977 21.545 2.475
60721.544718 21.503 2.552
60721.547545 20.559 1.092
60721.566073 21.805 2.586
60721.571259 19.992 0.498
60722.623862 21.843 2.383
60723.648715 21.955 2.2
60725.586056 23.487 10.0
60725.592443 21.513 1.537
60725.60423 21.492 1.414
60725.61437 21.154 1.069
60725.618183 20.808 0.574
60726.592649 22.358 2.714
60726.605678 21.635 1.795
