2020abge 0.089 8.5755 -2.560369
filter ATgr
60698.033695 15.479 0.017
60698.036867 15.482 0.017
60698.038218 15.478 0.013
60698.04142 15.48 0.011
60698.045098 15.471 0.012
60698.046901 15.516 0.011
60698.057521 15.452 0.011
60698.061617 15.479 0.012
60702.033326 14.977 0.011
60702.036485 14.997 0.01
60702.044253 15.015 0.008
60702.057137 14.983 0.008
60706.059985 14.778 0.007
60706.06294 14.779 0.008
60706.068623 14.79 0.007
filter ATri
60695.783629 15.651 0.046
60695.784981 15.906 0.033
60695.787238 15.574 0.03
60695.788139 15.847 0.033
60695.794028 15.85 0.026
60695.794929 15.662 0.022
60695.805878 15.792 0.027
60695.806329 20.461 0.804
60695.806779 15.87 0.019
60698.782825 15.243 0.019
60698.785992 15.242 0.016
60698.787345 15.239 0.013
60698.790539 15.243 0.013
60698.793272 15.208 0.011
60698.795979 15.222 0.01
60698.806608 15.259 0.011
60698.809789 15.225 0.01
60710.058769 14.505 0.007
60710.061571 14.509 0.008
60710.066832 14.506 0.008
60710.084602 14.486 0.009
60710.776048 14.504 0.014
60710.779217 14.494 0.011
60710.785609 14.502 0.008
