2024jvc 0.079 219.4310273 37.635246
filter ATgr
60709.540663 21.099 0.798
60709.546157 21.178 0.887
60710.551574 22.396 2.714
60710.557587 21.704 1.396
filter ATri
60683.604752 21.399 1.15
60683.608418 21.397 1.19
60683.628599 20.825 0.783
60684.601091 21.369 0.963
60684.610833 22.977 4.059
60684.625473 21.119 0.709
60687.655231 20.365 0.75
60687.663783 20.755 1.207
60687.665726 19.406 0.333
60690.605632 20.704 1.195
60691.58655 20.448 0.921
60691.589384 21.977 3.382
60692.585437 20.2 0.552
60693.580991 21.725 2.339
60693.637384 22.105 2.882
60693.660022 20.6 0.79
60693.670031 20.322 0.73
60695.627326 21.904 2.113
60695.655667 21.053 1.172
60697.522015 22.259 4.308
60699.588508 22.338 3.297
60699.605267 21.733 1.578
60704.58312 21.242 1.145
60704.58588 21.229 1.273
60704.591229 20.359 0.65
60704.596318 19.765 0.407
60708.561652 20.692 0.566
60708.564439 20.527 0.532
60708.577883 21.662 1.604
60711.497975 20.652 0.723
60711.521886 20.985 0.915
