2021jbp 0.042 201.24156000000008 -24.180770000000006
filter ATgr
59311.453594 18.705 0.137
59311.488575 18.709 0.097
59311.4918 18.858 0.101
59311.498264 18.769 0.09
59315.399572 18.566 0.076
59315.401876 18.588 0.071
59315.437236 18.388 0.063
59315.443256 18.579 0.068
59319.389872 18.517 0.067
59319.393093 18.383 0.061
59319.396319 18.55 0.071
59319.402306 18.39 0.056
59337.443034 19.169 0.14
filter ATri
59305.541176 18.585 0.202
59307.498181 19.289 0.216
59307.520982 19.185 0.181
59321.38955 18.553 0.102
59321.39138 18.436 0.087
59321.394123 18.532 0.11
59321.399612 18.391 0.082
59323.382365 18.537 0.083
59323.38422 18.632 0.101
59323.386982 18.467 0.078
59323.39806 18.671 0.1
59327.415975 18.783 0.171
59327.447431 18.781 0.191
59327.455791 18.559 0.161
59351.375864 19.353 0.184
