2025afh 0.031 46.9535291 -4.2602372
filter ATgr
60695.080956 20.568 0.513
60695.09474 20.7 0.552
60696.305718 20.651 0.574
60696.316311 20.099 0.359
60699.041006 20.621 0.653
60699.046433 20.036 0.324
60700.295203 -18.231 0.742
60700.314435 19.388 0.851
60703.032206 19.206 0.304
60703.035481 19.462 0.299
60703.045439 19.284 0.227
60703.058221 19.066 0.169
60704.310602 18.737 0.924
60704.319938 14.841 0.374
60707.03658 18.575 0.09
60707.04022 18.601 0.091
60707.047037 18.64 0.091
60707.058422 18.586 0.076
60708.271654 18.57 0.134
60708.274852 18.669 0.146
60708.278075 18.466 0.127
60708.283567 18.771 0.164
60708.294108 18.584 0.116
filter ATri
60696.889128 -20.661 0.824
60696.926206 20.221 0.898
60698.281409 20.521 0.454
60698.285071 20.22 0.359
60698.290571 20.002 0.331
60698.302232 20.498 0.514
60700.79721 19.028 0.127
60700.800401 19.772 0.292
60700.806303 18.9 0.12
60700.820336 19.253 0.16
60704.785747 18.37 0.126
60704.789825 18.199 0.091
60704.795252 18.361 0.118
60704.813403 18.628 0.131
60712.259956 18.403 0.138
60712.263592 18.353 0.136
60712.271468 18.348 0.14
60712.281478 18.154 0.154
60714.223606 17.836 0.088
60714.226815 18.255 0.134
60714.246125 18.326 0.151
60714.260024 18.132 0.115
60715.025992 17.831 0.171
60715.02915 17.947 0.175
60715.036848 18.109 0.136
60715.054128 18.265 0.22
60716.28028 18.49 0.201
60716.28546 18.164 0.123
60716.293449 18.677 0.212
60716.296651 17.984 0.116
60716.772119 18.562 0.246
60716.775285 18.497 0.195
60716.782519 18.456 0.159
60716.793827 18.362 0.155
60718.331918 18.26 0.153
60718.335614 18.594 0.205
60718.341167 19.541 0.633
60718.353145 18.512 0.247
60719.061797 18.079 0.23
60719.066051 18.379 0.236
60719.072441 18.351 0.222
60719.089708 18.51 0.318
60720.262105 18.905 0.201
60720.265271 18.196 0.124
60720.270739 18.544 0.212
60720.282618 18.48 0.183
60720.798217 18.634 0.16
60720.806398 18.687 0.226
60720.80955 19.072 0.291
60720.824131 18.828 0.259
60723.063273 18.219 0.114
60723.074316 18.032 0.149
60723.079808 17.937 0.143
60723.080259 18.879 0.225
60723.083905 18.611 0.264
60723.084356 18.371 0.162
60723.091246 18.766 0.27
60724.257383 18.612 0.125
60724.260548 18.6 0.121
60724.27625 18.991 0.182
60724.282192 18.92 0.13
