2024vga 0.082 78.50236 -43.1466542857
filter ATgr
60696.131723 20.992 0.62
60696.146144 21.42 0.862
60700.118948 20.796 0.508
60700.128353 20.674 0.489
60704.132219 20.49 0.399
60708.112455 21.385 0.855
60708.117651 20.613 0.439
filter ATri
60697.858715 -20.609 0.493
60697.861899 19.946 0.365
60697.877848 -20.625 0.567
60701.862741 20.495 0.636
60701.883693 -20.606 0.821
60705.852235 21.197 0.867
60705.855009 20.264 0.352
60709.827949 20.868 0.703
60709.833457 21.015 0.87
60709.844375 -20.636 0.639
60712.076636 20.287 0.687
60712.086086 20.316 0.589
60713.836245 20.563 0.76
60713.841353 19.7 0.402
60716.101537 19.885 0.7
60720.073253 19.972 0.555
60720.084373 19.951 0.611
60721.837939 20.675 0.798
60723.899846 -19.021 0.544
