2024ppd 0.087 204.019 33.748581
filter ATgr
60709.532476 20.849 0.658
60709.536096 -21.024 0.847
60710.536961 -21.056 0.814
filter ATri
60695.566637 20.879 0.846
60696.627395 -20.666 0.6
60699.56971 20.563 0.51
60704.558637 20.737 0.575
60708.548446 -20.59 0.42
60711.472876 21.132 0.859
60712.527683 21.0 0.719
60712.531431 -20.922 0.732
60712.537804 21.036 0.696
60714.532172 19.215 0.878
60716.469595 20.295 0.983
60717.505879 -19.801 0.51
60717.509088 -19.901 0.63
60717.516521 -19.941 0.573
60718.508793 -20.36 0.973
60719.492305 -20.187 0.87
60722.514863 -20.092 0.582
60722.517617 19.669 0.348
60724.558424 20.814 0.676
60724.576601 20.959 0.868
