2019mrj 0.0762994511356253 236.67979 28.197914999999995
filter g
58697.203645799775 20.7645 0.3141783213157016
58708.15451390017 18.717224 0.10748537739033312
58711.15069440007 18.58563 0.11130668671133341
58714.151203699876 18.748737 0.0847631212863518
58718.15278939996 18.915634 0.08637625871961818
58724.17428239994 19.255976 0.1280549042601017
filter r
58697.1708217999 20.4437 0.3633156261914212
58700.17635420011 19.583714 0.17321915753788092
58705.16244209977 18.877659 0.1279401752001713
58711.276458300184 18.6712 0.12509961920200496
58718.14478009986 18.635775 0.09784166428411696
58724.157500000205 18.886515 0.13440227555641657
58737.175219899975 19.316086 0.20935167791335327
filter ATgr
58691.429115 20.5944517631652 0.5687189643980953
58699.385528 20.00924374808178 0.30159339021111115
58699.386912 19.894850021680092 0.29857745630900007
58699.391582 20.207196863200842 0.43429448190400005
58699.401884 19.287254899964356 0.2016367237411429
58703.316084 19.026524983387716 0.14639139839460674
58703.319075 19.115465369040706 0.1986102813585366
58703.327489 19.51031286081877 0.22857604310736843
58703.338539 18.97879262861516 0.1634441598563441
58707.381895 18.504093769761873 0.18095603412666666
58707.396504 19.026524983387716 0.4391741951838202
58707.399443 19.318727718234406 0.5269013934864706
58707.409576 18.37621246364342 0.29489131487308645
58723.326293 19.226920700672558 0.1467211087513514
58723.329991 19.197966019298022 0.14286002694210526
58723.33549 18.933070664334387 0.12312472425113404
58723.34665 18.967180366000754 0.11550385157021278
58727.240389 19.226920700672558 0.19073744137675677
58727.240846 19.43667541247308 0.1957884959403279
58727.246141 19.21234684152075 0.1302883445712
58727.256097 19.43667541247308 0.16019058758754098
58755.235943 20.647425010840045 0.5971549126180001
58755.23918 21.034679910804403 0.9306310326514287
58755.24513 20.495680409956016 0.5192651414069566
58755.255923 20.449471895720983 0.7238241365066667
filter ATri
58681.469248 nan 0.7711771173996262
58685.313869 nan 0.4441648110381819
58685.320443 20.823877696554312 0.7025351913152942
58689.43167 20.761818737241732 0.8444614925911113
58689.452457 nan 0.8969125169756522
58693.322489 nan 0.54286810238
58693.3365 nan 0.44927015369379314
58705.362576 18.836735336838075 0.22534147645962269
58705.366254 18.684100423313126 0.1957884959403279
58705.372882 18.910912013506124 0.25224174454020204
58705.382822 18.9 0.34743558552320003
58709.242258 18.955690986777878 0.22857604310736843
58709.253068 18.826540555786973 0.2435296160209346
58709.264385 18.550302283996906 0.6058093316414493
58709.271714 19.65257498915995 0.8685889638080001
58713.296703 18.86790693823707 0.2424459486357282
58713.299927 18.816440611282623 0.19100914713370373
58713.30514 18.75773787165882 0.20000403771894737
58713.317805 19.1697634932738 0.26447420372358976
58721.328653 18.9 0.22800460299960001
58721.331967 19.47286997089464 0.2392300112183051
58721.337159 19.183773187068795 0.18330611249194806
58721.350711 19.014393726401686 0.18095603412666666
58733.22208 19.287254899964356 0.760015343332
58735.238702 20.449471895720983 0.8143021535700001
58737.264282 19.76696871556164 0.3377845970364445
58737.274933 19.86804035820066 0.47666467526048784
58737.285129 19.287254899964356 0.325720861428
58745.251813 19.719755355160704 0.25410847345446813
58745.255498 20.647425010840045 0.5971549126180001
58745.261031 19.609991640913 0.20879542399230772
58745.272162 19.609991640913 0.20879542399230772
