2024yhg 0.016 31.631400000000014 29.997260000000015
filter ATgr
60608.447627 17.82 0.166
60608.455408 17.88 0.117
60615.413642 18.151 0.069
60615.41973 18.284 0.071
60615.422501 18.271 0.07
60615.433055 18.173 0.064
60616.403793 18.316 0.074
60616.41522 18.359 0.074
60616.41707 18.295 0.07
60616.418459 18.385 0.072
60616.419846 18.397 0.079
60616.424559 18.247 0.064
60616.425943 18.244 0.064
60616.461468 18.133 0.061
60638.381377 19.463 0.218
60638.403373 19.411 0.195
60641.370335 19.448 0.203
filter ATri
60603.486664 17.714 0.078
60603.495378 17.739 0.082
60603.498149 17.853 0.082
60603.508383 17.899 0.092
60603.6437 17.491 0.161
60605.466065 17.37 0.042
60605.484785 17.393 0.036
60605.487554 17.407 0.04
60605.497267 17.392 0.04
60606.453379 17.38 0.055
60606.456576 17.344 0.076
60606.462007 17.253 0.036
60606.47184 17.297 0.049
60607.471608 17.364 0.062
60607.474839 17.378 0.115
60607.481628 17.257 0.041
60607.493062 17.243 0.08
60613.44657 17.314 0.034
60613.449736 17.303 0.036
60613.459537 17.356 0.035
60613.491819 17.325 0.037
60617.40765 17.605 0.083
60617.408555 17.794 0.178
60617.441461 17.582 0.125
60617.442365 17.883 0.168
60617.4456 16.682 0.47
60617.451022 17.69 0.108
60620.486291 17.882 0.056
60620.489981 17.87 0.054
60620.503849 17.9 0.056
60620.510448 17.811 0.046
60625.393279 18.427 0.247
60625.395538 18.378 0.126
60625.398492 18.49 0.139
60625.401752 18.833 0.22
60625.404464 18.65 0.219
60625.439777 18.243 0.152
60626.433436 18.499 0.134
60626.436228 18.549 0.165
60626.441869 18.559 0.155
60632.497202 18.685 0.199
60633.41099 18.945 0.183
60633.414222 18.904 0.169
60634.425867 18.961 0.161
60634.431661 19.173 0.246
60634.435343 19.122 0.162
60634.454447 18.672 0.155
60635.420727 19.032 0.169
60635.423525 19.35 0.182
60635.442947 18.939 0.135
60635.454069 19.148 0.196
60648.384348 19.4 0.182
60651.432918 19.612 0.216
60652.358855 19.425 0.222
