2024hhr 0.05 202.548286 30.5323364
filter ATgr
60710.508181 21.279 0.865
60710.510973 22.845 4.176
60710.530081 20.98 0.68
filter ATri
60684.597389 21.254 0.849
60684.600146 21.983 1.833
60684.605288 20.389 0.392
60684.62405 22.069 1.674
60690.577485 19.281 0.357
60690.5825 20.678 1.205
60690.594451 21.338 2.012
60691.56411 21.46 2.012
60691.584241 20.519 0.838
60692.549781 20.3 0.734
60693.468318 21.212 2.387
60694.569106 21.395 1.781
60694.579389 21.191 1.253
60694.584852 20.885 1.07
60695.59338 21.165 1.066
60696.612347 20.985 1.241
60696.627395 20.633 0.596
60697.462816 19.326 1.695
60697.463403 20.606 0.847
60697.480752 19.833 1.776
60697.490161 20.342 0.736
60697.494897 18.356 1.474
60699.531893 19.966 0.343
60699.5606 21.019 0.941
60699.570167 21.385 1.136
60704.555803 21.474 1.305
60704.562862 21.534 1.117
60708.533689 20.438 0.428
60710.575882 21.332 1.19
60710.652732 21.173 0.929
60711.470541 20.815 0.647
60711.474931 21.759 1.64
60711.479049 20.856 0.802
