ra,dec,z,z_err,discdate,mjd,mag,dmag,flux,dflux,zp,filter
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60359.629409,20.908,0.76,16.0,12.0,23.9,c
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60363.593361,20.258,0.9,29.0,26.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60387.502037,20.824,0.898,17.0,15.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60388.464255,20.184,0.584,31.0,18.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60389.530048,18.445,0.984,152.0,150.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60390.5039,19.925,0.513,39.0,20.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60392.503408,19.994,0.651,36.0,24.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60392.508654,20.154,0.795,32.0,25.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60399.559477,20.575,0.785,21.0,17.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60401.547241,20.992,0.757,15.0,11.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60402.482739,21.703,0.83,8.0,6.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60402.497162,21.186,0.66,12.0,8.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60427.44557,20.612,0.897,21.0,18.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60439.432165,20.994,0.73,14.0,11.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60451.436438,18.69,0.64,121.0,78.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60453.444167,18.931,0.794,97.0,77.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60453.447561,20.43,0.905,24.0,22.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60453.45278,19.382,0.318,64.0,20.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60453.459169,19.053,0.23,87.0,20.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60455.446423,20.148,0.526,32.0,17.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60455.448237,19.267,0.251,71.0,18.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60455.451403,19.183,0.246,77.0,19.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60475.463773,19.685,0.195,48.0,9.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60477.413491,20.006,0.353,36.0,13.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60477.416397,19.758,0.298,45.0,14.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60477.42166,19.471,0.219,59.0,13.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60479.446343,19.292,0.217,70.0,15.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60479.449558,19.857,0.399,41.0,16.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60479.478072,19.678,0.321,49.0,16.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60481.417529,19.628,0.347,51.0,18.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60481.420765,19.878,0.426,41.0,17.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60481.426393,19.531,0.294,56.0,16.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60481.459647,19.749,0.398,46.0,18.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60483.444203,19.865,0.591,41.0,24.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60483.461056,19.522,0.46,56.0,26.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60485.40329,19.803,0.422,44.0,18.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60485.406581,19.971,0.469,37.0,18.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60485.412988,19.626,0.379,51.0,19.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60487.401755,20.059,0.342,34.0,12.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60487.40492,21.068,0.915,14.0,12.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60487.411269,20.741,0.663,18.0,12.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60487.421517,20.285,0.411,28.0,12.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60489.404816,20.293,0.298,28.0,8.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60489.413641,19.846,0.227,42.0,10.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60489.423854,19.975,0.29,37.0,11.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60491.388326,20.418,0.366,25.0,9.0,23.9,o
258.76195,46.04489,0.028000,None,2024-05-25 07:24:19.999,60491.399011,20.452,0.386,24.0,9.0,23.9,o
