ra,dec,z,z_err,discdate,mjd,mag,dmag,flux,dflux,zp,filter
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59136.592811,18.64907363720609,0.07755258605428572,126.0,9.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59136.599563,18.615141619232908,0.07516635263723077,130.0,9.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59136.601393,18.64907363720609,0.07755258605428572,126.0,9.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59136.611467,18.598565171985374,0.07402746850636364,132.0,9.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59140.564855,18.776954943324544,0.08724665931107144,112.0,9.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59140.565313,18.85741665175305,0.11483748319576924,104.0,11.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59140.570217,18.657724967479858,0.07817300674272,125.0,9.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59140.570675,19.076452685714266,0.17882713960752944,85.0,14.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59140.573879,18.9,0.1302883445712,100.0,12.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59140.574336,18.574165578762482,0.12063735608444445,135.0,15.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59140.581674,18.729535345634595,0.12063735608444445,117.0,13.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59140.584442,19.529529932484497,0.44592736981214287,56.0,23.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59144.491917,19.06375387189108,0.08837387713162792,86.0,7.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59144.499263,19.14227503252014,0.10857362047600001,80.0,8.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59144.500228,19.256668758921826,0.135717025595,72.0,9.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59144.507579,19.128787452803373,0.16084980811259258,81.0,12.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59144.511724,18.955690986777878,0.11428802155368421,95.0,10.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59144.512181,19.115465369040706,0.10592548339121953,82.0,8.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59144.514517,19.197966019298022,0.12857402424789474,76.0,9.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59144.521931,19.419020776254364,0.3677493596767742,62.0,21.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59148.545744,19.38455006504028,0.20357553839250003,64.0,12.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59148.547571,19.155932271773896,0.16492195515341773,79.0,12.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59148.550314,19.155932271773896,0.16492195515341773,79.0,12.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59148.575692,19.256668758921826,0.2412747121688889,72.0,16.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59168.643191,20.24400500525261,0.41183097421931036,29.0,11.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59168.646981,20.00924374808178,0.30159339021111115,36.0,10.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59168.649828,20.823877696554312,0.7664020268894118,17.0,12.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59168.653109,19.674509799928714,0.3102103442171429,49.0,14.0,23.9,c
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59094.603333,nan,0.9604589503646155,-26.0,23.0,23.9,o
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59094.624357,19.950541008457975,0.6857281293221053,38.0,24.0,23.9,o
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59096.59795,nan,0.5846271871784615,-26.0,14.0,23.9,o
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59096.633149,nan,0.5816443954071429,-56.0,30.0,23.9,o
90.533875,46.508561,0.05632411213490663,7.73258581081293e-06,2020-09-22 12:15:58.000,59102.597967,nan,0.7025351913152942,-17.0,11.0,23.9,o
