ra,dec,z,z_err,discdate,mjd,mag,dmag,flux,dflux,zp,filter
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59447.614849,20.066,0.825,34.0,28.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59461.615628,20.712,0.597,19.0,11.0,23.9,c
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59461.63339,19.812,0.407,43.0,18.0,23.9,c
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59463.612577,20.085,0.444,34.0,15.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59465.622459,20.823,0.655,17.0,11.0,23.9,c
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59465.6352,19.916,0.387,39.0,15.0,23.9,c
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59481.611468,19.686,0.413,48.0,20.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59487.588058,19.989,0.472,37.0,17.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59487.597729,19.48,0.313,59.0,18.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59487.598652,19.78,0.498,44.0,22.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59489.595314,19.835,0.337,42.0,14.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59489.621048,19.77,0.351,45.0,16.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59491.606261,19.708,0.343,48.0,16.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59491.62518,19.577,0.29,54.0,16.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59495.569454,19.347,0.404,66.0,27.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59495.575448,19.283,0.281,70.0,20.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59495.585488,19.302,0.311,69.0,22.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59503.527243,19.131,0.276,81.0,22.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59503.532768,19.017,0.247,90.0,22.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59503.53646,19.847,0.515,42.0,22.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59505.54433,19.005,0.208,91.0,19.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59505.547076,18.941,0.204,96.0,20.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59509.562646,19.127,0.255,81.0,21.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59509.565867,19.535,0.36,56.0,20.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59509.568621,19.458,0.379,60.0,23.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59509.573676,19.074,0.247,85.0,21.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59511.557794,17.677,0.34,308.0,105.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59511.56334,18.148,0.424,200.0,85.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59511.568877,18.924,0.702,98.0,69.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59513.554421,19.635,0.314,51.0,16.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59513.557206,19.542,0.279,55.0,16.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59513.561785,20.16,0.552,31.0,17.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59513.569122,19.517,0.285,57.0,16.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59515.539916,19.954,0.483,38.0,18.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59515.543609,19.574,0.373,54.0,20.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59515.54915,19.161,0.337,79.0,26.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59517.582619,20.757,0.756,18.0,14.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59517.619678,20.192,0.418,30.0,13.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59519.542251,19.267,0.216,71.0,15.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59519.544095,20.188,0.514,30.0,16.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59523.490127,20.415,0.66,25.0,16.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59525.580394,19.979,0.366,37.0,14.0,23.9,c
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59525.618821,20.558,0.729,22.0,16.0,23.9,c
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59527.528235,20.441,0.714,24.0,17.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59529.446398,20.497,0.482,23.0,11.0,23.9,c
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59529.451478,21.155,0.845,12.0,11.0,23.9,c
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59529.457104,20.468,0.452,24.0,11.0,23.9,c
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59531.517585,20.094,0.583,33.0,19.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59535.508489,19.012,0.748,90.0,68.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59537.490847,19.938,0.804,38.0,31.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59537.51287,19.628,0.603,51.0,31.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59541.495124,19.826,0.53,43.0,23.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59543.479582,20.767,0.988,18.0,18.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59545.481214,19.527,0.289,56.0,16.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59547.517547,19.243,0.31,73.0,23.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59547.521693,18.882,0.21,102.0,21.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59547.528607,19.671,0.426,49.0,21.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59547.550635,20.457,0.957,24.0,23.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59551.465746,19.996,0.497,36.0,18.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59559.445484,20.023,0.567,36.0,20.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59559.474939,19.823,0.352,43.0,15.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59563.358885,19.512,0.652,57.0,37.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59569.515138,18.923,0.783,98.0,77.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59585.474201,20.684,0.538,19.0,10.0,23.9,c
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59589.401993,20.456,0.799,24.0,19.0,23.9,o
90.9168,-26.66324,0.040400,None,2021-10-06 14:05:16.800,59591.910762,19.736,0.569,46.0,26.0,23.9,o
