ra,dec,z,z_err,discdate,mjd,mag,dmag,flux,dflux,zp,filter
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59455.285309,21.202046884880936,0.7238241365066667,12.0,8.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59460.285858,nan,0.651441722856,-15.0,9.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59460.289139,21.4,0.9771625842840002,10.0,9.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59464.273852,20.889700043360186,0.54286810238,16.0,8.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59464.283063,20.07130270739436,0.2554673422964706,34.0,8.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59464.296409,20.889700043360186,0.54286810238,16.0,8.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59467.237852,18.97879262861516,0.1050712456219355,93.0,9.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59467.253121,19.06375387189108,0.11362355631209305,86.0,9.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59467.25495,19.609991640913,0.18791588159307693,52.0,9.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59467.263768,19.183773187068795,0.1128037615335065,77.0,8.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59467.268933,19.256668758921826,0.1055576865738889,72.0,7.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59467.26939,19.27185412820231,0.15292059221971832,71.0,10.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59467.272592,19.318727718234406,0.15966708893529413,68.0,10.0,23.9,c
257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,59467.280977,20.761818737241732,0.6031867804222223,18.0,10.0,23.9,c
