mjd,filter,uJy,duJy
59313.542999,c,113.0,10.0
59313.545344,c,130.0,9.0
59313.548572,c,136.0,9.0
59313.580928,c,118.0,9.0
59317.530124,c,191.0,11.0
59317.532494,c,210.0,15.0
59317.53538,c,188.0,9.0
59317.540448,c,200.0,9.0
59321.529192,c,197.0,9.0
59321.531038,c,217.0,10.0
59321.556088,c,210.0,8.0
59321.570634,c,196.0,8.0
59343.542168,c,71.0,10.0
59343.567566,c,81.0,10.0
59343.59613,c,81.0,11.0
59343.621346,c,100.0,18.0
59347.543079,c,81.0,9.0
59347.546021,c,60.0,8.0
59347.552122,c,51.0,8.0
59347.584113,c,82.0,10.0
59351.426067,c,44.0,11.0
59351.428813,c,60.0,11.0
59351.432087,c,46.0,10.0
59351.437137,c,68.0,10.0
59293.576329,o,-11.0,10.0
59293.580014,o,-15.0,10.0
59293.587943,o,-5.0,11.0
59293.598961,o,-4.0,9.0
59297.579314,o,-2.0,12.0
59297.581315,o,-6.0,10.0
59297.583618,o,12.0,11.0
59297.586383,o,-12.0,9.0
59297.597746,o,-19.0,11.0
59297.604561,o,13.0,10.0
59297.624976,o,10.0,10.0
59299.577012,o,30.0,15.0
59299.586705,o,0.0,16.0
59299.612395,o,-4.0,12.0
59299.614225,o,8.0,15.0
59300.52477,o,17.0,204.0
59300.527075,o,315.0,306.0
59300.548779,o,77.0,74.0
59303.527424,o,-17.0,20.0
59303.534452,o,0.0,24.0
59303.536292,o,-17.0,19.0
59303.543192,o,12.0,16.0
59304.544998,o,76.0,30.0
59304.549774,o,125.0,152.0
59304.567026,o,52.0,20.0
59304.569792,o,-61.0,38.0
59305.577939,o,18.0,13.0
59305.579784,o,4.0,17.0
59305.590649,o,9.0,13.0
59305.595257,o,1.0,19.0
59309.559148,o,45.0,10.0
59309.564802,o,38.0,10.0
59309.574988,o,63.0,9.0
59309.576945,o,42.0,9.0
59319.522024,o,198.0,14.0
59319.528144,o,170.0,15.0
59319.531615,o,184.0,17.0
59319.537599,o,200.0,13.0
59323.496764,o,183.0,12.0
59323.502533,o,172.0,12.0
59323.5044,o,177.0,10.0
