mjd,filter,uJy,duJy
58603.377251,c,35.0,9.0
58603.391598,c,34.0,9.0
58603.399002,c,52.0,11.0
58603.411087,c,21.0,9.0
58607.375441,c,120.0,10.0
58607.377294,c,104.0,14.0
58607.390479,c,128.0,10.0
58607.39185,c,116.0,9.0
58607.393223,c,132.0,10.0
58607.397379,c,138.0,10.0
58607.398309,c,73.0,18.0
58607.410085,c,127.0,11.0
58611.359742,c,231.0,10.0
58611.362137,c,252.0,10.0
58611.367822,c,245.0,10.0
58611.384269,c,260.0,10.0
58635.305563,c,111.0,9.0
58635.308839,c,117.0,9.0
58635.314402,c,106.0,9.0
58635.328694,c,122.0,8.0
58639.269425,c,108.0,8.0
58639.274184,c,72.0,9.0
58639.288455,c,111.0,10.0
58639.298282,c,80.0,10.0
58667.258867,c,21.0,18.0
58667.261672,c,20.0,14.0
58667.267263,c,31.0,13.0
58667.276955,c,45.0,10.0
58589.366478,o,14.0,65.0
58589.383422,o,32.0,62.0
58589.392137,o,-28.0,63.0
58589.393526,o,-49.0,59.0
58591.435694,o,-20.0,33.0
58591.448807,o,24.0,34.0
58591.457612,o,-3.0,35.0
58591.468181,o,-73.0,39.0
58592.462659,o,67.0,66.0
58592.481388,o,9.0,81.0
58592.48231,o,-64.0,76.0
58592.500866,o,72.0,80.0
58593.422555,o,13.0,35.0
58593.433483,o,11.0,34.0
58593.444293,o,55.0,40.0
58593.45469,o,61.0,38.0
58595.376395,o,23.0,27.0
58595.384346,o,-8.0,15.0
58595.38623,o,16.0,15.0
58595.389259,o,-4.0,18.0
58595.400647,o,-28.0,16.0
58595.402487,o,14.0,14.0
58595.410723,o,5.0,16.0
58597.366856,o,1.0,10.0
58597.37883,o,14.0,12.0
58597.392557,o,7.0,13.0
58597.399103,o,-14.0,13.0
58599.372522,o,8.0,8.0
58599.380828,o,3.0,10.0
58599.39255,o,5.0,12.0
58599.400478,o,15.0,9.0
58605.358512,o,64.0,11.0
58605.368204,o,66.0,13.0
58605.379598,o,111.0,14.0
58605.384215,o,57.0,14.0
58609.347437,o,174.0,14.0
58609.356678,o,168.0,15.0
58609.357622,o,178.0,14.0
58609.366538,o,185.0,13.0
58609.366997,o,163.0,14.0
58609.37784,o,190.0,14.0
58609.3783,o,182.0,14.0
58609.386138,o,172.0,14.0
58613.307215,o,218.0,15.0
58613.3104,o,242.0,13.0
58613.317239,o,240.0,14.0
58613.329456,o,230.0,15.0
58615.356602,o,245.0,12.0
58615.368863,o,252.0,13.0
58615.37843,o,240.0,15.0
58615.387718,o,262.0,14.0
58615.427709,o,257.0,18.0
58615.439105,o,264.0,18.0
58615.449922,o,228.0,23.0
58619.343031,o,212.0,16.0
58619.345811,o,222.0,19.0
58619.351134,o,253.0,20.0
58619.366505,o,235.0,74.0
58623.283405,o,221.0,29.0
58623.293451,o,73.0,69.0
58623.304296,o,195.0,28.0
58623.311542,o,201.0,17.0
58625.325245,o,165.0,13.0
58625.328051,o,172.0,13.0
58627.34964,o,152.0,10.0
58627.352419,o,159.0,10.0
58627.35811,o,157.0,12.0
