mjd,filter,uJy,duJy
59048.40577,c,-8.0,9.0
59048.409917,c,-13.0,10.0
59048.417289,c,9.0,9.0
59048.450796,c,14.0,8.0
59072.313432,c,176.0,8.0
59072.316633,c,192.0,10.0
59072.323075,c,181.0,9.0
59072.335011,c,166.0,9.0
59076.325645,c,164.0,19.0
59076.328862,c,156.0,15.0
59076.336264,c,180.0,10.0
59076.348186,c,166.0,10.0
59080.294363,c,144.0,9.0
59080.297569,c,126.0,10.0
59080.303108,c,148.0,9.0
59080.313701,c,135.0,10.0
59084.334742,c,116.0,11.0
59084.338427,c,116.0,8.0
59084.344442,c,109.0,9.0
59084.354216,c,118.0,11.0
59100.31653,c,54.0,12.0
59100.320679,c,63.0,8.0
59100.333192,c,50.0,10.0
59100.341107,c,48.0,11.0
59104.292841,c,35.0,9.0
59104.297007,c,46.0,9.0
59104.302647,c,34.0,8.0
59104.313281,c,36.0,8.0
59108.295835,c,38.0,11.0
59108.299069,c,48.0,12.0
59108.30279,c,32.0,11.0
59108.305998,c,38.0,11.0
59108.316584,c,39.0,12.0
59112.247587,c,2170.0,1332.0
59112.249886,c,-38.0,47.0
59112.253098,c,38.0,26.0
59112.255969,c,-2.0,36.0
59112.270732,c,-22.0,167.0
59042.378051,o,-2.0,10.0
59042.38127,o,-8.0,13.0
59042.387732,o,-4.0,12.0
59042.40017,o,-22.0,16.0
59046.371921,o,10.0,22.0
59046.375143,o,-88.0,41.0
59046.380664,o,-28.0,25.0
59046.391282,o,-50.0,32.0
59050.364546,o,-8.0,8.0
59050.36777,o,-8.0,9.0
59050.373297,o,11.0,9.0
59050.383063,o,4.0,7.0
59054.344709,o,12.0,9.0
59054.347935,o,12.0,8.0
59054.353918,o,-4.0,10.0
59054.364525,o,7.0,9.0
59058.358763,o,47.0,14.0
59058.36199,o,38.0,12.0
59058.368448,o,34.0,12.0
59058.379499,o,14.0,12.0
59060.358161,o,53.0,16.0
59060.361858,o,59.0,16.0
59060.367427,o,69.0,18.0
59060.379843,o,59.0,17.0
59062.342814,o,100.0,15.0
59062.366016,o,77.0,15.0
59062.369245,o,82.0,15.0
59062.374791,o,57.0,17.0
59064.326834,o,102.0,24.0
59064.331063,o,160.0,22.0
59064.336608,o,83.0,21.0
59064.347615,o,91.0,21.0
59068.371821,o,110.0,18.0
59068.37503,o,144.0,17.0
59068.381126,o,130.0,16.0
59068.391248,o,137.0,16.0
59070.314596,o,148.0,10.0
59070.317822,o,146.0,10.0
59070.323368,o,163.0,11.0
59070.334416,o,150.0,10.0
59074.348878,o,152.0,10.0
59074.354071,o,155.0,10.0
59074.358216,o,147.0,9.0
59074.368006,o,164.0,9.0
59078.30299,o,154.0,10.0
59078.30671,o,137.0,11.0
59078.312261,o,146.0,11.0
59078.322448,o,147.0,10.0
59082.337587,o,107.0,14.0
59082.341734,o,130.0,14.0
59082.34727,o,118.0,12.0
59082.359846,o,128.0,12.0
59086.287396,o,112.0,12.0
59086.290621,o,100.0,12.0
59086.296671,o,67.0,12.0
59086.306844,o,113.0,12.0
59088.292642,o,100.0,12.0
59088.295862,o,70.0,14.0
59088.30137,o,85.0,12.0
59088.312861,o,75.0,12.0
59090.291106,o,104.0,15.0
59090.293892,o,62.0,14.0
59090.300002,o,80.0,15.0
59090.311074,o,77.0,14.0
59092.319348,o,106.0,17.0
59092.32257,o,110.0,16.0
59092.32929,o,73.0,18.0
59092.340431,o,87.0,18.0
59094.274281,o,170.0,35.0
59094.277549,o,89.0,38.0
59094.283113,o,9.0,27.0
59094.292911,o,85.0,26.0
59096.265862,o,102.0,16.0
59096.271372,o,76.0,17.0
59096.274577,o,138.0,15.0
59096.287469,o,89.0,15.0
59098.283567,o,76.0,9.0
59098.28679,o,82.0,12.0
59098.292343,o,62.0,10.0
59098.302733,o,80.0,13.0
59102.255001,o,56.0,10.0
59102.26201,o,78.0,10.0
59102.274022,o,59.0,11.0
59106.279332,o,72.0,10.0
59106.284465,o,56.0,9.0
59106.287693,o,59.0,12.0
59106.297868,o,54.0,10.0
59110.233203,o,69.0,12.0
59110.237845,o,53.0,22.0
59110.243374,o,32.0,32.0
59110.25364,o,31.0,18.0
59114.242566,o,27.0,16.0
59114.244874,o,36.0,9.0
59114.247643,o,39.0,11.0
59114.254135,o,47.0,9.0
59114.264734,o,35.0,9.0
59118.232062,o,26.0,20.0
59118.234366,o,28.0,14.0
59118.238101,o,21.0,11.0
59118.243674,o,46.0,11.0
59118.253817,o,34.0,13.0
59062.34887730004,ZTF_g,86.83075954601603,13.534756052067685
59062.36228010012,ZTF_g,94.75418488850504,11.972430278075558
59063.242638899945,ZTF_g,107.86138684532953,14.63140918605052
59064.205624999944,ZTF_g,118.40989608933505,18.271807761029706
59065.21284720022,ZTF_g,133.4254880311888,17.230250931113677
59065.21527779987,ZTF_g,134.4828177258847,12.57334319483685
59066.30466439994,ZTF_g,151.14507484769862,14.983315070910242
59068.20221060002,ZTF_g,160.1930240971803,11.493619328557047
59068.2209954001,ZTF_g,171.9199990169252,12.983239778883963
59070.2150347,ZTF_g,158.8858420666886,10.916343555697358
59071.21951390011,ZTF_g,156.07753591998934,10.044513389298775
59071.2489120001,ZTF_g,175.91804904710958,11.407454201202123
59072.21945599979,ZTF_g,160.81553504510785,10.801857789286458
59073.24675930012,ZTF_g,162.81724430509968,9.169032461071161
59074.2022338002,ZTF_g,156.92437224892697,12.656859723691797
59074.22052079998,ZTF_g,162.6743949136451,10.85312187861751
59075.20250000013,ZTF_g,147.78637615391133,11.504942690456847
59077.216053199954,ZTF_g,150.7044235063061,10.034355113507457
59079.17348380014,ZTF_g,113.78504877218683,9.863998947165216
59081.21310190018,ZTF_g,109.66155502941369,9.19952550621584
59085.26964120008,ZTF_g,82.29987962561384,8.7630814360979
59088.25314809987,ZTF_g,59.54975787328647,16.000299764125295
59093.158460599836,ZTF_g,42.41895838191949,12.808975977128028
59096.18248840002,ZTF_g,40.85827244507513,9.782882285614766
59097.200983799994,ZTF_g,31.63734278221377,11.216838259567664
59099.15824070014,ZTF_g,28.71573917611814,8.331308138004589
59099.18137730006,ZTF_g,21.978598727848187,5.870144442851556
59110.16082180012,ZTF_g,16.078295269833202,8.834427775815684
59059.16069439985,ZTF_r,55.739414183086524,10.666432136034691
59061.276782399975,ZTF_r,72.86839435309884,12.50264720374775
59062.23876160011,ZTF_r,87.81865877810009,10.615607400064231
59062.24017360015,ZTF_r,89.72188721903085,10.640095936916754
59063.28789350018,ZTF_r,106.7484554724119,10.232349090579742
59063.31892360002,ZTF_r,105.7642270944508,16.82730028670575
59063.3446411998,ZTF_r,98.93519178858615,11.786166268228882
59064.28857639991,ZTF_r,126.49553610943182,13.9158633767001
59064.33609949984,ZTF_r,105.12102817163765,18.029279161763405
