mjd,filter,uJy,duJy
58579.360304,c,16.0,10.0
58579.37535,c,12.0,10.0
58579.375807,c,16.0,10.0
58579.376265,c,0.0,8.0
58579.382822,c,-4.0,10.0
58579.383279,c,-14.0,8.0
58579.383737,c,13.0,10.0
58579.392532,c,2.0,9.0
58583.348917,c,2.0,13.0
58583.359825,c,2.0,13.0
58603.324863,c,254.0,13.0
58603.333881,c,252.0,12.0
58603.342912,c,247.0,13.0
58603.352165,c,245.0,14.0
58607.308678,c,270.0,13.0
58607.317798,c,256.0,12.0
58607.318256,c,257.0,13.0
58607.327082,c,281.0,15.0
58607.32754,c,237.0,13.0
58607.336119,c,265.0,14.0
58607.336576,c,287.0,16.0
58611.296627,c,187.0,11.0
58611.298629,c,169.0,12.0
58611.304417,c,157.0,10.0
58611.321881,c,198.0,13.0
58635.246201,c,83.0,38.0
58635.249446,c,42.0,19.0
58635.255045,c,54.0,15.0
58635.266189,c,20.0,13.0
58581.335801,o,-19.0,17.0
58581.346985,o,-2.0,15.0
58581.347906,o,25.0,15.0
58581.355518,o,-10.0,14.0
58581.356909,o,0.0,13.0
58581.36347,o,21.0,15.0
58581.36393,o,-8.0,13.0
58581.37355,o,-22.0,13.0
58589.330373,o,-35.0,46.0
58589.338674,o,-14.0,38.0
58589.347387,o,1.0,50.0
58589.358879,o,19.0,30.0
58591.348545,o,22.0,26.0
58591.357954,o,28.0,29.0
58591.367444,o,62.0,30.0
58591.376663,o,-12.0,31.0
58592.368161,o,6.0,66.0
58592.375935,o,-6.0,76.0
58592.383964,o,1.0,78.0
58592.391935,o,43.0,77.0
58592.397061,o,28.0,59.0
58592.404427,o,-7.0,65.0
58592.412278,o,17.0,56.0
58592.420476,o,-50.0,72.0
58593.327971,o,81.0,31.0
58593.338151,o,4.0,30.0
58593.341588,o,30.0,30.0
58593.348426,o,69.0,34.0
58593.351846,o,-36.0,32.0
58593.358761,o,6.0,38.0
58593.362273,o,65.0,27.0
58593.372457,o,46.0,32.0
58595.312417,o,66.0,13.0
58595.319779,o,76.0,16.0
58595.32911,o,101.0,17.0
58595.338197,o,71.0,16.0
58597.307368,o,104.0,15.0
58597.31423,o,115.0,15.0
58597.322287,o,114.0,14.0
58597.331243,o,143.0,14.0
58599.313724,o,189.0,12.0
58599.321456,o,221.0,14.0
58599.329869,o,194.0,20.0
58599.339246,o,201.0,16.0
58605.287324,o,304.0,16.0
58605.293539,o,287.0,16.0
58605.30022,o,309.0,14.0
58605.306998,o,298.0,16.0
58613.24609,o,241.0,19.0
58613.249502,o,207.0,19.0
58613.255516,o,180.0,17.0
58613.273946,o,210.0,18.0
58617.307097,o,151.0,26.0
58617.309907,o,167.0,28.0
58617.317346,o,103.0,28.0
58617.329494,o,204.0,31.0
58619.281692,o,140.0,17.0
58619.284496,o,116.0,17.0
58619.289615,o,132.0,23.0
58619.30033,o,134.0,22.0
58623.243817,o,-172.0,352.0
58623.246697,o,-622.0,408.0
58623.253991,o,123.0,112.0
58623.268935,o,272.0,215.0
58625.274492,o,48.0,15.0
58625.277309,o,79.0,20.0
58625.282381,o,52.0,15.0
58625.292201,o,48.0,16.0
58627.267601,o,44.0,13.0
58627.270404,o,68.0,10.0
58627.280182,o,82.0,12.0
58627.289834,o,93.0,12.0
58629.237357,o,55.0,38.0
58629.240169,o,52.0,28.0
58629.249706,o,29.0,18.0
58629.260512,o,24.0,18.0
58633.244643,o,47.0,32.0
58633.247867,o,116.0,28.0
58633.253409,o,54.0,24.0
58633.264093,o,48.0,34.0
58643.248555,o,17.0,40.0
58643.253642,o,-3.0,27.0
58643.256457,o,58.0,21.0
58643.26619,o,61.0,22.0
