mjd,filter,uJy,duJy
59789.550142,c,22.0,8.0
59789.551949,c,6.0,8.0
59789.555112,c,9.0,8.0
59789.564081,c,-1.0,8.0
59790.513527,c,14.0,8.0
59790.521167,c,-3.0,10.0
59790.522976,c,2.0,10.0
59790.53225,c,-10.0,9.0
59793.504943,c,1.0,8.0
59793.506749,c,-3.0,9.0
59793.50998,c,14.0,9.0
59793.528008,c,-6.0,9.0
59813.488922,c,98.0,11.0
59813.490729,c,80.0,10.0
59813.498434,c,71.0,10.0
59813.501748,c,108.0,13.0
59817.455687,c,92.0,9.0
59817.457714,c,101.0,11.0
59817.464546,c,98.0,10.0
59817.470487,c,113.0,9.0
59818.577598,c,106.0,9.0
59818.580413,c,81.0,9.0
59818.586813,c,85.0,8.0
59821.523059,c,83.0,10.0
59821.55902,c,94.0,10.0
59822.452611,c,92.0,10.0
59822.459518,c,91.0,10.0
59822.462229,c,82.0,9.0
59822.468104,c,93.0,10.0
59843.455699,c,40.0,10.0
59843.472077,c,46.0,9.0
59843.492172,c,23.0,5.0
59843.502751,c,35.0,4.0
59844.412352,c,14.0,8.0
59844.42873,c,26.0,8.0
59844.43723,c,15.0,8.0
59844.440927,c,34.0,8.0
59847.412478,c,25.0,8.0
59847.414787,c,18.0,8.0
59847.43986,c,8.0,8.0
59847.457394,c,38.0,8.0
59848.484697,c,32.0,9.0
59848.487485,c,17.0,8.0
59848.52296,c,32.0,9.0
59848.531005,c,18.0,8.0
59851.429988,c,15.0,7.0
59851.434187,c,17.0,7.0
59851.447992,c,22.0,7.0
59851.453105,c,21.0,8.0
59852.459574,c,16.0,8.0
59852.487997,c,19.0,8.0
59852.49399,c,21.0,7.0
59852.498192,c,32.0,9.0
59788.509437,o,18.0,12.0
59788.511715,o,17.0,12.0
59788.516726,o,9.0,11.0
59788.523131,o,-23.0,10.0
59791.503746,o,-12.0,12.0
59791.505569,o,116.0,13.0
59791.508757,o,-18.0,12.0
59791.517155,o,-23.0,11.0
59792.507797,o,12.0,14.0
59792.510592,o,-8.0,14.0
59792.513777,o,0.0,15.0
59792.521756,o,-8.0,14.0
59796.494189,o,-10.0,11.0
59796.497375,o,-13.0,13.0
59796.503093,o,-34.0,12.0
59796.520638,o,-11.0,13.0
59799.512226,o,3.0,14.0
59799.514105,o,-20.0,14.0
59799.516834,o,-3.0,14.0
