mjd,filter,uJy,duJy
58606.486404,c,-50.0,22.0
58610.479898,c,10.0,7.0
58610.489233,c,4.0,9.0
58610.49858,c,16.0,6.0
58610.507969,c,26.0,9.0
58634.387736,c,73.0,9.0
58634.390486,c,79.0,9.0
58634.396116,c,61.0,8.0
58634.410069,c,68.0,8.0
58642.38089,c,32.0,9.0
58642.383635,c,42.0,9.0
58642.390167,c,34.0,8.0
58642.400098,c,36.0,10.0
58666.352593,c,-10.0,7.0
58666.355415,c,14.0,8.0
58666.360998,c,8.0,9.0
58666.370788,c,12.0,8.0
58596.49246,o,22.0,23.0
58596.50153,o,15.0,21.0
58596.511208,o,21.0,20.0
58596.520232,o,5.0,20.0
58598.461598,o,3.0,15.0
58598.463248,o,22.0,12.0
58598.500399,o,15.0,17.0
58598.502957,o,-8.0,16.0
58598.544803,o,12.0,17.0
58598.548682,o,14.0,14.0
58598.60031,o,33.0,20.0
58598.605484,o,33.0,18.0
58600.48057,o,-3.0,11.0
58600.489411,o,23.0,12.0
58600.497653,o,8.0,12.0
58600.506446,o,-7.0,11.0
58604.476902,o,4.0,14.0
58604.485694,o,32.0,12.0
58604.495121,o,14.0,12.0
58604.503999,o,-32.0,13.0
58612.447543,o,30.0,14.0
58612.449386,o,38.0,14.0
58612.457693,o,19.0,16.0
58612.477612,o,29.0,16.0
58613.47196,o,23.0,12.0
58613.481078,o,62.0,13.0
58613.496375,o,34.0,10.0
58613.497823,o,52.0,11.0
58613.498737,o,60.0,10.0
58613.506631,o,42.0,12.0
58613.509398,o,19.0,14.0
58613.510771,o,48.0,9.0
58613.515835,o,57.0,12.0
58614.441622,o,41.0,11.0
58614.456339,o,41.0,9.0
58614.466936,o,49.0,8.0
58614.470202,o,54.0,10.0
58618.361933,o,71.0,13.0
58618.365192,o,90.0,16.0
58618.372276,o,69.0,15.0
58618.38179,o,86.0,14.0
58624.459672,o,40.0,24.0
58624.461975,o,107.0,23.0
58624.462437,o,67.0,26.0
58624.464766,o,42.0,20.0
58624.467548,o,92.0,23.0
58624.470771,o,54.0,22.0
58624.477335,o,69.0,21.0
58624.481039,o,65.0,26.0
58626.469785,o,76.0,14.0
58626.472703,o,110.0,12.0
58626.477926,o,106.0,13.0
58626.487534,o,102.0,14.0
58628.382681,o,82.0,16.0
58628.384523,o,90.0,12.0
58628.400471,o,76.0,13.0
58628.407173,o,80.0,16.0
58630.387397,o,76.0,10.0
58630.390202,o,31.0,11.0
58630.395394,o,85.0,12.0
58630.411537,o,64.0,10.0
58632.412746,o,78.0,13.0
58632.41597,o,64.0,12.0
58632.421128,o,65.0,12.0
58632.435015,o,57.0,12.0
58636.386055,o,59.0,13.0
58636.388828,o,48.0,14.0
58636.394416,o,62.0,13.0
58636.41015,o,54.0,16.0
58644.34725,o,56.0,15.0
58644.350495,o,68.0,14.0
58644.360213,o,31.0,15.0
58644.37312,o,58.0,14.0
58646.266304,o,60.0,22.0
58646.27588,o,26.0,20.0
58646.279764,o,59.0,20.0
58646.293195,o,24.0,19.0
