mjd,filter,uJy,duJy
59878.206984,c,8.0,9.0
59878.210677,c,-31.0,8.0
59878.216417,c,-18.0,9.0
59878.226615,c,-19.0,8.0
59881.208096,c,-30.0,8.0
59881.21107,c,-12.0,8.0
59881.217497,c,2.0,8.0
59881.227473,c,-18.0,8.0
59898.843148,c,52.0,9.0
59898.844499,c,63.0,8.0
59898.847298,c,61.0,9.0
59898.852464,c,72.0,9.0
59899.917394,c,47.0,7.0
59899.920171,c,104.0,10.0
59899.925146,c,102.0,8.0
59902.919285,c,170.0,9.0
59902.938982,c,170.0,9.0
59903.84196,c,196.0,8.0
59903.843761,c,190.0,9.0
59903.907332,c,189.0,10.0
59906.894982,c,262.0,9.0
59906.898604,c,248.0,10.0
59906.936259,c,268.0,10.0
59907.902769,c,275.0,10.0
59907.906381,c,275.0,9.0
59907.923069,c,259.0,10.0
59910.888955,c,293.0,9.0
59910.892558,c,265.0,9.0
59910.898432,c,285.0,9.0
59929.127363,c,140.0,9.0
59929.130989,c,120.0,9.0
59929.136462,c,139.0,9.0
59929.147391,c,122.0,9.0
59930.117074,c,124.0,9.0
59930.121317,c,135.0,9.0
59930.126985,c,112.0,8.0
59930.141985,c,90.0,10.0
59934.127786,c,88.0,9.0
59934.130976,c,88.0,8.0
59934.136384,c,112.0,8.0
59934.149704,c,117.0,9.0
59938.07153,c,55.0,9.0
59938.075133,c,69.0,9.0
59938.08108,c,87.0,10.0
59878.876226,o,-18.0,12.0
59878.974087,o,-12.0,12.0
59878.992405,o,-38.0,12.0
59879.006332,o,-13.0,10.0
59879.866034,o,-42.0,14.0
59879.869199,o,-18.0,13.0
59879.872452,o,0.0,12.0
59879.906176,o,-5.0,11.0
59882.143961,o,-31.0,13.0
59882.145816,o,-20.0,16.0
59882.155494,o,-12.0,13.0
59882.158794,o,-49.0,13.0
59882.889402,o,-49.0,23.0
59882.892557,o,-1339.0,357.0
59883.006161,o,-1.0,15.0
59883.011452,o,-18.0,13.0
59883.958863,o,-38.0,14.0
59883.96202,o,-29.0,12.0
59883.967458,o,-32.0,19.0
59883.993148,o,3.0,12.0
59885.130804,o,-6.0,19.0
59885.133956,o,-39.0,22.0
59885.139246,o,-81.0,19.0
59885.14465,o,-17.0,19.0
59886.21106,o,-23.0,17.0
59886.226864,o,5.0,13.0
59886.229635,o,-9.0,16.0
59886.234348,o,-80.0,14.0
59887.846203,o,207.0,598.0
59887.849373,o,-34.0,24.0
59889.172372,o,143.0,37.0
59889.209002,o,92.0,39.0
59889.212837,o,-43.0,26.0
59889.21493,o,-77.0,52.0
59889.21628,o,-34.0,24.0
59889.222688,o,-14.0,29.0
59889.255276,o,-13.0,28.0
59890.868898,o,-55.0,28.0
59890.871669,o,-52.0,30.0
59890.874394,o,-60.0,24.0
59890.879812,o,-48.0,29.0
59890.909797,o,-64.0,37.0
59890.945312,o,-18.0,43.0
59890.972337,o,2.0,38.0
59890.997442,o,-59.0,39.0
59891.952496,o,-244.0,169.0
59891.962267,o,-79.0,40.0
59893.203444,o,100.0,38.0
59894.176182,o,143.0,39.0
59894.178884,o,132.0,69.0
59894.180986,o,-6.0,73.0
59894.190698,o,79.0,76.0
59894.192135,o,97.0,116.0
59894.195288,o,-133.0,141.0
59894.196188,o,58.0,118.0
59894.200607,o,-161.0,124.0
59894.921273,o,-22.0,16.0
59894.930315,o,-12.0,17.0
59894.933272,o,6.0,18.0
59894.938709,o,4.0,18.0
59894.941416,o,-89.0,19.0
59894.943218,o,19.0,17.0
59894.946825,o,-41.0,18.0
59894.957568,o,-14.0,20.0
59895.840239,o,-54.0,22.0
59895.842985,o,-31.0,14.0
59895.845694,o,33.0,16.0
59895.850729,o,27.0,13.0
59897.181489,o,42.0,11.0
59897.185092,o,-16.0,12.0
59897.190504,o,38.0,12.0
59897.199938,o,73.0,16.0
59898.124665,o,82.0,12.0
59898.126017,o,60.0,10.0
59898.128719,o,10.0,13.0
59898.133677,o,50.0,10.0
59901.155115,o,149.0,11.0
59901.158269,o,100.0,11.0
59901.167973,o,135.0,12.0
59902.211512,o,165.0,15.0
59902.215251,o,157.0,17.0
59902.22051,o,138.0,13.0
59905.175379,o,164.0,11.0
59905.178536,o,164.0,10.0
59905.185683,o,181.0,12.0
59906.154661,o,198.0,13.0
59906.158264,o,192.0,11.0
59906.176579,o,172.0,10.0
59909.1926,o,236.0,12.0
59909.221447,o,196.0,11.0
59910.158795,o,208.0,11.0
59910.167725,o,154.0,11.0
59911.893905,o,12.0,335.0
59911.897401,o,224.0,20.0
59911.902831,o,175.0,15.0
59913.142878,o,241.0,13.0
59913.146032,o,220.0,14.0
59913.151888,o,211.0,12.0
59913.161756,o,191.0,13.0
59914.151224,o,201.0,15.0
59914.155464,o,212.0,13.0
59914.160933,o,240.0,13.0
59914.191808,o,229.0,12.0
59914.795447,o,213.0,16.0
59914.798607,o,206.0,17.0
59914.801348,o,219.0,16.0
59914.808915,o,182.0,16.0
59915.883193,o,193.0,17.0
59915.90219,o,223.0,22.0
59915.905345,o,167.0,20.0
59915.911256,o,157.0,17.0
59917.102568,o,180.0,22.0
59917.106448,o,165.0,23.0
59917.113366,o,148.0,22.0
59917.146214,o,181.0,19.0
59918.146025,o,147.0,20.0
59918.148918,o,176.0,23.0
59918.154323,o,230.0,20.0
59918.169772,o,256.0,22.0
59918.896869,o,146.0,166.0
59919.837838,o,178.0,23.0
59919.840998,o,150.0,23.0
59919.851211,o,160.0,25.0
59919.853013,o,135.0,22.0
59919.856469,o,121.0,26.0
59919.857371,o,148.0,21.0
59919.86209,o,172.0,20.0
59919.897383,o,228.0,27.0
59921.146702,o,154.0,24.0
59921.150305,o,190.0,42.0
59921.157151,o,70.0,28.0
59921.171693,o,191.0,29.0
59922.090477,o,182.0,30.0
59922.106864,o,171.0,22.0
