mjd,filter,uJy,duJy
59254.596332,c,1.0,13.0
59254.599103,c,-5.0,7.0
59254.603306,c,7.0,7.0
59254.612435,c,-9.0,8.0
59256.544386,c,1.0,7.0
59256.546219,c,8.0,8.0
59256.550823,c,20.0,7.0
59256.559093,c,4.0,8.0
59258.591732,c,-7.0,8.0
59258.594039,c,18.0,9.0
59258.59681,c,-1.0,9.0
59258.603262,c,0.0,9.0
59262.515676,c,18.0,7.0
59262.517519,c,-1.0,8.0
59262.52306,c,24.0,8.0
59262.531369,c,28.0,8.0
59288.531468,c,197.0,11.0
59288.533296,c,196.0,10.0
59288.536497,c,202.0,11.0
59288.548475,c,169.0,11.0
59292.459472,c,160.0,10.0
59292.462673,c,154.0,9.0
59292.466844,c,128.0,8.0
59292.468215,c,-23.0,39.0
59292.47327,c,152.0,9.0
59292.649611,c,147.0,17.0
59310.449546,c,51.0,7.0
59310.451851,c,42.0,7.0
59310.455624,c,59.0,7.0
59310.464868,c,55.0,7.0
59310.471824,c,47.0,10.0
59314.459113,c,39.0,8.0
59314.460957,c,53.0,7.0
59314.464643,c,45.0,7.0
59314.486046,c,36.0,7.0
59318.449322,c,43.0,8.0
59318.451166,c,42.0,9.0
59318.454865,c,27.0,9.0
59318.459966,c,36.0,9.0
59322.421054,c,48.0,7.0
59322.422897,c,38.0,8.0
59322.428427,c,43.0,8.0
59322.433511,c,40.0,8.0
59244.601249,o,-22.0,22.0
59244.604016,o,23.0,24.0
59244.60677,o,22.0,22.0
59244.620875,o,-22.0,21.0
59246.601479,o,-17.0,11.0
59246.604706,o,25.0,11.0
59246.608397,o,17.0,14.0
59246.618994,o,6.0,12.0
59250.645058,o,25.0,10.0
59250.649221,o,8.0,8.0
59250.659112,o,-6.0,8.0
59250.66559,o,6.0,10.0
59252.618204,o,-1.0,9.0
59252.620032,o,0.0,9.0
59252.624152,o,9.0,9.0
59252.636086,o,4.0,8.0
59270.504866,o,242.0,18.0
59270.507685,o,208.0,16.0
59270.510914,o,220.0,17.0
59270.515983,o,222.0,14.0
59278.541059,o,472.0,22.0
59278.543367,o,292.0,41.0
59278.546127,o,219.0,52.0
59278.562734,o,209.0,68.0
59286.491582,o,342.0,157.0
59290.640447,o,138.0,9.0
59290.643779,o,147.0,10.0
59290.647112,o,152.0,10.0
59290.650272,o,173.0,12.0
59290.653502,o,160.0,18.0
59294.593103,o,126.0,9.0
59294.62335,o,145.0,9.0
59298.493746,o,113.0,22.0
59298.49559,o,172.0,26.0
59298.498373,o,185.0,38.0
59298.505285,o,184.0,21.0
59300.488792,o,122.0,30.0
59300.514893,o,692.0,383.0
59300.518096,o,60.0,81.0
59300.52359,o,192.0,72.0
59304.454541,o,114.0,15.0
59304.457287,o,124.0,16.0
59304.460952,o,110.0,17.0
59304.470112,o,73.0,30.0
59306.555567,o,134.0,14.0
59306.558791,o,95.0,13.0
59306.565302,o,109.0,12.0
59306.578212,o,101.0,14.0
59320.437318,o,41.0,11.0
59320.439147,o,73.0,14.0
59320.44235,o,17.0,12.0
59320.451044,o,41.0,13.0
59264.40280089993,ZTF_g,42.792139434458264,7.107823151755068
59266.49809029978,ZTF_g,94.70863994295401,10.909149607042535
59268.49907410005,ZTF_g,155.85430398099317,11.176564790714801
59270.43718749983,ZTF_g,225.75012528141792,13.51640823741848
59272.43717590021,ZTF_g,263.4115415857119,19.855661205280636
59280.41305560013,ZTF_g,298.55750998531647,17.30517880788757
59291.28042820003,ZTF_g,116.95220113622852,9.928196783148396
59297.30760420021,ZTF_g,68.85888720446448,13.436065504255893
59300.34916670015,ZTF_g,57.11629131519906,14.282687447678473
59307.33065970009,ZTF_g,23.274480711415944,5.961118530760698
59309.32304400019,ZTF_g,24.696761061131845,6.069193904618752
59313.26753470022,ZTF_g,23.129167432486962,7.293801924477324
59323.30619210005,ZTF_g,21.74302674194686,7.044105310496461
59264.52085650014,ZTF_r,49.65035979616052,5.943707442096839
59266.391296300106,ZTF_r,90.21500966807349,9.70928421666679
59268.46668979991,ZTF_r,160.6063824427917,8.80569340260381
59270.36725689983,ZTF_r,245.4706654815603,14.851262468855243
59274.434456000105,ZTF_r,303.5369738077934,19.010205263545124
59276.408194399904,ZTF_r,323.89839800226565,14.387786729958702
59280.43489579996,ZTF_r,325.02143243617456,11.881577311527987
59291.36693290016,ZTF_r,165.761016001108,11.538424045982506
59293.26238430012,ZTF_r,156.83637652300598,12.331845169578042
59297.28295140015,ZTF_r,144.02265078716738,12.571388959363148
59300.43748839991,ZTF_r,151.67835152223202,13.683706847332383
59302.43510420015,ZTF_r,129.9331597890349,9.793475153154906
59305.343229200225,ZTF_r,117.88333124359771,12.625254661398802
59307.34658560017,ZTF_r,88.32922094105749,5.724263568371681
59309.40239580022,ZTF_r,81.5914779459765,7.159166645988787
59311.32129629981,ZTF_r,66.64660021061394,6.078146275747282
59313.34960650001,ZTF_r,63.340749792151136,6.287473660844382
59315.3439468001,ZTF_r,56.32743823181172,7.157046644201724
59317.41245369986,ZTF_r,49.54889800747399,5.83352137626997
59321.4109259001,ZTF_r,43.079435123199744,6.108807664645676
59323.37168980017,ZTF_r,45.04892169171081,6.915971143759789
59325.30729170004,ZTF_r,41.8221928205484,6.7662445331208065
