mjd,filter,uJy,duJy
59788.53615,c,-1.0,10.0
59788.537957,c,-22.0,11.0
59788.541124,c,-32.0,10.0
59788.546557,c,9.0,10.0
59792.586226,c,8.0,12.0
59792.591818,c,12.0,11.0
59792.595039,c,-1.0,10.0
59792.618056,c,7.0,11.0
59796.56192,c,-16.0,9.0
59796.595131,c,25.0,8.0
59796.598296,c,8.0,8.0
59796.620522,c,11.0,10.0
59815.197577,c,174.0,9.0
59815.22435,c,158.0,10.0
59815.227505,c,187.0,9.0
59815.232946,c,172.0,10.0
59819.213663,c,191.0,10.0
59819.216597,c,185.0,10.0
59819.222479,c,168.0,8.0
59819.227882,c,189.0,10.0
59820.519614,c,183.0,11.0
59820.546864,c,179.0,11.0
59823.283633,c,166.0,10.0
59823.286788,c,149.0,12.0
59823.292652,c,164.0,11.0
59823.322395,c,158.0,12.0
59824.451442,c,162.0,11.0
59824.453251,c,166.0,10.0
59824.456414,c,143.0,10.0
59824.480274,c,142.0,10.0
59839.214742,c,-68.0,136.0
59842.44372,c,53.0,11.0
59842.470582,c,63.0,10.0
59842.48675,c,59.0,11.0
59842.489582,c,82.0,12.0
59846.442626,c,-575.0,346.0
59846.495485,c,655.0,372.0
59850.510625,c,34.0,9.0
59850.513396,c,23.0,8.0
59850.518674,c,19.0,10.0
59854.406743,c,35.0,8.0
59854.409543,c,20.0,9.0
59854.414643,c,9.0,8.0
59854.449879,c,51.0,9.0
59794.574246,o,18.0,13.0
59794.588049,o,-22.0,12.0
59794.591241,o,-25.0,12.0
59794.60328,o,17.0,14.0
59800.406696,o,17.0,25.0
59800.416568,o,7.0,23.0
59800.41928,o,42.0,26.0
59800.428202,o,-65.0,26.0
59802.476351,o,29.0,375.0
59802.485189,o,-114.0,529.0
59808.440716,o,89.0,16.0
59808.442524,o,65.0,16.0
59808.477765,o,81.0,17.0
59808.483665,o,89.0,17.0
59810.553337,o,82.0,15.0
59810.588816,o,94.0,14.0
59810.604762,o,88.0,14.0
59810.607964,o,132.0,13.0
59812.478169,o,117.0,15.0
59812.479978,o,146.0,14.0
59812.484499,o,134.0,14.0
59812.489939,o,120.0,14.0
59814.432135,o,124.0,14.0
59814.433954,o,106.0,14.0
59814.437144,o,131.0,15.0
59814.447224,o,87.0,13.0
59818.456549,o,149.0,15.0
59818.459738,o,131.0,13.0
59818.462573,o,140.0,13.0
59822.505179,o,103.0,12.0
59822.531533,o,116.0,14.0
59822.534753,o,101.0,13.0
59822.562971,o,118.0,14.0
59824.966511,o,136.0,11.0
59824.969666,o,100.0,10.0
59824.97508,o,134.0,10.0
59825.010624,o,128.0,11.0
59826.517018,o,127.0,13.0
59826.521135,o,99.0,15.0
59826.526747,o,54.0,14.0
59826.562178,o,62.0,13.0
59827.184727,o,90.0,13.0
59827.189244,o,118.0,14.0
59827.191971,o,124.0,13.0
59827.201433,o,88.0,15.0
59828.992337,o,141.0,19.0
59829.020755,o,88.0,20.0
59829.070565,o,125.0,20.0
59830.379477,o,57.0,26.0
59830.38221,o,135.0,26.0
59830.385421,o,83.0,23.0
59830.392257,o,56.0,28.0
59836.535059,o,48.0,18.0
59836.538504,o,90.0,18.0
59836.543909,o,17.0,20.0
59836.555719,o,83.0,20.0
59836.971365,o,27.0,18.0
59836.974976,o,83.0,20.0
59836.981751,o,46.0,19.0
59836.995237,o,54.0,21.0
59838.386318,o,78.0,14.0
59838.393363,o,4.0,16.0
59838.422786,o,42.0,13.0
59838.425555,o,52.0,15.0
59840.452919,o,52.0,11.0
59840.456088,o,75.0,12.0
59840.461989,o,33.0,12.0
59840.471961,o,54.0,11.0
59843.231502,o,52.0,12.0
59843.234206,o,61.0,12.0
59843.239164,o,67.0,12.0
59844.51062,o,4.0,14.0
59844.513785,o,17.0,13.0
59844.519362,o,78.0,13.0
59844.554546,o,22.0,13.0
59848.376003,o,46.0,12.0
59848.378754,o,48.0,10.0
59848.381918,o,16.0,12.0
59848.387345,o,52.0,11.0
59855.188358,o,32.0,16.0
59855.216765,o,14.0,12.0
59855.222173,o,39.0,15.0
59855.225324,o,28.0,16.0
59856.8481,o,6.0,17.0
59856.84993,o,76.0,17.0
59856.85311,o,31.0,16.0
59856.858536,o,60.0,19.0
59858.387149,o,32.0,20.0
59858.389949,o,22.0,18.0
59858.397376,o,49.0,16.0
59858.432643,o,-6.0,19.0
59863.194437,o,35.0,35.0
59863.20538,o,-16.0,46.0
59863.208984,o,-90.0,41.0
59863.21439,o,16.0,48.0
59864.387846,o,47.0,15.0
59864.391016,o,6.0,19.0
59864.397373,o,9.0,20.0
59864.407345,o,15.0,20.0
59866.411052,o,36.0,25.0
59866.414281,o,0.0,12.0
59866.421751,o,7.0,12.0
59866.439071,o,28.0,18.0
59807.39765049983,ZTF_g,79.58829481301446,10.939980802726014
59812.31039350014,ZTF_g,155.53180064370412,10.579802641713371
59814.42179400008,ZTF_g,176.81210720500425,9.43753194678919
59816.43452550005,ZTF_g,180.68196289130339,9.376874012253879
59821.37621530006,ZTF_g,176.37620749076453,8.71437236777235
59824.35296300007,ZTF_g,144.15469779845725,8.36703997060425
59826.33762730006,ZTF_g,130.65607273181053,7.384942919947024
59829.40097220009,ZTF_g,107.3432647913781,7.655653687957138
59839.31149310013,ZTF_g,45.30494421660645,5.82378280423152
59841.277349499986,ZTF_g,42.811535033008276,5.378087887610452
59841.3285069,ZTF_g,38.60688838264291,5.30207740047704
59843.319016200025,ZTF_g,32.764745581101835,4.420672783631562
59810.42143520014,ZTF_r,118.56486195810972,8.725294412754208
59812.342731500044,ZTF_r,134.40604443174735,7.691016343222429
59814.39893520018,ZTF_r,153.52616442866972,6.560819757391881
59816.37932869978,ZTF_r,162.58092869438494,8.930565780740729
59821.3368981001,ZTF_r,166.51110389435274,8.35376829789562
59824.37416670006,ZTF_r,150.03231137717995,7.587142202138128
59826.29688660009,ZTF_r,141.74103510551052,10.241466274431716
59829.42083329987,ZTF_r,125.26403584602802,7.87387749216963
59843.29910880001,ZTF_r,70.5207950691633,6.935388755969128
59845.30064810021,ZTF_r,71.36301661595891,4.477612688527509
59850.27337960014,ZTF_r,55.16372693376335,5.974188094294946
59852.27442129981,ZTF_r,53.75929936462378,6.598155737947476
59854.29173609987,ZTF_r,41.78753948834875,4.776611414009219
59864.26724540023,ZTF_r,45.94315334178292,7.464498021181935
