mjd,filter,uJy,duJy
58969.585357,c,-1.0,16.0
58969.589986,c,1.0,12.0
58969.595941,c,16.0,14.0
58969.600074,c,3.0,12.0
58969.613436,c,19.0,11.0
58969.622693,c,21.0,17.0
58969.628672,c,-23.0,49.0
58989.582783,c,83.0,10.0
58989.586938,c,82.0,10.0
58989.605332,c,67.0,10.0
58989.615917,c,82.0,16.0
58997.564768,c,153.0,10.0
58997.567055,c,133.0,10.0
58997.569843,c,126.0,9.0
58997.589876,c,142.0,10.0
59001.56138,c,116.0,10.0
59001.563208,c,144.0,10.0
59001.565955,c,113.0,9.0
59001.580491,c,108.0,9.0
59017.525186,c,36.0,10.0
59017.527016,c,46.0,10.0
59017.53731,c,58.0,10.0
59017.543751,c,41.0,10.0
59021.523592,c,59.0,26.0
59021.525421,c,42.0,20.0
59021.535596,c,21.0,11.0
59021.541104,c,31.0,14.0
59029.557424,c,24.0,8.0
59029.562958,c,27.0,11.0
59029.597472,c,39.0,11.0
59029.600737,c,36.0,9.0
59049.495221,c,29.0,12.0
59049.498885,c,22.0,12.0
59049.534156,c,0.0,12.0
59049.540625,c,34.0,11.0
58971.596613,o,4.0,15.0
58971.613757,o,-8.0,17.0
58971.617896,o,-9.0,14.0
58973.596353,o,9.0,12.0
58973.604166,o,20.0,16.0
58973.6083,o,9.0,13.0
58973.625288,o,32.0,28.0
58979.565545,o,26.0,68.0
58979.568768,o,-49.0,46.0
58979.574313,o,45.0,46.0
58979.587661,o,-166.0,101.0
58983.578853,o,18.0,18.0
58983.584863,o,26.0,19.0
58983.603361,o,19.0,15.0
58983.613592,o,29.0,17.0
58985.570837,o,24.0,13.0
58985.574998,o,39.0,13.0
58985.582299,o,-4.0,12.0
58985.600392,o,28.0,14.0
58987.577518,o,59.0,15.0
58987.581203,o,54.0,13.0
58987.593179,o,67.0,11.0
58987.605189,o,19.0,12.0
58991.57284,o,101.0,11.0
58991.576527,o,75.0,11.0
58991.582977,o,67.0,13.0
58991.602566,o,91.0,10.0
58995.555618,o,424.0,118.0
58995.563908,o,98.0,54.0
58995.568052,o,269.0,120.0
58995.579113,o,76.0,28.0
58999.561688,o,96.0,11.0
58999.56353,o,90.0,11.0
58999.569055,o,115.0,12.0
58999.583925,o,106.0,10.0
59003.504392,o,89.0,18.0
59003.507156,o,80.0,19.0
59003.513148,o,71.0,20.0
59003.523474,o,70.0,19.0
59005.51751,o,70.0,34.0
59005.51934,o,78.0,36.0
59005.524839,o,111.0,31.0
59005.534966,o,46.0,32.0
59011.550351,o,33.0,32.0
59011.55219,o,100.0,25.0
59011.560936,o,66.0,18.0
59015.528622,o,26.0,10.0
59015.530923,o,53.0,11.0
59015.533692,o,63.0,11.0
59015.53876,o,55.0,10.0
59016.548794,o,43.0,14.0
59016.554878,o,36.0,12.0
59016.590055,o,46.0,17.0
59016.593712,o,44.0,14.0
59016.615222,o,135.0,54.0
59019.511734,o,-61.0,170.0
59019.514512,o,76.0,166.0
59019.520153,o,243.0,144.0
59019.525231,o,-378.0,200.0
59023.47931,o,77.0,18.0
59023.498413,o,28.0,14.0
59023.504393,o,61.0,12.0
59023.509475,o,73.0,12.0
59027.476074,o,35.0,9.0
59027.478468,o,42.0,10.0
59027.481231,o,42.0,11.0
59027.499237,o,54.0,10.0
59031.463303,o,15.0,17.0
59031.466067,o,28.0,16.0
59031.46883,o,58.0,15.0
59031.473897,o,-1.0,18.0
59033.42112,o,-11.0,42.0
59033.422965,o,8.0,36.0
59033.42572,o,18.0,41.0
59033.430786,o,40.0,37.0
59039.510168,o,37.0,18.0
59039.513396,o,38.0,20.0
59039.519846,o,10.0,21.0
59039.554573,o,-31.0,25.0
59040.458785,o,-9.0,20.0
59040.459246,o,-22.0,20.0
59040.459705,o,38.0,21.0
59040.460165,o,0.0,18.0
59040.460627,o,60.0,18.0
59040.461086,o,21.0,20.0
59040.461548,o,22.0,14.0
59040.462008,o,13.0,21.0
59041.519853,o,14.0,17.0
59041.525856,o,32.0,14.0
59041.528631,o,17.0,16.0
59041.564078,o,26.0,20.0
59043.467328,o,10.0,12.0
59043.469175,o,42.0,12.0
59043.47194,o,14.0,9.0
59043.477007,o,47.0,13.0
59047.454734,o,12.0,9.0
59047.456576,o,10.0,10.0
59047.481692,o,20.0,10.0
59047.506204,o,63.0,12.0
