mjd,filter,uJy,duJy
59109.604462,c,386.0,26.0
59109.608598,c,294.0,26.0
59109.618709,c,371.0,28.0
59109.628726,c,376.0,10.0
59113.594706,c,700.0,23.0
59113.597912,c,696.0,32.0
59113.603863,c,792.0,37.0
59113.621782,c,677.0,25.0
59117.562623,c,1028.0,16.0
59117.565869,c,1048.0,14.0
59117.571373,c,1096.0,15.0
59117.581559,c,1030.0,14.0
59137.465746,c,683.0,14.0
59137.478105,c,677.0,14.0
59137.494962,c,688.0,14.0
59137.501006,c,701.0,13.0
59141.465739,c,583.0,19.0
59141.470789,c,-2258.0,4638.0
59141.476747,c,557.0,52.0
59141.488674,c,553.0,13.0
59145.464626,c,510.0,12.0
59145.490754,c,482.0,13.0
59145.501369,c,469.0,12.0
59145.50641,c,494.0,11.0
59169.452777,c,173.0,10.0
59169.471506,c,172.0,10.0
59169.475675,c,141.0,10.0
59169.483045,c,195.0,11.0
59091.607062,o,-49.0,15.0
59091.608442,o,8.0,14.0
59091.612611,o,29.0,14.0
59091.618605,o,-23.0,15.0
59091.627833,o,-46.0,15.0
59093.609569,o,17.0,18.0
59093.615095,o,1.0,24.0
59093.631699,o,-3.0,26.0
59093.638118,o,-21.0,90.0
59094.605663,o,-26.0,22.0
59094.626581,o,34.0,32.0
59094.629999,o,55.0,32.0
59094.632832,o,-159.0,56.0
59095.585647,o,-49.0,21.0
59095.588424,o,-19.0,22.0
59095.594868,o,15.0,17.0
59095.606399,o,3.0,20.0
59095.610635,o,61.0,21.0
59095.614511,o,59.0,19.0
59096.608783,o,13.0,22.0
59096.61397,o,-51.0,18.0
59096.632862,o,-36.0,21.0
59096.638826,o,82.0,76.0
59097.56988,o,1.0,24.0
59097.575418,o,-82.0,24.0
59097.581865,o,-31.0,24.0
59097.59729,o,-37.0,22.0
59099.605611,o,18.0,17.0
59099.610729,o,-50.0,13.0
59099.627572,o,-40.0,15.0
59099.635402,o,-21.0,19.0
59101.577714,o,-80.0,14.0
59101.585987,o,-27.0,16.0
59101.601207,o,30.0,14.0
59101.610863,o,-11.0,14.0
59103.587947,o,7.0,15.0
59103.59117,o,-34.0,11.0
59103.597168,o,-53.0,11.0
59103.616094,o,-4.0,11.0
59105.589204,o,103.0,12.0
59105.592438,o,43.0,11.0
59105.611151,o,88.0,10.0
59105.624128,o,34.0,12.0
59107.613195,o,174.0,10.0
59107.6178,o,146.0,10.0
59107.625518,o,213.0,10.0
59111.527228,o,441.0,51.0
59111.535707,o,268.0,70.0
59111.548362,o,284.0,108.0
59111.552859,o,372.0,25.0
59115.538966,o,748.0,14.0
59115.542187,o,725.0,15.0
59115.550059,o,804.0,16.0
59115.561126,o,696.0,12.0
59119.546486,o,853.0,13.0
59119.54833,o,923.0,13.0
59119.553007,o,872.0,13.0
59119.565981,o,904.0,12.0
59120.616492,o,853.0,17.0
59120.622047,o,893.0,15.0
59120.63822,o,965.0,20.0
59120.642459,o,874.0,33.0
59121.543492,o,910.0,20.0
59121.546702,o,947.0,22.0
59121.549449,o,957.0,21.0
59121.560019,o,850.0,21.0
59123.551066,o,-9.0,34.0
59123.556134,o,842.0,33.0
59123.557976,o,958.0,26.0
59123.559815,o,982.0,26.0
59123.563038,o,979.0,25.0
59123.573176,o,1022.0,22.0
59125.539491,o,1021.0,29.0
59125.558594,o,901.0,26.0
59125.561811,o,924.0,24.0
59125.567311,o,985.0,25.0
59127.466981,o,851.0,34.0
59127.47438,o,901.0,30.0
59127.47998,o,803.0,29.0
59127.494666,o,935.0,28.0
59127.539356,o,10.0,36.0
59127.550292,o,830.0,30.0
59129.558439,o,889.0,21.0
59129.560284,o,860.0,20.0
59129.5745,o,870.0,22.0
59129.577244,o,912.0,19.0
59131.59308,o,764.0,14.0
59131.596297,o,797.0,14.0
59131.619529,o,794.0,15.0
59131.632797,o,718.0,17.0
59133.563782,o,648.0,14.0
59133.565611,o,678.0,14.0
59133.568353,o,630.0,14.0
59133.573838,o,640.0,15.0
59135.524287,o,-146.0,261.0
59139.542656,o,-219.0,247.0
59139.545886,o,258.0,55.0
59139.551428,o,100.0,99.0
59139.556505,o,456.0,24.0
59143.520889,o,557.0,18.0
59143.524577,o,535.0,18.0
59143.5346,o,507.0,27.0
59143.540136,o,482.0,35.0
59147.499516,o,503.0,11.0
59147.501818,o,525.0,13.0
59147.504577,o,558.0,11.0
59147.509647,o,502.0,13.0
59147.512875,o,538.0,13.0
59147.514716,o,547.0,14.0
59147.517477,o,559.0,13.0
59147.52254,o,587.0,14.0
59155.495322,o,501.0,177.0
59157.514568,o,348.0,16.0
59157.516396,o,374.0,21.0
59157.519141,o,450.0,22.0
59157.524632,o,399.0,20.0
59159.454753,o,313.0,632.0
59159.475091,o,404.0,34.0
59159.485222,o,302.0,92.0
59159.487065,o,545.0,68.0
59159.490749,o,638.0,109.0
59163.640044,o,275.0,15.0
59163.642808,o,328.0,15.0
59163.645572,o,325.0,20.0
59163.651239,o,192.0,114.0
59167.44517,o,279.0,14.0
59126.47978009982,ZTF_g,1140.145821623511,38.79670450716434
59139.438819400035,ZTF_g,529.7405279137778,34.52645832786193
59141.43917819997,ZTF_g,456.24823773557773,22.656662456323073
59143.5037153,ZTF_g,399.52687652024014,13.653457882402504
59145.41923609981,ZTF_g,329.9325776188874,14.647788416074732
59150.41793979984,ZTF_g,266.26764672434285,17.71084851854859
59151.46092589991,ZTF_g,232.49841685140703,22.924544639920054
59155.39672450023,ZTF_g,171.62667943142966,20.579205898103304
59156.421203699894,ZTF_g,156.86339130623884,19.488047777970735
59159.50548609998,ZTF_g,142.05613682974442,17.581197794796633
59165.37634260021,ZTF_g,112.99572161625845,11.558369216867346
59166.39964119997,ZTF_g,105.94391070570367,15.811269553893895
59168.39432869991,ZTF_g,101.36956900498764,12.210616588905067
59169.35556709999,ZTF_g,96.49944153797875,12.60705836799763
59170.422951399814,ZTF_g,95.31586642935856,12.249094547215465
59171.397719900124,ZTF_g,87.50111759109878,10.40863564323586
59174.39924769988,ZTF_g,82.56545907917973,14.428432410579376
59176.35569440015,ZTF_g,74.99978182030009,14.372827958942105
59178.399756900035,ZTF_g,74.956413786793,13.759844368545654
59198.33855320001,ZTF_g,68.1069136294983,14.912001915294402
59218.27109949989,ZTF_g,62.15899727813791,9.2115850048524
59222.2747105998,ZTF_g,56.37934161837493,13.753849482630603
59228.25203699991,ZTF_g,56.55940082306024,8.687023473847207
