mjd,filter,uJy,duJy
59587.521437,c,31.0,9.0
59587.523755,c,6.0,11.0
59587.526957,c,24.0,9.0
59587.527872,c,28.0,10.0
59587.529701,c,32.0,9.0
59587.531985,c,13.0,9.0
59587.5329,c,25.0,11.0
59587.537942,c,-7.0,18.0
59613.526455,c,387.0,10.0
59613.529692,c,384.0,11.0
59613.565148,c,389.0,11.0
59613.569151,c,379.0,11.0
59613.571457,c,368.0,10.0
59613.572371,c,367.0,12.0
59613.607746,c,354.0,12.0
59613.636558,c,388.0,15.0
59614.446412,c,368.0,11.0
59614.449592,c,369.0,12.0
59614.454782,c,366.0,12.0
59614.457992,c,334.0,11.0
59614.461746,c,365.0,11.0
59614.46266,c,351.0,10.0
59614.472805,c,349.0,10.0
59614.479317,c,350.0,10.0
59617.428471,c,302.0,12.0
59617.430331,c,290.0,12.0
59617.433072,c,301.0,10.0
59617.440404,c,293.0,13.0
59617.442206,c,316.0,11.0
59617.444034,c,288.0,11.0
59617.446785,c,286.0,10.0
59617.451833,c,299.0,10.0
59618.504827,c,290.0,10.0
59618.5371,c,290.0,11.0
59618.540316,c,272.0,10.0
59618.545542,c,276.0,11.0
59633.41218,c,146.0,10.0
59633.414009,c,124.0,11.0
59633.41675,c,122.0,12.0
59633.435509,c,132.0,11.0
59637.448664,c,124.0,10.0
59637.461677,c,94.0,8.0
59637.464899,c,94.0,8.0
59637.471312,c,112.0,10.0
59638.384311,c,108.0,10.0
59638.386138,c,95.0,10.0
59638.405015,c,89.0,8.0
59638.422407,c,130.0,11.0
59642.581317,c,93.0,27.0
59642.58429,c,69.0,22.0
59642.590446,c,84.0,18.0
59642.601611,c,60.0,21.0
59645.437553,c,52.0,24.0
59645.440521,c,112.0,21.0
59645.465147,c,44.0,15.0
59645.470531,c,80.0,18.0
59646.466973,c,64.0,15.0
59646.470092,c,104.0,16.0
59646.475611,c,72.0,13.0
59589.504428,o,55.0,11.0
59589.507884,o,72.0,13.0
59589.510652,o,56.0,12.0
59589.517474,o,65.0,17.0
59591.477807,o,145.0,18.0
59591.481297,o,116.0,18.0
59591.48456,o,95.0,15.0
59591.485499,o,131.0,17.0
59591.488819,o,131.0,18.0
59591.491164,o,127.0,17.0
