mjd,filter,uJy,duJy
59145.407602,c,-4.0,10.0
59145.410802,c,-5.0,9.0
59145.418578,c,14.0,8.0
59145.431855,c,-1.0,10.0
59161.37974,c,42.0,10.0
59161.396709,c,56.0,11.0
59161.402209,c,43.0,10.0
59161.409537,c,50.0,9.0
59189.272765,c,51.0,10.0
59189.278252,c,68.0,9.0
59189.283763,c,58.0,10.0
59189.299369,c,64.0,8.0
59193.301678,c,54.0,10.0
59193.305338,c,45.0,9.0
59193.311295,c,42.0,9.0
59193.321158,c,52.0,10.0
59194.286002,c,61.0,10.0
59194.291539,c,45.0,10.0
59194.297042,c,45.0,10.0
59194.308509,c,56.0,9.0
59195.297055,c,37.0,8.0
59195.30074,c,50.0,8.0
59195.306269,c,42.0,8.0
59195.318263,c,38.0,7.0
59197.30107,c,34.0,9.0
59197.304736,c,38.0,10.0
59197.310274,c,28.0,10.0
59197.320361,c,16.0,9.0
59198.274786,c,48.0,10.0
59198.277986,c,35.0,9.0
59198.287643,c,33.0,9.0
59198.302385,c,44.0,10.0
59219.259,c,-4.0,7.0
59219.262236,c,-10.0,8.0
59219.268225,c,15.0,8.0
59219.278378,c,-1.0,9.0
59221.249166,c,5.0,9.0
59221.252367,c,20.0,10.0
59221.258433,c,22.0,10.0
59221.269442,c,18.0,9.0
59223.251501,c,-45.0,235.0
59223.25474,c,-91.0,85.0
59223.261654,c,78.0,36.0
59223.273185,c,-9.0,27.0
59144.412481,o,8.0,13.0
59144.417693,o,2.0,15.0
59144.420471,o,-5.0,13.0
59144.455796,o,-3.0,12.0
59146.381544,o,-7.0,12.0
59146.384757,o,-21.0,13.0
59146.391817,o,-43.0,12.0
59146.411113,o,-5.0,12.0
59147.347021,o,0.0,16.0
59147.348863,o,25.0,16.0
59147.352084,o,-18.0,12.0
59147.35715,o,5.0,15.0
59148.343101,o,17.0,24.0
59148.358068,o,39.0,24.0
59148.363613,o,-31.0,22.0
59148.366838,o,19.0,21.0
59154.437887,o,-37.0,39.0
59154.44339,o,53.0,32.0
59154.449846,o,-43.0,39.0
59154.459934,o,-59.0,34.0
59156.390179,o,28.0,13.0
59156.393405,o,46.0,14.0
59156.403535,o,17.0,13.0
59156.410478,o,18.0,16.0
59157.372594,o,3.0,17.0
59157.375795,o,23.0,15.0
59157.381739,o,42.0,16.0
59157.416024,o,15.0,19.0
59158.393723,o,8.0,28.0
59158.425323,o,10.0,20.0
59158.429055,o,35.0,14.0
59163.348228,o,64.0,9.0
59163.352029,o,71.0,9.0
59163.357562,o,60.0,10.0
59163.368376,o,51.0,9.0
59173.31177,o,110.0,12.0
59173.315445,o,108.0,11.0
59173.332905,o,83.0,12.0
59173.33843,o,104.0,11.0
59181.38483,o,11.0,38.0
59181.388516,o,124.0,34.0
59181.395472,o,-11.0,47.0
59181.435676,o,54.0,54.0
59182.332926,o,74.0,25.0
59182.336133,o,107.0,24.0
59182.337997,o,68.0,25.0
59182.34214,o,63.0,22.0
59182.343519,o,154.0,28.0
59182.347634,o,183.0,43.0
59182.357397,o,106.0,28.0
59182.361058,o,90.0,29.0
59183.298012,o,130.0,24.0
59183.300782,o,66.0,26.0
59183.307235,o,116.0,22.0
59183.317369,o,96.0,21.0
59185.312742,o,71.0,17.0
59185.3164,o,77.0,21.0
59185.323714,o,95.0,25.0
59185.333798,o,55.0,21.0
59186.318821,o,44.0,18.0
59186.325731,o,40.0,17.0
59186.329871,o,74.0,16.0
59186.342843,o,46.0,19.0
59187.315742,o,70.0,14.0
59187.318965,o,47.0,13.0
59187.324493,o,72.0,13.0
59187.336954,o,58.0,13.0
59191.290994,o,59.0,9.0
59191.294217,o,49.0,10.0
59191.299744,o,53.0,10.0
59191.311188,o,62.0,9.0
59192.326457,o,62.0,13.0
59192.331999,o,35.0,11.0
59192.33523,o,48.0,11.0
59192.345853,o,70.0,12.0
59203.280332,o,21.0,12.0
59203.283561,o,46.0,11.0
59203.289092,o,52.0,12.0
59203.300637,o,42.0,11.0
59207.259396,o,16.0,16.0
59207.26262,o,24.0,14.0
59207.26907,o,11.0,16.0
59207.279217,o,44.0,17.0
59209.255323,o,39.0,18.0
59209.258526,o,-36.0,18.0
59209.264016,o,18.0,18.0
59209.274086,o,8.0,20.0
59211.299235,o,18.0,24.0
59211.302459,o,44.0,19.0
59211.307982,o,2.0,19.0
59211.320899,o,41.0,17.0
59213.290043,o,99.0,41.0
59213.304661,o,2.0,25.0
59213.305576,o,-20.0,34.0
59213.307863,o,41.0,30.0
59213.315246,o,-9.0,24.0
59213.325426,o,48.0,25.0
59215.2505,o,8.0,19.0
59215.253727,o,16.0,29.0
59215.259721,o,-109.0,64.0
59215.272626,o,67.0,126.0
59217.237138,o,72.0,22.0
59217.25502,o,25.0,13.0
59165.18915509991,ZTF_g,101.91525606691545,6.522435574946067
