mjd,filter,uJy,duJy
59109.436804,c,3.0,10.0
59109.440017,c,-4.0,8.0
59109.447038,c,-18.0,8.0
59109.459074,c,4.0,8.0
59113.426122,c,-20.0,21.0
59113.430306,c,4.0,23.0
59113.435432,c,10.0,17.0
59113.470575,c,18.0,12.0
59133.376242,c,257.0,11.0
59133.379478,c,234.0,11.0
59133.386348,c,253.0,11.0
59133.397861,c,228.0,11.0
59137.424534,c,216.0,10.0
59137.42775,c,233.0,13.0
59137.435098,c,216.0,11.0
59137.445783,c,226.0,12.0
59141.389511,c,202.0,97.0
59141.392713,c,208.0,50.0
59141.39823,c,246.0,43.0
59141.409708,c,167.0,15.0
59161.32607,c,51.0,12.0
59161.329269,c,43.0,11.0
59161.334761,c,56.0,13.0
59161.345321,c,48.0,12.0
59169.308878,c,13.0,9.0
59169.312536,c,3.0,9.0
59169.318028,c,13.0,8.0
59169.32809,c,12.0,8.0
59107.41578,o,-2.0,9.0
59107.422233,o,-7.0,11.0
59107.424077,o,-22.0,9.0
59107.434276,o,-5.0,12.0
59111.403975,o,-31.0,30.0
59111.405818,o,-13.0,13.0
59111.410922,o,-19.0,15.0
59115.388208,o,-6.0,9.0
59115.403826,o,6.0,10.0
59115.407052,o,-6.0,9.0
59115.412577,o,21.0,9.0
59117.374049,o,17.0,15.0
59117.377291,o,22.0,14.0
59117.384178,o,-1.0,12.0
59117.40603,o,38.0,14.0
59119.370447,o,72.0,16.0
59119.37322,o,-29.0,18.0
59125.474747,o,78.0,25.0
59125.477966,o,104.0,30.0
59125.483497,o,136.0,32.0
59125.494537,o,105.0,27.0
59127.346801,o,145.0,17.0
59127.352346,o,108.0,15.0
59127.356504,o,187.0,16.0
59127.366644,o,151.0,14.0
59129.411967,o,166.0,13.0
59129.415168,o,211.0,15.0
59129.420363,o,172.0,14.0
59129.431859,o,138.0,14.0
59131.401119,o,5.0,17.0
59131.402501,o,202.0,11.0
59131.404342,o,244.0,16.0
59131.405722,o,197.0,11.0
59131.412213,o,188.0,11.0
59131.420625,o,237.0,13.0
59131.422017,o,194.0,10.0
59135.40133,o,148.0,27.0
59135.430736,o,293.0,127.0
59139.362538,o,163.0,13.0
59139.363458,o,177.0,11.0
59139.365761,o,186.0,17.0
59139.36668,o,126.0,21.0
59139.371747,o,175.0,38.0
59139.373133,o,138.0,16.0
59139.381878,o,174.0,11.0
59139.384178,o,183.0,11.0
59143.366509,o,161.0,60.0
59143.36743,o,273.0,94.0
59143.370194,o,98.0,69.0
59143.371116,o,148.0,88.0
59145.376059,o,120.0,13.0
59145.382694,o,122.0,11.0
59145.39254,o,94.0,11.0
59145.396204,o,88.0,13.0
59147.297281,o,84.0,13.0
59147.299121,o,146.0,12.0
59147.303719,o,83.0,18.0
59147.308785,o,113.0,15.0
59157.324028,o,105.0,25.0
59157.327688,o,112.0,16.0
59157.333685,o,87.0,16.0
59157.343754,o,88.0,19.0
59163.317145,o,52.0,10.0
59163.320833,o,73.0,14.0
59163.326821,o,16.0,12.0
59163.338088,o,54.0,11.0
59173.269158,o,50.0,12.0
59173.269615,o,107.0,15.0
59173.272367,o,22.0,14.0
59173.278342,o,42.0,14.0
59173.2788,o,64.0,16.0
59173.28887,o,40.0,14.0
59179.295638,o,4.0,26.0
59179.299787,o,-19.0,31.0
59179.304866,o,-2.0,36.0
59181.303688,o,32.0,26.0
59181.307842,o,-23.0,24.0
59181.314727,o,32.0,25.0
59181.364832,o,80.0,29.0
59183.264374,o,-22.0,27.0
59183.267142,o,-6.0,22.0
59183.272206,o,25.0,22.0
59183.282347,o,6.0,24.0
59185.287515,o,6.0,19.0
59185.290723,o,-11.0,19.0
59185.296678,o,-28.0,18.0
59185.306761,o,9.0,22.0
59126.251898100134,ZTF_g,159.30228306374136,19.428906390566457
59140.188796299975,ZTF_g,175.68634183852748,12.431559036568606
59151.16981479991,ZTF_g,62.1269452354964,24.035893725125202
59128.270995399915,ZTF_r,192.0277529658891,16.69105896097211
59130.25652780011,ZTF_r,217.70559976958526,14.02514423561849
59134.29453699989,ZTF_r,247.37192005907517,15.55950303173411
59136.29400460003,ZTF_r,248.62088039062755,13.017648639479422
59138.27427079994,ZTF_r,220.80616758835214,16.83980026221606
59140.2296990999,ZTF_r,191.00977807583723,10.361320241727254
59144.20965280011,ZTF_r,150.43676993274602,13.627429621182376
59151.243217600044,ZTF_r,121.15841967637778,16.671751652633866
59152.224687499925,ZTF_r,122.16871334396309,15.36551654574489
59154.18884260021,ZTF_r,126.04441298382355,16.535183080811507
59167.20942129986,ZTF_r,53.00357951509086,10.565720898027314
59168.1770601999,ZTF_r,48.41723675840989,8.094414828490548
59170.17689809995,ZTF_r,49.64094037748191,12.146527829397135
59171.19093749998,ZTF_r,41.5791876418441,8.012198552553587
