mjd,filter,uJy,duJy
58518.510013,c,219.0,13.0
58518.518998,c,206.0,12.0
58518.527381,c,222.0,10.0
58518.536277,c,242.0,10.0
58574.397636,c,88.0,24.0
58496.533694,o,17.0,13.0
58496.541849,o,21.0,14.0
58496.550026,o,17.0,13.0
58496.558278,o,12.0,13.0
58498.516476,o,-2.0,10.0
58498.524637,o,16.0,10.0
58498.532742,o,-11.0,12.0
58498.540875,o,16.0,10.0
58500.527455,o,10.0,17.0
58500.53546,o,22.0,17.0
58500.546742,o,28.0,17.0
58500.555409,o,1.0,16.0
58510.50523,o,16.0,12.0
58510.521561,o,10.0,12.0
58510.529917,o,0.0,9.0
58510.536086,o,8.0,11.0
58512.508147,o,29.0,13.0
58512.517261,o,92.0,15.0
58512.525849,o,57.0,15.0
58512.534168,o,25.0,15.0
58516.512218,o,145.0,16.0
58516.521227,o,90.0,17.0
58516.529727,o,104.0,16.0
58516.539496,o,98.0,18.0
58520.498459,o,226.0,15.0
58520.507305,o,246.0,17.0
58520.515607,o,257.0,20.0
58520.524374,o,241.0,16.0
58528.485758,o,447.0,17.0
58528.494628,o,429.0,15.0
58528.503195,o,480.0,15.0
58528.512385,o,463.0,15.0
58532.45759,o,501.0,51.0
58532.46789,o,445.0,52.0
58532.47789,o,572.0,56.0
58532.487597,o,568.0,57.0
58536.469244,o,408.0,27.0
58536.477392,o,417.0,28.0
58536.485627,o,434.0,24.0
58536.493839,o,385.0,26.0
58540.4595,o,366.0,14.0
58540.467599,o,367.0,16.0
58540.475642,o,354.0,14.0
58540.483724,o,338.0,14.0
58544.455451,o,269.0,17.0
58544.464279,o,291.0,20.0
58544.472605,o,281.0,19.0
58544.481501,o,245.0,16.0
58548.446829,o,214.0,53.0
58548.455718,o,147.0,246.0
58548.464101,o,-558.0,344.0
58552.437841,o,251.0,48.0
58552.446948,o,248.0,22.0
58552.455427,o,242.0,43.0
58552.464617,o,334.0,117.0
58556.437989,o,239.0,13.0
58556.446875,o,246.0,15.0
58556.45518,o,200.0,13.0
58556.464022,o,212.0,15.0
58560.410059,o,204.0,28.0
58560.418454,o,251.0,29.0
58560.426788,o,243.0,26.0
58560.435195,o,269.0,26.0
58566.433454,o,183.0,202.0
58566.441693,o,-60.0,151.0
58568.404921,o,167.0,14.0
58568.413779,o,120.0,13.0
58568.422107,o,180.0,15.0
58568.431229,o,172.0,16.0
58570.403644,o,134.0,14.0
58570.412645,o,140.0,14.0
58570.422239,o,115.0,12.0
58570.431283,o,117.0,13.0
58572.414322,o,108.0,13.0
58572.422605,o,128.0,12.0
58572.431486,o,126.0,13.0
58576.395446,o,112.0,14.0
58576.404242,o,93.0,13.0
58576.41236,o,89.0,13.0
58576.421103,o,103.0,13.0
58523.42104170006,ZTF_g,345.62090257012596,90.43201837309732
58538.314375000075,ZTF_g,432.37960456076047,24.593596649140533
58543.27718750015,ZTF_g,357.1336726949137,31.39357715701094
58556.338379600085,ZTF_g,112.81322120472734,13.958153549826365
58559.3126968001,ZTF_g,97.72444215322811,13.839140406759565
58567.27172450023,ZTF_g,57.15418023155727,8.275147188999973
58575.25151620014,ZTF_g,61.12797372501614,17.355027083566892
58580.2308565001,ZTF_g,38.306811092735515,7.110499741105822
58586.16844910011,ZTF_g,36.07447338641908,9.616541006679364
58606.14865740016,ZTF_g,29.724872468565884,10.538115378972382
58538.247511600144,ZTF_r,520.9969729405096,56.669544759633254
58543.2645370001,ZTF_r,361.03457937388004,28.93770636043526
58556.27379629994,ZTF_r,280.63123014776465,14.646272027695208
58559.25182869984,ZTF_r,261.406510640155,17.03566595388977
58567.23246529978,ZTF_r,162.04364365103655,9.70034226801448
58572.272916700225,ZTF_r,145.84609316452625,16.55816587696223
58580.2288079001,ZTF_r,105.67892820086162,8.369889637528228
58583.25780089991,ZTF_r,92.38596510425403,8.962309621431725
58586.21254630014,ZTF_r,88.47463914739976,11.537124991243848
58598.18474540021,ZTF_r,60.342986429313946,5.934406990500907
58601.2552894,ZTF_r,59.72739864702973,8.125976014162331
58606.188877299894,ZTF_r,50.22514508901147,7.065797023451051
