mjd,filter,uJy,duJy
59729.402645,c,7.0,12.0
59729.406324,c,-6.0,14.0
59729.414077,c,-1.0,8.0
59729.446243,c,-5.0,10.0
59730.410288,c,-9.0,18.0
59730.420015,c,3.0,11.0
59730.422811,c,5.0,11.0
59730.426009,c,-21.0,12.0
59730.432107,c,-9.0,14.0
59730.433021,c,-6.0,11.0
59730.443256,c,-15.0,13.0
59733.358731,c,3.0,10.0
59733.360561,c,-9.0,8.0
59733.363305,c,-5.0,9.0
59733.368786,c,10.0,10.0
59733.397437,c,-8.0,12.0
59733.436968,c,-20.0,11.0
59733.465365,c,4.0,12.0
59734.4122,c,-26.0,14.0
59734.417425,c,9.0,11.0
59734.418338,c,-4.0,12.0
59734.42158,c,1.0,10.0
59734.446126,c,-5.0,11.0
59734.456192,c,10.0,10.0
59749.368742,c,99.0,9.0
59749.371955,c,111.0,10.0
59749.377133,c,111.0,8.0
59749.387865,c,99.0,10.0
59749.399194,c,116.0,10.0
59750.336823,c,129.0,11.0
59750.342279,c,130.0,9.0
59750.345935,c,121.0,10.0
59750.356121,c,131.0,10.0
59753.357448,c,151.0,10.0
59753.367541,c,143.0,10.0
59753.37122,c,149.0,10.0
59753.380538,c,154.0,10.0
59754.3672,c,169.0,10.0
59754.370407,c,165.0,10.0
59754.376366,c,144.0,11.0
59754.387252,c,150.0,10.0
59757.382317,c,173.0,276.0
59757.387541,c,172.0,25.0
59757.401757,c,252.0,112.0
59757.407713,c,171.0,33.0
59758.322046,c,155.0,10.0
59758.332215,c,136.0,12.0
59758.335391,c,160.0,10.0
59758.340897,c,170.0,10.0
59762.365726,c,157.0,12.0
59762.36891,c,153.0,10.0
59762.375287,c,136.0,10.0
59762.385268,c,138.0,11.0
59778.319137,c,78.0,11.0
59778.324576,c,60.0,9.0
59778.328672,c,56.0,12.0
59778.340885,c,43.0,11.0
59781.314512,c,52.0,9.0
59781.318134,c,58.0,10.0
59781.32493,c,44.0,10.0
59781.343097,c,50.0,9.0
59782.328692,c,62.0,10.0
59782.331864,c,49.0,10.0
59782.341821,c,62.0,10.0
59782.347311,c,54.0,9.0
59785.359876,c,35.0,12.0
59785.363077,c,67.0,10.0
59785.369415,c,39.0,11.0
59785.379375,c,38.0,11.0
59786.307788,c,27.0,10.0
59786.310958,c,65.0,10.0
59786.317769,c,21.0,9.0
59786.329179,c,30.0,8.0
59790.263432,c,31.0,10.0
59790.266597,c,24.0,10.0
59790.272572,c,24.0,9.0
59790.283099,c,38.0,12.0
59793.256741,c,21.0,11.0
59793.26086,c,23.0,11.0
59793.266305,c,28.0,10.0
59793.276573,c,22.0,11.0
59727.398659,o,-48.0,48.0
59727.420427,o,0.0,21.0
59727.425589,o,14.0,12.0
59727.431636,o,16.0,12.0
59728.405476,o,-338.0,239.0
59728.413801,o,-351.0,236.0
59728.428474,o,-32.0,127.0
59731.405056,o,10.0,11.0
59731.408279,o,5.0,12.0
59731.436108,o,18.0,11.0
59731.441769,o,19.0,15.0
59732.408894,o,2.0,12.0
59732.412162,o,5.0,10.0
59732.440646,o,-3.0,12.0
59732.445825,o,6.0,11.0
59735.342318,o,-38.0,13.0
59735.348764,o,-5.0,14.0
59735.350605,o,-4.0,15.0
59735.374141,o,8.0,13.0
59736.34591,o,4.0,12.0
59736.349133,o,0.0,14.0
59736.352817,o,0.0,12.0
59736.360666,o,-7.0,12.0
59737.335976,o,21.0,10.0
59737.338781,o,-19.0,10.0
59737.341548,o,-5.0,9.0
59737.346626,o,-10.0,11.0
59737.401041,o,21.0,16.0
59737.410036,o,-15.0,13.0
59737.445913,o,-26.0,13.0
59739.375506,o,-11.0,16.0
59739.38573,o,-16.0,15.0
59739.389961,o,-19.0,13.0
59739.39891,o,17.0,13.0
59740.407017,o,-20.0,20.0
59740.410239,o,1.0,18.0
59740.415412,o,0.0,16.0
59740.434561,o,16.0,19.0
59741.385195,o,1.0,22.0
59741.388393,o,-10.0,20.0
59741.393656,o,10.0,18.0
59741.404165,o,-13.0,22.0
59743.356333,o,-8.0,34.0
59743.363012,o,11.0,30.0
59743.366289,o,51.0,35.0
59743.376246,o,-13.0,30.0
59744.37761,o,25.0,30.0
59744.385719,o,-2.0,32.0
59744.399555,o,64.0,36.0
59744.40278,o,48.0,28.0
59746.376526,o,112.0,20.0
59746.379884,o,73.0,16.0
59746.38542,o,77.0,20.0
59746.39595,o,82.0,19.0
59747.366808,o,117.0,14.0
59747.381632,o,76.0,13.0
59747.393135,o,100.0,15.0
59747.396355,o,40.0,17.0
59748.345427,o,107.0,12.0
59748.349592,o,125.0,12.0
59748.354779,o,112.0,13.0
59748.367464,o,112.0,14.0
59751.335658,o,126.0,10.0
59751.34089,o,127.0,13.0
59751.345723,o,132.0,10.0
59751.356003,o,167.0,13.0
59752.358459,o,136.0,12.0
59752.374575,o,144.0,12.0
59752.378257,o,130.0,12.0
59752.387747,o,154.0,12.0
59755.379885,o,140.0,12.0
59755.386812,o,134.0,16.0
59755.390512,o,130.0,15.0
59755.401135,o,154.0,14.0
59756.374295,o,152.0,14.0
59756.377531,o,144.0,13.0
59756.384899,o,140.0,13.0
59756.396279,o,164.0,13.0
59759.322497,o,125.0,13.0
59759.327074,o,130.0,13.0
59759.332576,o,124.0,13.0
59759.343794,o,127.0,12.0
59760.359982,o,163.0,12.0
59760.362716,o,162.0,13.0
59760.368269,o,132.0,13.0
59760.377879,o,165.0,15.0
59763.312898,o,114.0,12.0
59763.316091,o,124.0,12.0
59763.321197,o,160.0,12.0
59763.330976,o,112.0,13.0
59764.310353,o,120.0,13.0
59764.313552,o,122.0,13.0
59764.320557,o,138.0,14.0
59764.331605,o,131.0,15.0
59765.311935,o,133.0,28.0
59765.315405,o,84.0,22.0
59765.32293,o,151.0,28.0
59765.332912,o,107.0,12.0
59766.312332,o,93.0,13.0
59766.315519,o,127.0,15.0
59766.322438,o,85.0,15.0
59766.332481,o,122.0,15.0
59767.304516,o,122.0,14.0
59767.308169,o,79.0,14.0
59767.31795,o,104.0,14.0
59767.32855,o,68.0,13.0
59768.352095,o,75.0,14.0
59768.355284,o,124.0,19.0
59768.365369,o,92.0,16.0
59769.307133,o,106.0,21.0
59769.310298,o,96.0,17.0
59769.318155,o,111.0,16.0
59769.32814,o,106.0,22.0
59770.342818,o,73.0,18.0
59770.346441,o,81.0,17.0
59770.351875,o,105.0,18.0
59770.362001,o,126.0,20.0
59771.340638,o,232.0,228.0
59771.343828,o,79.0,100.0
59771.360061,o,163.0,78.0
59771.377675,o,210.0,70.0
59772.296723,o,64.0,24.0
59772.300374,o,137.0,24.0
59772.315939,o,49.0,24.0
59772.321416,o,84.0,24.0
59774.30108,o,75.0,21.0
59774.304246,o,56.0,18.0
59774.30969,o,78.0,18.0
59774.319694,o,118.0,18.0
59775.298183,o,64.0,19.0
59775.301377,o,76.0,19.0
59775.306849,o,28.0,18.0
59775.318372,o,86.0,19.0
59776.32514,o,109.0,16.0
59776.328351,o,54.0,16.0
59776.35459,o,68.0,19.0
59776.373297,o,108.0,19.0
59779.333698,o,92.0,12.0
59779.340078,o,84.0,12.0
59779.34373,o,84.0,11.0
59779.368643,o,74.0,12.0
59780.268484,o,78.0,13.0
59780.271674,o,75.0,13.0
59780.286793,o,94.0,12.0
59780.29226,o,80.0,12.0
59783.304266,o,64.0,14.0
59783.30751,o,56.0,13.0
59783.313023,o,112.0,12.0
59783.33905,o,81.0,13.0
59787.309402,o,88.0,14.0
59787.312606,o,84.0,12.0
59787.318082,o,77.0,13.0
59787.329518,o,80.0,13.0
59788.263514,o,63.0,12.0
59788.2667,o,99.0,13.0
59788.2722,o,85.0,13.0
59788.282269,o,71.0,13.0
59791.264163,o,54.0,12.0
59791.267447,o,74.0,13.0
59791.273869,o,53.0,14.0
59791.284747,o,47.0,13.0
59792.254974,o,58.0,12.0
59792.258162,o,48.0,12.0
59792.264572,o,51.0,11.0
59792.276379,o,38.0,9.0
59794.2955,o,38.0,12.0
59794.298662,o,39.0,13.0
59794.315501,o,50.0,16.0
59794.3223,o,34.0,12.0
59795.366325,o,39.0,18.0
59795.390029,o,55.0,16.0
59795.399786,o,67.0,19.0
59795.402555,o,57.0,16.0
59796.261937,o,57.0,16.0
59796.264734,o,65.0,15.0
59796.270259,o,45.0,15.0
59796.280703,o,44.0,15.0
59797.304349,o,36.0,15.0
59797.307514,o,66.0,15.0
59797.314758,o,31.0,17.0
59797.326565,o,36.0,18.0
59799.248779,o,63.0,17.0
59799.252104,o,52.0,19.0
59799.257243,o,30.0,17.0
59799.271414,o,20.0,16.0
59800.276029,o,59.0,24.0
59800.278805,o,40.0,21.0
59800.284298,o,19.0,26.0
59800.284754,o,45.0,20.0
59800.287957,o,18.0,20.0
59800.293454,o,62.0,20.0
59800.294364,o,51.0,24.0
59800.303567,o,29.0,26.0
59801.252755,o,66.0,27.0
59801.256829,o,16.0,25.0
59801.262791,o,10.0,20.0
59801.275079,o,7.0,22.0
59803.276396,o,141.0,126.0
59803.277307,o,28.0,54.0
59803.280502,o,36.0,35.0
59803.282785,o,20.0,57.0
59803.285984,o,-19.0,89.0
59803.325609,o,170.0,158.0
59803.326064,o,67.0,148.0
59804.244629,o,24.0,17.0
59804.245995,o,20.0,17.0
59804.247446,o,50.0,16.0
59804.248811,o,51.0,16.0
59804.255187,o,33.0,18.0
59804.261717,o,22.0,22.0
59804.26509,o,37.0,16.0
59804.267417,o,45.0,20.0
59805.307188,o,28.0,15.0
59805.310355,o,46.0,19.0
59805.317167,o,28.0,18.0
59805.332156,o,5.0,20.0
59806.254213,o,-12.0,35.0
59806.257378,o,11.0,23.0
59806.262825,o,41.0,26.0
59806.273422,o,79.0,51.0
59747.29010420013,ZTF_g,81.97737355666415,7.792494735662094
59749.301076400094,ZTF_g,113.39178709900379,8.576431276406513
59751.33016199991,ZTF_g,136.98909608073788,11.806359685858595
59753.280578699894,ZTF_g,150.0813750250791,10.118782946002622
59756.27556709992,ZTF_g,162.74512941268344,8.797925534016029
59760.2373147998,ZTF_g,149.63679580041904,8.528362373415247
59762.226736099925,ZTF_g,137.07125843502945,7.919294738934463
59764.23762729997,ZTF_g,123.73164874173872,8.198548582379079
59766.30877309991,ZTF_g,113.8409208333891,7.338750986208774
59769.271261599846,ZTF_g,89.69387767880379,10.142719008443368
59769.34578699991,ZTF_g,87.40454170863809,9.35895189826774
59771.317256900016,ZTF_g,75.13252767414917,11.734190865792403
59782.20445600012,ZTF_g,27.59189953179435,5.945886373487836
59789.20716439979,ZTF_g,16.80815328332839,5.455108858575321
59747.233692099806,ZTF_r,85.2683776494691,8.987340774791184
59749.332036999986,ZTF_r,115.48468657163679,11.282393795229957
59751.27623840002,ZTF_r,148.70911874861847,12.401215995685416
59753.31887729978,ZTF_r,164.0127460410097,10.862693870630945
59756.34435189981,ZTF_r,174.76932142177546,13.12652093214067
59758.274536999874,ZTF_r,170.25771480293724,10.883588439176933
59760.28712960007,ZTF_r,169.3428248223563,14.529213292162089
59762.260011599865,ZTF_r,161.7062478195489,13.071230871006467
59764.257685199846,ZTF_r,145.24420038907255,12.331468744001855
59766.26322920015,ZTF_r,131.92916082910386,9.698860595026293
59773.23583329981,ZTF_r,95.24066080636909,13.27163899929725
59773.32938659983,ZTF_r,89.28185397633517,15.855564201910916
59775.215694400016,ZTF_r,102.30197073535464,10.195992588241106
59775.32165510021,ZTF_r,86.8262011428266,10.396460839574633
59777.214849499986,ZTF_r,87.32512178820097,9.878659593275497
59779.19481479982,ZTF_r,89.72742406297122,9.211728543267832
59779.22565970011,ZTF_r,80.38592249193537,10.052103011012111
59782.268124999944,ZTF_r,71.60583278405983,10.04347365081746
59784.26278939983,ZTF_r,71.1734470581893,11.413947245198422
59786.234849500004,ZTF_r,69.48278220670646,7.265723125598478
59791.20656249998,ZTF_r,56.193489276745325,9.261016498704741
59794.25817129994,ZTF_r,45.56531741687581,7.038222661368857
