mjd,filter,uJy,duJy
59312.463919,c,14.0,7.0
59312.466686,c,19.0,7.0
59312.480067,c,30.0,9.0
59312.502231,c,29.0,8.0
59316.610812,c,76.0,7.0
59316.614954,c,99.0,7.0
59316.623542,c,70.0,8.0
59316.636871,c,68.0,19.0
59324.488082,c,253.0,9.0
59324.494592,c,244.0,9.0
59324.496437,c,253.0,8.0
59324.520927,c,250.0,8.0
59324.632032,c,238.0,23.0
59342.449596,c,187.0,10.0
59342.452828,c,194.0,10.0
59342.455577,c,191.0,9.0
59346.483597,c,146.0,9.0
59346.486829,c,163.0,10.0
59346.512561,c,154.0,9.0
59346.54086,c,152.0,8.0
59350.479902,c,126.0,10.0
59350.485405,c,124.0,10.0
59350.488634,c,131.0,11.0
59350.505778,c,122.0,9.0
59368.381798,c,54.0,6.0
59368.385025,c,68.0,7.0
59368.387793,c,68.0,8.0
59368.392886,c,55.0,7.0
59372.419289,c,61.0,7.0
59372.424684,c,67.0,8.0
59372.429066,c,58.0,6.0
59372.460843,c,54.0,7.0
59376.437993,c,25.0,8.0
59376.442626,c,46.0,8.0
59376.448301,c,54.0,7.0
59376.465538,c,47.0,7.0
59300.496619,o,-302.0,201.0
59306.548663,o,63.0,18.0
59306.550968,o,-19.0,16.0
59306.555098,o,0.0,20.0
59306.566582,o,11.0,14.0
59322.485917,o,196.0,13.0
59322.489131,o,190.0,12.0
59322.491873,o,208.0,11.0
59322.501939,o,196.0,11.0
59326.456788,o,263.0,15.0
59326.458617,o,232.0,14.0
59326.46137,o,234.0,14.0
59326.466414,o,245.0,14.0
59328.454979,o,267.0,22.0
59328.456823,o,250.0,25.0
59328.459585,o,272.0,23.0
59328.46465,o,246.0,25.0
59334.522615,o,253.0,18.0
59334.526753,o,239.0,18.0
59334.532737,o,275.0,17.0
59334.569227,o,260.0,22.0
59336.518251,o,257.0,18.0
59336.521937,o,243.0,19.0
59336.557482,o,190.0,17.0
59336.562607,o,208.0,20.0
59338.547543,o,196.0,15.0
59338.550759,o,216.0,16.0
59338.557185,o,217.0,17.0
59338.57279,o,188.0,18.0
59344.455967,o,168.0,11.0
59344.456429,o,158.0,10.0
59344.45781,o,150.0,12.0
59344.458271,o,186.0,10.0
59344.466141,o,156.0,11.0
59344.4666,o,159.0,14.0
59344.481977,o,172.0,12.0
59348.432446,o,149.0,13.0
59348.434747,o,139.0,15.0
59348.435667,o,148.0,11.0
59348.437509,o,133.0,9.0
59348.439353,o,130.0,13.0
59348.440738,o,138.0,12.0
59348.444424,o,156.0,15.0
59348.445808,o,145.0,9.0
59352.474429,o,119.0,10.0
59352.478119,o,108.0,9.0
59352.506366,o,125.0,10.0
59352.534856,o,133.0,11.0
59354.457786,o,128.0,12.0
59354.460565,o,126.0,11.0
59354.463825,o,158.0,12.0
59354.469274,o,140.0,11.0
59358.338723,o,91.0,31.0
59358.340552,o,164.0,29.0
59358.344673,o,166.0,33.0
59358.349712,o,85.0,32.0
59362.487441,o,135.0,27.0
59362.488813,o,136.0,38.0
59362.490648,o,68.0,43.0
59362.49202,o,129.0,25.0
59362.499809,o,99.0,31.0
59362.503559,o,162.0,25.0
59362.512277,o,127.0,36.0
59364.390215,o,83.0,12.0
59364.393044,o,84.0,13.0
59364.395816,o,144.0,13.0
59364.402736,o,91.0,12.0
59366.382285,o,96.0,16.0
59366.382743,o,117.0,12.0
59366.384135,o,412.0,216.0
59366.385092,o,116.0,14.0
59366.38693,o,103.0,13.0
59366.387894,o,136.0,14.0
59366.393888,o,90.0,11.0
59370.381314,o,82.0,10.0
59370.383145,o,98.0,10.0
59370.385907,o,84.0,10.0
59370.390958,o,72.0,9.0
59374.417874,o,70.0,10.0
59374.42201,o,78.0,11.0
59374.428546,o,62.0,10.0
59374.460049,o,96.0,9.0
