mjd,filter,uJy,duJy
59310.469977,c,-2.0,6.0
59310.471824,c,14.0,6.0
59310.475528,c,8.0,7.0
59310.48062,c,-9.0,6.0
59314.458652,c,29.0,8.0
59314.460496,c,26.0,8.0
59314.464182,c,40.0,7.0
59314.46926,c,66.0,8.0
59314.489898,c,44.0,15.0
59314.493128,c,14.0,18.0
59314.495888,c,36.0,9.0
59314.500995,c,36.0,8.0
59318.448402,c,54.0,10.0
59318.450243,c,82.0,9.0
59318.453007,c,103.0,9.0
59318.460425,c,62.0,9.0
59318.463195,c,77.0,9.0
59318.485433,c,94.0,10.0
59318.487275,c,69.0,9.0
59318.490506,c,60.0,8.0
59322.43906,c,116.0,7.0
59322.440898,c,106.0,8.0
59322.443663,c,92.0,7.0
59322.448733,c,120.0,7.0
59344.425039,c,52.0,9.0
59344.429236,c,67.0,7.0
59344.461547,c,62.0,8.0
59344.467559,c,72.0,8.0
59370.364243,c,19.0,7.0
59370.367468,c,17.0,7.0
59370.373916,c,25.0,7.0
59370.407657,c,23.0,7.0
59374.357981,c,28.0,7.0
59374.361207,c,24.0,7.0
59374.366741,c,15.0,8.0
59374.376873,c,6.0,8.0
59378.362724,c,20.0,6.0
59378.365948,c,14.0,7.0
59378.371484,c,19.0,8.0
59378.406662,c,31.0,6.0
59298.509895,o,-10.0,17.0
59298.512204,o,30.0,21.0
59298.526934,o,9.0,15.0
59298.535242,o,3.0,14.0
59300.516725,o,57.0,115.0
59300.519931,o,-100.0,64.0
59300.523133,o,44.0,73.0
59300.528167,o,-46.0,106.0
59304.46507,o,-40.0,19.0
59304.468275,o,-8.0,26.0
59304.471483,o,-2.0,25.0
59304.491372,o,6.0,37.0
59306.573144,o,-7.0,10.0
59306.57683,o,12.0,11.0
59306.582355,o,24.0,11.0
59306.598125,o,23.0,12.0
59320.384268,o,129.0,172.0
59320.389662,o,92.0,12.0
59320.405719,o,74.0,10.0
59320.410991,o,94.0,11.0
59320.444178,o,102.0,11.0
59320.447385,o,129.0,10.0
59320.451957,o,115.0,11.0
59320.458371,o,83.0,10.0
59324.441961,o,115.0,12.0
59324.445171,o,122.0,13.0
59324.447914,o,117.0,12.0
59324.452948,o,114.0,13.0
59326.435152,o,94.0,14.0
59326.436995,o,122.0,15.0
59326.442165,o,109.0,20.0
59326.452034,o,144.0,20.0
59328.443329,o,84.0,24.0
59328.445157,o,175.0,22.0
59328.449324,o,114.0,19.0
59328.467976,o,132.0,23.0
59330.460144,o,56.0,45.0
59330.46293,o,197.0,48.0
59330.495038,o,189.0,39.0
59330.502869,o,138.0,32.0
59332.468569,o,110.0,19.0
59332.514988,o,98.0,26.0
59332.52403,o,78.0,24.0
59332.527254,o,105.0,21.0
59334.454137,o,79.0,12.0
59334.457374,o,117.0,13.0
59334.490731,o,102.0,12.0
59334.518702,o,104.0,12.0
59342.40118,o,69.0,8.0
59342.404173,o,54.0,10.0
59342.409818,o,77.0,9.0
59342.424338,o,23.0,8.0
59346.386344,o,80.0,8.0
59346.390303,o,81.0,10.0
59346.396559,o,63.0,8.0
59346.425099,o,78.0,8.0
59350.385512,o,68.0,10.0
59350.388514,o,56.0,10.0
59350.39128,o,67.0,9.0
59350.404248,o,49.0,11.0
59354.422514,o,54.0,12.0
59354.425735,o,49.0,12.0
59354.43222,o,79.0,12.0
59354.464879,o,76.0,13.0
59356.453203,o,-13.0,20.0
59356.45689,o,31.0,15.0
59356.491139,o,-29.0,36.0
59356.492053,o,24.0,19.0
59356.498955,o,68.0,21.0
59358.393114,o,34.0,17.0
59358.396348,o,70.0,15.0
59358.403753,o,-9.0,15.0
59358.413909,o,84.0,15.0
59360.38215,o,-30.0,35.0
59360.385354,o,-22.0,39.0
59360.391318,o,-5.0,29.0
59360.393605,o,-25.0,28.0
59360.426329,o,56.0,16.0
59362.415402,o,41.0,17.0
59362.418669,o,47.0,18.0
59362.424207,o,29.0,17.0
59362.435753,o,51.0,16.0
59364.408521,o,14.0,14.0
59364.411721,o,25.0,16.0
59364.41723,o,43.0,14.0
59364.452721,o,-28.0,13.0
59368.365004,o,3.0,13.0
59368.368207,o,-10.0,10.0
59368.37371,o,3.0,11.0
59368.406473,o,20.0,9.0
59372.417431,o,16.0,10.0
59372.422946,o,3.0,8.0
59372.443175,o,0.0,10.0
59372.446377,o,20.0,8.0
59376.435463,o,48.0,11.0
59376.440958,o,18.0,11.0
59376.44819,o,-1.0,8.0
59376.453544,o,47.0,11.0
