mjd,filter,uJy,duJy
59111.519813,c,-7.0,53.0
59111.547837,c,-7.0,21.0
59111.551134,c,28.0,26.0
59111.579877,c,12.0,13.0
59115.540243,c,21.0,11.0
59115.546863,c,8.0,14.0
59115.550537,c,-20.0,10.0
59115.574686,c,-30.0,16.0
59139.446408,c,152.0,10.0
59139.449692,c,158.0,11.0
59139.464148,c,113.0,10.0
59139.470338,c,139.0,11.0
59142.337853,c,131.0,12.0
59142.340141,c,120.0,9.0
59142.342896,c,161.0,11.0
59142.351749,c,135.0,11.0
59143.383355,c,139.0,14.0
59143.413759,c,110.0,61.0
59143.423046,c,127.0,30.0
59143.426256,c,117.0,25.0
59163.418922,c,57.0,10.0
59163.422166,c,27.0,12.0
59163.427729,c,41.0,11.0
59163.439291,c,60.0,11.0
59109.463708,o,11.0,10.0
59109.465725,o,1.0,10.0
59109.492032,o,34.0,12.0
59109.525042,o,28.0,10.0
59113.489019,o,-18.0,12.0
59113.492776,o,14.0,14.0
59113.503262,o,-4.0,12.0
59113.518943,o,13.0,7.0
59113.52171,o,18.0,12.0
59113.524563,o,29.0,20.0
59113.560209,o,-49.0,30.0
59113.569408,o,-69.0,34.0
59117.441753,o,9.0,21.0
59117.444063,o,0.0,15.0
59117.444984,o,-12.0,13.0
59117.446824,o,13.0,14.0
59117.447286,o,17.0,11.0
59117.450184,o,15.0,10.0
59117.47666,o,-4.0,14.0
59117.477875,o,-4.0,10.0
59118.381477,o,-22.0,18.0
59118.383763,o,29.0,13.0
59119.427785,o,-14.0,28.0
59119.45612,o,-206.0,74.0
59119.457957,o,17.0,73.0
59119.460716,o,20.0,23.0
59120.394739,o,15.0,19.0
59120.39751,o,22.0,17.0
59120.40028,o,-20.0,15.0
59120.422822,o,20.0,16.0
59121.523305,o,33.0,18.0
59121.52812,o,42.0,19.0
59121.533531,o,10.0,18.0
59121.569111,o,31.0,20.0
59129.506922,o,94.0,14.0
59129.511105,o,108.0,14.0
59129.521776,o,102.0,15.0
59129.538573,o,107.0,15.0
59130.492805,o,80.0,17.0
59130.496108,o,109.0,16.0
59130.501651,o,90.0,17.0
59130.5372,o,134.0,16.0
59131.505669,o,126.0,16.0
59131.531055,o,109.0,19.0
59131.534814,o,125.0,16.0
59131.55437,o,127.0,11.0
59133.459321,o,111.0,12.0
59133.469286,o,140.0,14.0
59133.477189,o,125.0,13.0
59133.484144,o,117.0,11.0
59135.590325,o,134.0,24.0
59137.444107,o,116.0,19.0
59137.447361,o,105.0,13.0
59137.449721,o,128.0,10.0
59137.457648,o,131.0,14.0
59137.459029,o,115.0,12.0
59137.467572,o,134.0,11.0
59137.468031,o,142.0,13.0
59137.471046,o,140.0,11.0
59141.385802,o,125.0,13.0
59141.386263,o,144.0,14.0
59141.387645,o,146.0,12.0
59141.388105,o,156.0,11.0
59141.390406,o,167.0,11.0
59141.40818,o,154.0,11.0
59141.408639,o,144.0,12.0
59141.421811,o,144.0,10.0
59145.455959,o,145.0,10.0
59145.462122,o,134.0,8.0
59145.488186,o,119.0,12.0
59145.497224,o,128.0,10.0
59147.438549,o,128.0,14.0
59147.44175,o,133.0,11.0
59147.447319,o,124.0,15.0
59147.458848,o,135.0,13.0
59148.320783,o,192.0,37.0
59157.433133,o,108.0,13.0
59157.436358,o,68.0,14.0
59157.441969,o,80.0,14.0
59157.462924,o,124.0,16.0
59159.41201,o,-14.0,199.0
59169.377011,o,80.0,16.0
59169.379788,o,57.0,17.0
59169.393141,o,26.0,133.0
59169.400098,o,36.0,15.0
59183.397408,o,67.0,29.0
59183.404444,o,-18.0,32.0
59183.407722,o,22.0,38.0
59184.444107,o,-5.0,22.0
59184.456087,o,20.0,24.0
59184.45886,o,13.0,25.0
59184.464389,o,33.0,29.0
59185.40503,o,71.0,13.0
59185.415216,o,32.0,17.0
59185.420767,o,20.0,16.0
59185.431835,o,24.0,21.0
59186.365856,o,24.0,17.0
59186.368633,o,17.0,15.0
59186.374128,o,1.0,14.0
59186.386579,o,27.0,15.0
59187.415647,o,-1.0,15.0
59187.421158,o,38.0,16.0
59187.432599,o,37.0,17.0
59187.435819,o,30.0,17.0
59188.315959,o,-239.0,224.0
59128.318460599985,ZTF_g,97.21489244017064,16.473666076745474
59130.38225689996,ZTF_g,102.81678033697362,10.869106404644176
59134.28611110011,ZTF_g,132.32868598368142,9.990284021792622
59136.381284699775,ZTF_g,134.64220024031405,8.369199047526427
59138.36929399986,ZTF_g,125.74930689779701,10.11501576532222
59140.2972916998,ZTF_g,133.31235486978892,9.012565009191658
59142.39564809995,ZTF_g,126.98183537318597,10.68354783018717
59144.3387616002,ZTF_g,119.73568414182652,8.605770102926204
59146.36978009995,ZTF_g,104.25027277592898,13.405785900538346
59150.394861099776,ZTF_g,91.71441494497469,9.811263419802902
59155.21734949993,ZTF_g,48.31032954486018,15.481168352273666
59157.36379629979,ZTF_g,52.898091074748955,12.576862626742766
59164.343622699846,ZTF_g,27.458701756183267,9.185055708600018
59170.227361099795,ZTF_g,16.240522592851924,4.361089234626647
59128.386134299915,ZTF_r,87.8266666565928,15.853584364101811
59130.276435200125,ZTF_r,110.41915009048981,6.5394183684487
59134.33083330002,ZTF_r,140.13789832223563,8.948338298330622
59136.32833330007,ZTF_r,150.54460620991597,7.279012710114942
59138.32340280013,ZTF_r,152.00574421190055,8.637451843817077
59140.359201400075,ZTF_r,156.8537116778901,8.470659990474571
59142.28667820012,ZTF_r,154.49015183265817,9.273921472855628
59144.23833330022,ZTF_r,150.0972723232727,8.558416150682486
59150.355185199995,ZTF_r,148.71295385055024,12.285546968309518
59155.278252299875,ZTF_r,122.06017829471094,9.444337341943394
59157.2355324002,ZTF_r,108.17029148584646,9.667322448895629
59164.28138889978,ZTF_r,78.95484767418597,8.285075006751116
59166.29099539993,ZTF_r,68.37724522432478,6.5800718533624565
59168.28777780011,ZTF_r,61.698754910740114,7.146687322844085
59170.26695600012,ZTF_r,62.79467253522869,5.5802957027489875
59172.15265050018,ZTF_r,61.51326795879018,6.930893639074821
59190.18565970007,ZTF_r,30.661966160107387,6.904366501582002
59195.19446759997,ZTF_r,25.77987457023307,5.696289759907576
