mjd,filter,uJy,duJy
59819.345828,c,-10.0,10.0
59819.348993,c,-14.0,12.0
59819.356254,c,-3.0,11.0
59819.37077,c,-2.0,12.0
59841.318103,c,264.0,11.0
59841.321342,c,242.0,11.0
59841.346879,c,241.0,12.0
59845.22297,c,213.0,79.0
59845.226215,c,-943.0,676.0
59845.260047,c,323.0,11.0
59867.252406,c,177.0,11.0
59867.255616,c,161.0,12.0
59867.261112,c,140.0,14.0
59867.271563,c,153.0,13.0
59871.234652,c,134.0,10.0
59871.237829,c,150.0,11.0
59871.243795,c,138.0,12.0
59871.25381,c,123.0,12.0
59875.230951,c,98.0,14.0
59875.234122,c,93.0,17.0
59875.239563,c,112.0,16.0
59875.252297,c,115.0,15.0
59897.202589,c,53.0,11.0
59817.307743,o,-10.0,16.0
59817.313205,o,-19.0,13.0
59817.316849,o,8.0,13.0
59817.326973,o,22.0,14.0
59823.267443,o,11.0,14.0
59823.270608,o,20.0,13.0
59823.276048,o,1.0,12.0
59823.287506,o,-10.0,12.0
59825.342736,o,-29.0,16.0
59825.350934,o,-10.0,13.0
59825.354591,o,7.0,14.0
59825.373428,o,-10.0,16.0
59829.250418,o,-31.0,31.0
59829.254518,o,23.0,33.0
59829.260045,o,26.0,26.0
59829.272362,o,-22.0,28.0
59833.31412,o,67.0,23.0
59833.317355,o,43.0,22.0
59833.325691,o,70.0,27.0
59833.340466,o,45.0,26.0
59837.237409,o,140.0,11.0
59837.240637,o,144.0,12.0
59837.247108,o,112.0,10.0
59839.227802,o,166.0,14.0
59839.233228,o,202.0,18.0
59839.236872,o,161.0,14.0
59847.219271,o,197.0,25.0
59847.221988,o,308.0,19.0
59847.226149,o,296.0,16.0
59847.23169,o,283.0,14.0
59847.235439,o,323.0,14.0
59851.243367,o,324.0,16.0
59851.246981,o,280.0,16.0
59851.263041,o,298.0,17.0
59851.270786,o,292.0,16.0
59853.211925,o,262.0,21.0
59853.215157,o,276.0,16.0
59853.222084,o,259.0,16.0
59853.233682,o,298.0,16.0
59859.248615,o,108.0,188.0
59859.251782,o,274.0,183.0
59859.25726,o,614.0,327.0
59859.269552,o,239.0,142.0
59873.201452,o,160.0,36.0
59873.210227,o,123.0,14.0
59873.214388,o,157.0,15.0
59873.230167,o,138.0,19.0
59881.245432,o,116.0,18.0
59881.248221,o,107.0,16.0
59881.256079,o,155.0,17.0
59881.266259,o,128.0,18.0
59881.27094,o,-22.0,17.0
59883.210026,o,107.0,17.0
59883.213194,o,108.0,15.0
59883.219133,o,125.0,18.0
59883.230975,o,108.0,17.0
59891.19525,o,94.0,36.0
59891.198415,o,65.0,36.0
59891.217939,o,85.0,43.0
