mjd,filter,uJy,duJy
60051.172199,c,13.0,11.0
60051.175487,c,-12.0,14.0
60051.207791,c,18.0,12.0
60051.214163,c,-8.0,14.0
60054.158824,c,-2.0,10.0
60054.159274,c,-11.0,10.0
60054.162002,c,0.0,12.0
60054.162452,c,13.0,12.0
60054.16746,c,2.0,11.0
60054.167911,c,-7.0,8.0
60054.201487,c,26.0,11.0
60054.201938,c,0.0,12.0
60057.153723,c,19.0,14.0
60057.156893,c,14.0,14.0
60057.16335,c,-9.0,12.0
60057.174229,c,-36.0,14.0
60082.824261,c,491.0,13.0
60082.827458,c,520.0,12.0
60082.833455,c,514.0,12.0
60082.844046,c,505.0,11.0
60088.839923,c,356.0,16.0
60088.843114,c,388.0,16.0
60088.849129,c,381.0,14.0
60088.862024,c,371.0,13.0
60108.046741,c,169.0,13.0
60108.053024,c,146.0,12.0
60108.056251,c,176.0,15.0
60108.073412,c,140.0,12.0
60111.020773,c,96.0,12.0
60111.029738,c,74.0,13.0
60111.033803,c,157.0,12.0
60111.050745,c,112.0,14.0
60042.225432,o,-45.0,44.0
60042.237587,o,13.0,57.0
60042.241283,o,-27.0,47.0
60042.268289,o,74.0,63.0
60042.272933,o,-59.0,39.0
60042.275765,o,75.0,42.0
60042.304595,o,-65.0,41.0
60042.333135,o,35.0,42.0
60043.964211,o,-7.0,19.0
60043.96704,o,-18.0,19.0
60043.975601,o,-7.0,20.0
60043.98597,o,-14.0,19.0
60045.221197,o,-24.0,15.0
60045.224375,o,-7.0,17.0
60045.231684,o,-3.0,16.0
60045.261523,o,-9.0,17.0
60048.212898,o,35.0,13.0
60048.216079,o,-5.0,11.0
60048.22616,o,-42.0,14.0
60048.232059,o,-6.0,15.0
60049.924656,o,-20.0,12.0
60049.92792,o,0.0,10.0
60049.933733,o,-10.0,13.0
60049.969299,o,-12.0,12.0
60052.907009,o,-162.0,56.0
60052.915799,o,-126.0,193.0
60052.926634,o,-8.0,10.0
60063.178783,o,128.0,18.0
60063.205663,o,121.0,19.0
60064.833654,o,249.0,24.0
60064.835987,o,244.0,24.0
60064.855047,o,224.0,23.0
60069.433235,o,493.0,41.0
60069.438337,o,410.0,37.0
60069.478321,o,383.0,41.0
60070.906771,o,388.0,41.0
60070.907222,o,441.0,40.0
60070.90997,o,370.0,44.0
60070.91042,o,445.0,43.0
60070.916346,o,340.0,38.0
60070.927341,o,555.0,38.0
60072.127822,o,533.0,31.0
60072.138473,o,449.0,27.0
60072.144856,o,426.0,36.0
60072.150785,o,457.0,28.0
60073.878242,o,434.0,21.0
60073.884818,o,454.0,17.0
60073.888032,o,432.0,20.0
60075.117073,o,461.0,18.0
60075.120265,o,448.0,18.0
60075.126179,o,446.0,20.0
60075.13736,o,416.0,22.0
60078.226173,o,465.0,20.0
60078.231694,o,441.0,21.0
60078.234858,o,517.0,21.0
60078.244966,o,504.0,21.0
60084.086191,o,271.0,152.0
60084.088941,o,201.0,115.0
60084.09578,o,413.0,39.0
60084.110338,o,4.0,405.0
60091.809588,o,249.0,21.0
60091.812392,o,235.0,21.0
60091.819041,o,227.0,16.0
60091.819492,o,245.0,18.0
60091.822304,o,254.0,22.0
60091.827423,o,233.0,18.0
60091.833181,o,218.0,21.0
