mjd,filter,uJy,duJy
59368.428529,c,2.0,9.0
59368.431308,c,-3.0,8.0
59368.453338,c,-7.0,10.0
59368.4664,c,-20.0,9.0
59372.337466,c,-13.0,9.0
59372.34165,c,8.0,9.0
59372.346763,c,-2.0,8.0
59372.360165,c,-3.0,8.0
59376.344872,c,394.0,11.0
59376.348556,c,407.0,11.0
59376.354592,c,384.0,12.0
59376.365239,c,408.0,10.0
59380.302308,c,2171.0,18.0
59380.305538,c,2168.0,18.0
59380.311578,c,2175.0,20.0
59380.327322,c,2150.0,48.0
59394.330299,c,7753.0,29.0
59394.333502,c,7856.0,29.0
59394.33901,c,7728.0,29.0
59394.355241,c,7732.0,29.0
59402.312836,c,5447.0,27.0
59402.316049,c,5442.0,28.0
59402.322459,c,5456.0,27.0
59402.334448,c,5494.0,27.0
59406.267465,c,4168.0,30.0
59406.271125,c,4248.0,34.0
59406.278551,c,4211.0,24.0
59406.289147,c,4249.0,23.0
59424.29307,c,1455.0,15.0
59424.299059,c,1428.0,14.0
59424.302283,c,1434.0,16.0
59424.316566,c,1412.0,17.0
59428.273446,c,1182.0,16.0
59428.276672,c,1177.0,16.0
59428.282208,c,1170.0,17.0
59428.296034,c,1187.0,15.0
59432.25559,c,1042.0,15.0
59432.25605,c,963.0,20.0
59432.25928,c,1068.0,16.0
59432.264814,c,1036.0,16.0
59432.275881,c,1046.0,16.0
59354.366418,o,18.0,13.0
59354.370077,o,11.0,15.0
59354.377416,o,8.0,16.0
59354.398177,o,26.0,14.0
59361.440257,o,22.0,46.0
59361.444872,o,-1.0,34.0
59361.449904,o,86.0,35.0
59362.408176,o,-73.0,17.0
59362.412326,o,-35.0,24.0
59362.422924,o,-37.0,24.0
59362.429348,o,-23.0,23.0
59364.345972,o,-7.0,13.0
59364.351068,o,-16.0,12.0
59364.354797,o,4.0,12.0
59364.365499,o,-2.0,11.0
59366.408743,o,-1.0,12.0
59366.412402,o,12.0,12.0
59366.419275,o,-30.0,14.0
59366.437915,o,-20.0,14.0
59370.348557,o,16.0,13.0
59370.352237,o,-16.0,14.0
59370.357728,o,-19.0,13.0
59370.372854,o,-8.0,14.0
59373.347316,o,-13.0,12.0
59373.350534,o,-8.0,12.0
59373.356961,o,5.0,11.0
59373.367036,o,-10.0,12.0
59374.329776,o,55.0,12.0
59374.336221,o,71.0,14.0
59374.340339,o,73.0,14.0
59374.354586,o,76.0,14.0
59377.328122,o,676.0,15.0
59377.331322,o,660.0,15.0
59377.337747,o,672.0,14.0
59377.347824,o,648.0,15.0
59378.371153,o,1083.0,19.0
59378.37665,o,1054.0,18.0
59378.379853,o,1069.0,18.0
59378.409928,o,1070.0,18.0
59382.314657,o,3517.0,26.0
59382.317862,o,3560.0,24.0
59382.325649,o,3544.0,28.0
59382.340409,o,3512.0,26.0
59384.303639,o,4829.0,32.0
59384.306865,o,4813.0,32.0
59384.316998,o,4860.0,32.0
59384.325656,o,4818.0,36.0
59388.321272,o,6319.0,44.0
59388.322194,o,6307.0,32.0
59388.324497,o,6125.0,45.0
59388.325416,o,6346.0,33.0
59388.330502,o,6365.0,34.0
59388.331884,o,6253.0,37.0
59388.343036,o,6324.0,34.0
59389.391131,o,6538.0,94.0
59389.394341,o,6346.0,86.0
59389.400803,o,6307.0,106.0
59389.411876,o,6140.0,191.0
59390.309757,o,6885.0,97.0
59390.316173,o,6549.0,111.0
59390.319385,o,6586.0,106.0
59390.335491,o,6592.0,128.0
59391.334293,o,6463.0,34.0
59391.336597,o,6493.0,31.0
59391.33798,o,6095.0,34.0
59391.339823,o,6465.0,32.0
59391.343512,o,6547.0,32.0
59391.345815,o,6432.0,30.0
59391.35687,o,6392.0,32.0
59392.350028,o,6358.0,29.0
59392.353254,o,6361.0,30.0
59392.359703,o,6410.0,31.0
59392.371724,o,6356.0,30.0
59396.330098,o,5988.0,27.0
59396.333332,o,6032.0,27.0
59396.340714,o,6010.0,27.0
59396.354544,o,5955.0,28.0
59400.296811,o,4691.0,24.0
59400.300499,o,4728.0,24.0
59400.307424,o,4746.0,24.0
59400.323113,o,4716.0,24.0
59404.282382,o,3689.0,22.0
59404.285604,o,3715.0,22.0
59404.291612,o,3631.0,23.0
59404.305101,o,3684.0,23.0
59408.269788,o,3443.0,22.0
59408.279936,o,3439.0,20.0
59408.283167,o,3451.0,23.0
59408.292839,o,3424.0,22.0
59416.306491,o,3097.0,122.0
59417.275658,o,2958.0,113.0
59417.281161,o,3149.0,89.0
59417.288984,o,3059.0,73.0
59417.293137,o,3114.0,34.0
59418.293681,o,3008.0,33.0
59418.296899,o,3125.0,31.0
59418.30287,o,3064.0,36.0
59418.313452,o,3095.0,36.0
59426.278526,o,1878.0,23.0
59426.287268,o,2000.0,24.0
