mjd,filter,uJy,duJy
59454.24592,c,-8.0,13.0
59454.249122,c,-15.0,10.0
59454.255654,c,-9.0,12.0
59454.265765,c,-5.0,12.0
59458.26174,c,15.0,15.0
59458.265425,c,6.0,17.0
59458.270963,c,-19.0,37.0
59458.283362,c,16.0,20.0
59466.229744,c,92.0,14.0
59466.233901,c,105.0,13.0
59466.239448,c,91.0,11.0
59466.25094,c,78.0,11.0
59444.271669,o,-17.0,17.0
59444.274982,o,14.0,15.0
59444.280504,o,2.0,14.0
59444.302329,o,-18.0,16.0
59446.266045,o,-4.0,15.0
59446.269252,o,-13.0,20.0
59446.275258,o,4.0,16.0
59446.285796,o,-3.0,18.0
59447.286123,o,-2.0,18.0
59447.291253,o,1.0,17.0
59447.300567,o,16.0,17.0
59447.308484,o,-8.0,20.0
59448.300339,o,22.0,20.0
59448.305866,o,6.0,20.0
59448.30909,o,26.0,21.0
59448.32155,o,6.0,20.0
59450.316641,o,-14.0,26.0
59450.319864,o,-34.0,24.0
59450.325369,o,-17.0,26.0
59450.337286,o,-50.0,32.0
59452.252745,o,13.0,11.0
59452.258275,o,14.0,11.0
59452.262879,o,4.0,11.0
59452.268869,o,18.0,16.0
59452.275778,o,2.0,10.0
59456.265462,o,-5.0,11.0
59456.269163,o,2.0,14.0
59456.274705,o,15.0,10.0
59456.287601,o,12.0,11.0
59460.254646,o,39.0,10.0
59460.258822,o,25.0,9.0
59460.265734,o,20.0,10.0
59460.276414,o,16.0,11.0
59464.256644,o,91.0,12.0
59464.25988,o,61.0,11.0
59464.265866,o,74.0,12.0
59464.27694,o,67.0,12.0
59470.221896,o,91.0,38.0
59470.225106,o,152.0,25.0
59470.231522,o,131.0,22.0
59470.245283,o,90.0,18.0
59480.232531,o,143.0,19.0
59480.236686,o,167.0,20.0
59480.242215,o,91.0,26.0
59480.253755,o,82.0,31.0
59488.215947,o,166.0,67.0
59488.219631,o,-18.0,192.0
59488.222854,o,-143.0,178.0
59488.225154,o,-182.0,228.0
59488.226075,o,398.0,142.0
59488.232551,o,8.0,94.0
59488.237155,o,-451.0,465.0
59488.242697,o,145.0,91.0
59490.209272,o,134.0,25.0
59490.212473,o,106.0,18.0
59490.215215,o,95.0,22.0
59490.218874,o,110.0,19.0
59490.220247,o,87.0,15.0
59490.224385,o,111.0,16.0
59490.230381,o,122.0,17.0
59490.235428,o,69.0,16.0
59506.19899,o,53.0,67.0
59506.202196,o,100.0,42.0
59506.207712,o,74.0,40.0
59506.217808,o,13.0,42.0
