mjd,filter,uJy,duJy
60052.373194,c,-12,12
60052.37606,c,-2,12
60052.381257,c,-27,12
60052.400124,c,-9,13
60058.376129,c,-21,12
60058.378936,c,-19,12
60058.384092,c,-5,12
60058.404074,c,-27,12
60058.427669,c,-7,30
60081.086279,c,2862,23
60081.089081,c,2876,24
60081.092311,c,2811,20
60081.106009,c,2925,21
60084.0863,c,2588,19
60084.089134,c,2633,19
60084.092914,c,2556,20
60084.099472,c,2541,20
60087.109395,c,2248,68
60087.111241,c,2254,104
60087.131947,c,2029,30
60087.134895,c,2088,27
60093.102622,c,1344,18
60093.105046,c,1370,19
60093.108146,c,1310,17
60093.118664,c,1299,19
60109.292846,c,446,14
60109.295588,c,460,15
60109.313732,c,442,14
60109.31887,c,427,14
60112.289772,c,400,15
60112.291124,c,395,15
60112.294986,c,410,14
60112.3003,c,412,14
60046.377775,o,-20,29
60046.398946,o,64,26
60046.403136,o,4,30
60046.410641,o,12,26
60049.39749,o,1,31
60049.401832,o,-139,54
60049.407786,o,-12,40
60049.415825,o,-33,26
60051.147027,o,25,17
60051.150916,o,4,15
60051.154944,o,-1,16
60051.161347,o,-11,21
60060.127911,o,7,13
60060.130975,o,18,13
60060.136998,o,-8,14
60060.142597,o,2,14
60063.10775,o,-11,15
60063.115293,o,27,15
60063.119073,o,9,18
60066.113381,o,260,16
60066.138445,o,254,18
60066.172339,o,408,55
60067.383931,o,473,22
60067.395889,o,512,18
60069.061164,o,910,31
60069.063934,o,990,33
60069.090808,o,944,26
60070.31546,o,1277,46
60070.338997,o,1268,40
60070.339449,o,1240,32
60070.341769,o,1396,43
60070.342221,o,1243,30
60070.363019,o,1209,29
60072.072563,o,1806,34
60072.092018,o,1719,32
60072.097291,o,1752,30
60072.112235,o,1802,32
60072.115817,o,1720,32
60073.338489,o,1868,31
60073.340329,o,2049,43
60073.341726,o,1836,33
60073.348355,o,2067,36
60073.364393,o,2246,44
60073.364844,o,1973,31
60073.430707,o,2119,36
60075.091183,o,2245,36
60075.099718,o,2252,32
60082.347027,o,2278,25
60082.34979,o,2299,23
60082.353904,o,2247,26
60082.360035,o,2451,27
60085.339204,o,1926,24
60085.341458,o,1872,24
60085.34465,o,1849,22
60085.35148,o,1630,32
60102.03859,o,1121,38
60102.043693,o,1057,34
60102.054069,o,1101,37
60106.306532,o,839,20
60106.308845,o,807,21
60106.311691,o,834,21
60106.319512,o,813,27
60125.943151,o,305,25
60125.98475,o,323,21
