mjd,filter,uJy,duJy
59223.381453,c,106.0,31.0
59227.383563,c,177.0,9.0
59227.386786,c,193.0,10.0
59227.393267,c,180.0,8.0
59227.403907,c,198.0,10.0
59229.373136,c,230.0,10.0
59229.407474,c,260.0,11.0
59229.410674,c,236.0,12.0
59229.416163,c,221.0,11.0
59231.373278,c,278.0,11.0
59231.376504,c,285.0,10.0
59231.382965,c,267.0,11.0
59231.394042,c,282.0,12.0
59251.345759,c,134.0,11.0
59251.349444,c,136.0,10.0
59251.354982,c,139.0,11.0
59251.365138,c,158.0,12.0
59253.359004,c,136.0,14.0
59253.363207,c,148.0,12.0
59253.369214,c,135.0,14.0
59253.379308,c,116.0,13.0
59255.317249,c,138.0,12.0
59255.320934,c,124.0,11.0
59255.326919,c,142.0,12.0
59255.340746,c,91.0,12.0
59257.326993,c,107.0,10.0
59257.330196,c,116.0,13.0
59257.335704,c,102.0,11.0
59257.347169,c,116.0,12.0
59259.322151,c,85.0,9.0
59259.330011,c,101.0,9.0
59259.336932,c,99.0,12.0
59259.34984,c,124.0,13.0
59261.29334,c,74.0,13.0
59261.297018,c,101.0,12.0
59261.302509,c,70.0,10.0
59261.315421,c,99.0,9.0
59277.297776,c,66.0,11.0
59277.300999,c,63.0,12.0
59277.30879,c,42.0,13.0
59277.320732,c,58.0,11.0
59285.22748,c,52.0,23.0
59285.238456,c,36.0,11.0
59285.248774,c,29.0,11.0
59207.400798,o,-8.0,15.0
59207.402657,o,24.0,15.0
59207.40542,o,-13.0,11.0
59207.410496,o,6.0,12.0
59209.446872,o,-3.0,28.0
59209.450992,o,10.0,28.0
59209.456957,o,4.0,28.0
59209.467022,o,-30.0,23.0
59211.448213,o,-28.0,23.0
59211.45144,o,-22.0,28.0
59211.458366,o,-45.0,32.0
59211.492846,o,-13.0,33.0
59219.40132,o,17.0,14.0
59219.404545,o,-6.0,15.0
59219.410074,o,38.0,16.0
59219.420224,o,8.0,14.0
59243.346182,o,195.0,27.0
59243.349864,o,186.0,34.0
59243.355392,o,168.0,30.0
59243.366924,o,166.0,32.0
59247.392022,o,124.0,16.0
59247.395246,o,116.0,16.0
59247.401248,o,128.0,17.0
59247.411391,o,145.0,18.0
59263.29383,o,151.0,182.0
59263.29753,o,735.0,467.0
59267.304298,o,102.0,19.0
59267.30752,o,123.0,17.0
59267.314431,o,98.0,17.0
59267.325043,o,100.0,20.0
59271.312092,o,90.0,30.0
59271.315776,o,60.0,36.0
59271.321315,o,61.0,30.0
59271.33237,o,88.0,27.0
