mjd,filter,uJy,duJy
59136.57952,c,12.0,10.0
59136.582729,c,-4.0,8.0
59136.588694,c,1.0,9.0
59136.593726,c,-1.0,8.0
59140.554263,c,4.0,10.0
59140.557053,c,-17.0,11.0
59140.561632,c,-4.0,11.0
59140.573421,c,-9.0,14.0
59144.537423,c,5.0,7.0
59144.540813,c,13.0,10.0
59144.554114,c,6.0,9.0
59144.55963,c,-6.0,10.0
59148.534302,c,51.0,14.0
59148.536588,c,43.0,14.0
59148.539338,c,54.0,13.0
59148.544827,c,35.0,15.0
59148.549858,c,80.0,14.0
59148.551686,c,60.0,14.0
59148.583195,c,11.0,18.0
59148.586098,c,53.0,15.0
59176.574758,c,38.0,10.0
59176.57797,c,40.0,12.0
59176.584395,c,43.0,8.0
59176.59456,c,16.0,64.0
59192.427713,c,7.0,9.0
59192.434685,c,8.0,10.0
59192.438375,c,12.0,9.0
59192.450322,c,18.0,8.0
59194.497124,c,13.0,9.0
59194.500358,c,7.0,9.0
59194.506819,c,38.0,12.0
59194.539415,c,26.0,10.0
59200.407989,c,15.0,10.0
59200.44308,c,17.0,10.0
59200.445998,c,3.0,9.0
59200.467749,c,-14.0,10.0
59200.519692,c,18.0,10.0
59200.52015,c,7.0,10.0
59200.520606,c,0.0,11.0
59200.521063,c,19.0,9.0
59200.521521,c,32.0,11.0
59202.584552,c,4.0,8.0
59202.588237,c,18.0,10.0
59202.59515,c,12.0,11.0
59202.60622,c,-1.0,12.0
59202.660443,c,54.0,16.0
59204.604406,c,12.0,13.0
59204.607627,c,7.0,12.0
59204.61312,c,2.0,12.0
59204.624108,c,-6.0,12.0
59204.630087,c,9.0,12.0
59204.633345,c,14.0,14.0
59204.641582,c,14.0,14.0
59204.658824,c,9.0,17.0
59204.667615,c,-57.0,44.0
59126.532859,o,78.0,15.0
59126.535171,o,16.0,13.0
59126.53795,o,-18.0,15.0
59126.543071,o,-1.0,18.0
59130.596113,o,-13.0,14.0
59130.597957,o,10.0,18.0
59130.60809,o,0.0,14.0
59130.622634,o,13.0,15.0
59132.498409,o,-5.0,14.0
59132.517729,o,-18.0,15.0
59132.521878,o,-25.0,15.0
59132.527372,o,-28.0,14.0
59134.600976,o,1448.0,2426.0
59134.608113,o,-136.0,153.0
59134.622294,o,466.0,620.0
59134.62963,o,-224.0,178.0
59138.565074,o,6.0,12.0
59138.566929,o,-7.0,11.0
59138.570165,o,4.0,14.0
59138.578234,o,15.0,12.0
59142.508231,o,28.0,10.0
59142.51007,o,21.0,12.0
59142.512878,o,31.0,12.0
59142.517979,o,14.0,10.0
59146.550509,o,45.0,9.0
59146.552813,o,37.0,10.0
59146.555577,o,43.0,10.0
59146.56111,o,41.0,12.0
59150.59562,o,93.0,12.0
59150.598841,o,103.0,16.0
59150.605436,o,91.0,11.0
59150.622342,o,102.0,13.0
59154.526181,o,116.0,25.0
59154.528045,o,98.0,23.0
59154.532222,o,104.0,23.0
59154.542274,o,103.0,19.0
59156.523422,o,69.0,40.0
59156.525253,o,113.0,34.0
59156.546836,o,146.0,38.0
59156.550041,o,134.0,35.0
59162.52146,o,90.0,13.0
59162.523306,o,82.0,12.0
59162.526072,o,91.0,11.0
59162.531138,o,78.0,14.0
59170.534577,o,72.0,26.0
59178.50416,o,48.0,12.0
59178.508328,o,50.0,11.0
59178.515704,o,51.0,12.0
59178.528148,o,78.0,8.0
59180.47251,o,77.0,18.0
59180.474341,o,34.0,21.0
59180.477549,o,69.0,19.0
59180.482612,o,72.0,18.0
59182.36054,o,78.0,24.0
59182.38496,o,69.0,21.0
59182.391452,o,36.0,24.0
59182.394675,o,83.0,22.0
59186.499988,o,24.0,22.0
59186.503233,o,29.0,26.0
59186.510609,o,35.0,26.0
59186.523526,o,49.0,24.0
59190.423346,o,34.0,10.0
59190.425189,o,16.0,12.0
59190.428414,o,46.0,9.0
59190.433944,o,20.0,11.0
59145.436249999795,ZTF_g,30.238037409891863,4.7155638799781325
59149.48656249978,ZTF_g,80.35609064591823,6.47260559321915
59151.39033559989,ZTF_g,98.85002875866559,9.560015469314957
59153.428588000126,ZTF_g,108.96042787593656,11.659703178906438
59155.403830999974,ZTF_g,125.50389375472679,11.585213422318455
59157.407048599795,ZTF_g,119.71925345383367,11.874798612893176
59166.40972220013,ZTF_g,77.0820400225174,7.189863147254793
59168.37106479984,ZTF_g,71.04736901178293,5.594857072807778
59170.43717590021,ZTF_g,52.41099443603878,5.566163733902195
59172.29953699978,ZTF_g,45.837571457155285,4.666109640205265
59176.3954977002,ZTF_g,32.215642706247735,4.1329184369432
59149.42643520003,ZTF_r,70.27181973109323,8.16871615554201
59151.513981500175,ZTF_r,95.39051643017872,10.103038629867095
59153.44452549983,ZTF_r,107.16012215460316,8.197083657363601
59155.44979170011,ZTF_r,123.18811222436521,10.383432340668618
59157.44993059989,ZTF_r,118.26101442742477,13.333816368317965
59164.51506939996,ZTF_r,103.33389506927553,6.8231957623494175
59166.43428240018,ZTF_r,87.59973653786406,7.096701603114464
59168.34353009984,ZTF_r,82.877453798591,9.08696616142921
59170.41075230017,ZTF_r,73.78620939676327,6.282951271046681
59176.40944440011,ZTF_r,60.17254771823579,5.51253452178022
59179.37160879979,ZTF_r,59.07427494864987,6.512906518086856
