mjd,filter,uJy,duJy
58846.593882,c,12.0,8.0
58846.597994,c,5.0,7.0
58846.603625,c,-3.0,8.0
58846.614105,c,9.0,8.0
58870.484864,c,70.0,8.0
58870.487612,c,82.0,8.0
58870.493269,c,87.0,8.0
58870.503504,c,68.0,8.0
58874.535228,c,64.0,10.0
58874.539021,c,82.0,10.0
58874.545142,c,66.0,9.0
58874.553141,c,92.0,12.0
58874.559308,c,83.0,8.0
58875.566627,c,100.0,12.0
58878.411114,c,17.0,44.0
58878.414317,c,67.0,15.0
58878.420351,c,48.0,10.0
58878.423584,c,43.0,20.0
58878.430576,c,75.0,12.0
58879.431868,c,-67.0,100.0
58902.432075,c,26.0,9.0
58902.438262,c,28.0,10.0
58902.442167,c,18.0,8.0
58902.452637,c,11.0,7.0
58849.616776,o,4.0,10.0
58849.629683,o,16.0,12.0
58849.638663,o,30.0,12.0
58849.649765,o,8.0,11.0
58849.675333,o,-114.0,57.0
58850.587291,o,6.0,8.0
58850.5956,o,-4.0,7.0
58850.61496,o,18.0,10.0
58850.623053,o,8.0,9.0
58852.513988,o,-2.0,16.0
58852.517342,o,14.0,12.0
58852.522685,o,-41.0,13.0
58852.532676,o,4.0,14.0
58866.553725,o,40.0,12.0
58866.55675,o,37.0,10.0
58866.562395,o,40.0,10.0
58866.575199,o,54.0,15.0
58868.416007,o,57.0,10.0
58868.424803,o,39.0,10.0
58868.42769,o,47.0,9.0
58868.438536,o,56.0,12.0
58872.573396,o,56.0,12.0
58872.577086,o,38.0,11.0
58872.583566,o,50.0,11.0
58872.596506,o,54.0,10.0
58876.42415,o,40.0,11.0
58876.427407,o,70.0,11.0
58876.436338,o,43.0,10.0
58876.447848,o,58.0,11.0
58880.521106,o,38.0,10.0
58880.526606,o,67.0,11.0
58880.530299,o,45.0,12.0
58880.540756,o,38.0,10.0
58881.456841,o,34.0,9.0
58881.459816,o,32.0,12.0
58881.468809,o,26.0,9.0
58881.481463,o,42.0,10.0
58883.473175,o,47.0,17.0
58883.476474,o,35.0,12.0
58883.487262,o,32.0,14.0
58883.495001,o,24.0,14.0
58884.445777,o,58.0,13.0
58884.449223,o,49.0,12.0
58884.45524,o,40.0,15.0
58884.465136,o,19.0,11.0
58885.390044,o,38.0,13.0
58885.393382,o,8.0,16.0
58885.398695,o,40.0,16.0
58885.412178,o,32.0,16.0
58900.471345,o,9.0,11.0
58900.474585,o,-2.0,11.0
58900.480256,o,-3.0,11.0
58900.490463,o,18.0,9.0
58904.460663,o,-2.0,9.0
58904.464348,o,29.0,10.0
58904.470878,o,6.0,9.0
58904.480767,o,24.0,9.0
58905.439678,o,-14.0,12.0
58905.443166,o,24.0,10.0
58905.448459,o,20.0,12.0
58905.459738,o,6.0,10.0
58906.564792,o,-6.0,9.0
58911.357858,o,16.0,14.0
58911.361654,o,-8.0,12.0
58911.383782,o,23.0,10.0
58911.398151,o,19.0,14.0
58912.458473,o,-10.0,16.0
58912.461727,o,7.0,12.0
58912.467771,o,-33.0,18.0
58912.470122,o,9.0,14.0
58912.473355,o,36.0,14.0
58912.478078,o,-9.0,9.0
58912.479019,o,3.0,8.0
58913.409605,o,12.0,16.0
58913.410065,o,15.0,13.0
58913.414816,o,13.0,17.0
58913.417836,o,36.0,12.0
58913.421547,o,12.0,13.0
58913.430071,o,2.0,12.0
58913.43368,o,-14.0,14.0
58920.510831,o,23.0,17.0
58920.514059,o,36.0,16.0
58920.519268,o,-51.0,16.0
58920.529444,o,9.0,22.0
58924.468662,o,40.0,11.0
58924.471914,o,16.0,16.0
58924.477446,o,26.0,17.0
58924.489035,o,-6.0,30.0
58863.4189352002,ZTF_g,41.476299322992084,10.388272875868376
58873.3582175998,ZTF_g,63.29846814528764,7.535215320639646
58876.379536999855,ZTF_g,55.36636353889189,6.991350201466983
58867.372500000056,ZTF_r,65.56776799255998,11.133331940683908
58873.329699099995,ZTF_r,63.43988689206068,9.096551584036913
58876.33741899999,ZTF_r,62.211174418068985,7.3294852311405325
