mjd,filter,uJy,duJy
59346.588979,c,76.0,10.0
59346.594485,c,59.0,10.0
59346.611784,c,76.0,10.0
59346.622885,c,83.0,25.0
59353.57767,c,34.0,10.0
59353.596014,c,37.0,10.0
59353.60561,c,44.0,12.0
59353.611585,c,54.0,11.0
59354.587686,c,39.0,10.0
59354.603384,c,31.0,8.0
59354.613139,c,41.0,11.0
59354.620588,c,48.0,20.0
59372.559547,c,34.0,8.0
59372.566276,c,12.0,8.0
59372.568137,c,22.0,11.0
59372.577907,c,15.0,8.0
59376.546402,c,14.0,8.0
59376.548243,c,16.0,8.0
59376.554698,c,17.0,8.0
59376.560235,c,31.0,8.0
59380.529459,c,23.0,10.0
59380.533607,c,33.0,8.0
59380.539596,c,1.0,8.0
59380.558649,c,26.0,10.0
59384.538075,c,25.0,17.0
59384.539931,c,-1.0,33.0
59384.544077,c,-44.0,31.0
59384.549145,c,-13.0,19.0
59322.602601,o,82.0,29.0
59322.620177,o,92.0,28.0
59322.624302,o,100.0,28.0
59326.596747,o,149.0,16.0
59326.61315,o,131.0,14.0
59326.622596,o,136.0,14.0
59326.627215,o,131.0,18.0
59328.605978,o,160.0,15.0
59328.610149,o,143.0,12.0
59328.615283,o,143.0,13.0
59328.630986,o,120.0,26.0
59332.577428,o,132.0,26.0
59332.581573,o,120.0,21.0
59332.58711,o,136.0,24.0
59332.606477,o,149.0,17.0
59334.601777,o,141.0,27.0
59334.605899,o,146.0,21.0
59334.613718,o,167.0,20.0
59334.62834,o,181.0,40.0
59335.598652,o,122.0,28.0
59335.608813,o,101.0,24.0
59335.618876,o,103.0,27.0
59335.623023,o,224.0,33.0
59336.585946,o,164.0,27.0
59336.596046,o,95.0,28.0
59336.607696,o,137.0,29.0
59336.615101,o,71.0,25.0
59344.58976,o,129.0,12.0
59344.607177,o,106.0,11.0
59344.613314,o,102.0,14.0
59344.619636,o,104.0,17.0
59348.571474,o,88.0,14.0
59348.574258,o,67.0,10.0
59348.58072,o,108.0,11.0
59348.601468,o,91.0,10.0
59352.537753,o,63.0,12.0
59352.547114,o,60.0,12.0
59352.550336,o,89.0,11.0
59352.562627,o,65.0,11.0
59357.576073,o,59.0,12.0
59357.579275,o,52.0,12.0
59357.59769,o,48.0,10.0
59357.604115,o,71.0,10.0
59358.527409,o,79.0,21.0
59358.530184,o,12.0,20.0
59358.536614,o,94.0,21.0
59358.548512,o,90.0,22.0
59359.526676,o,86.0,20.0
59359.530364,o,57.0,24.0
59359.536814,o,38.0,20.0
59359.547421,o,77.0,18.0
59360.571207,o,14.0,28.0
59360.574509,o,15.0,29.0
59360.581002,o,35.0,25.0
59360.60003,o,33.0,24.0
59361.532538,o,45.0,103.0
59361.537172,o,197.0,112.0
59361.544037,o,42.0,56.0
59361.555181,o,-11.0,62.0
59362.548641,o,0.0,29.0
59362.562133,o,37.0,27.0
59362.566254,o,43.0,27.0
59362.574046,o,80.0,24.0
59366.578754,o,6.0,22.0
59366.582889,o,49.0,18.0
59366.602687,o,43.0,19.0
59366.610069,o,70.0,19.0
59370.555387,o,47.0,11.0
59370.55817,o,52.0,12.0
59370.564135,o,36.0,12.0
59370.57614,o,56.0,8.0
59373.53977,o,34.0,13.0
59373.54345,o,60.0,13.0
59373.551101,o,46.0,12.0
59373.56118,o,46.0,11.0
59374.54015,o,39.0,10.0
59374.543204,o,27.0,12.0
59374.545955,o,52.0,13.0
59377.536612,o,37.0,11.0
59377.539388,o,34.0,10.0
59377.546748,o,20.0,10.0
59377.559091,o,17.0,8.0
59382.532138,o,16.0,8.0
59382.53397,o,33.0,11.0
59382.537651,o,20.0,10.0
59382.547606,o,21.0,10.0
59386.509636,o,42.0,14.0
59386.511466,o,10.0,17.0
59386.52292,o,4.0,13.0
59386.528886,o,9.0,13.0
