mjd,filter,uJy,duJy
59288.5724,c,18.0,8.0
59288.576097,c,40.0,9.0
59288.582423,c,37.0,9.0
59288.594363,c,21.0,9.0
59292.503974,c,93.0,9.0
59292.506756,c,106.0,9.0
59292.512316,c,95.0,9.0
59292.517819,c,114.0,8.0
59292.651077,c,118.0,18.0
59310.513351,c,281.0,8.0
59310.520563,c,262.0,9.0
59310.524723,c,268.0,8.0
59310.535049,c,269.0,9.0
59314.529958,c,259.0,9.0
59314.532256,c,229.0,9.0
59314.535017,c,239.0,9.0
59314.540556,c,232.0,8.0
59318.512158,c,205.0,8.0
59318.515402,c,209.0,9.0
59318.525304,c,198.0,9.0
59318.530467,c,199.0,8.0
59322.463029,c,175.0,8.0
59322.465334,c,171.0,9.0
59322.468113,c,171.0,8.0
59322.470875,c,164.0,9.0
59322.473182,c,174.0,8.0
59322.474104,c,166.0,9.0
59322.476866,c,161.0,9.0
59322.484241,c,162.0,8.0
59344.399652,c,86.0,9.0
59344.401481,c,82.0,9.0
59344.433932,c,66.0,8.0
59344.441072,c,70.0,9.0
59348.572492,c,66.0,8.0
59348.575705,c,60.0,9.0
59348.584521,c,72.0,8.0
59278.622599,o,-61.0,27.0
59278.64028,o,-14.0,50.0
59278.649995,o,56.0,134.0
59278.655595,o,16.0,224.0
59294.599425,o,110.0,8.0
59294.603207,o,140.0,10.0
59294.624344,o,109.0,8.0
59298.563471,o,181.0,14.0
59298.566233,o,187.0,11.0
59298.569459,o,197.0,14.0
59298.574537,o,179.0,10.0
59300.55746,o,295.0,177.0
59300.560202,o,-70.0,135.0
59300.562955,o,278.0,87.0
59304.541869,o,217.0,28.0
59304.544722,o,212.0,30.0
59304.550305,o,195.0,16.0
59304.560385,o,236.0,21.0
59306.604597,o,207.0,12.0
59306.608743,o,232.0,12.0
59306.61614,o,228.0,14.0
59306.632761,o,207.0,13.0
59308.608015,o,255.0,17.0
59308.619942,o,270.0,30.0
59308.632318,o,210.0,27.0
59320.499387,o,204.0,14.0
59320.507224,o,188.0,15.0
59320.5109,o,185.0,17.0
59320.518715,o,180.0,14.0
59320.522383,o,192.0,16.0
59320.527886,o,197.0,17.0
59324.497462,o,145.0,10.0
59324.499291,o,153.0,9.0
59324.502034,o,141.0,11.0
59324.507073,o,181.0,10.0
59324.633244,o,156.0,19.0
59326.440786,o,158.0,17.0
59326.444554,o,172.0,23.0
59326.449719,o,138.0,19.0
59326.469412,o,156.0,18.0
59326.486968,o,158.0,22.0
59326.49019,o,158.0,17.0
59326.497325,o,109.0,29.0
59326.5152,o,89.0,21.0
59328.439162,o,143.0,22.0
59328.447901,o,144.0,22.0
59328.467061,o,149.0,21.0
59328.470262,o,108.0,20.0
59330.473684,o,110.0,47.0
59330.475525,o,61.0,50.0
59330.48016,o,652.0,298.0
59330.483386,o,4.0,48.0
59330.485226,o,175.0,46.0
59330.486148,o,122.0,46.0
59330.489381,o,150.0,34.0
59330.51129,o,158.0,32.0
59332.531853,o,166.0,21.0
59332.535976,o,102.0,16.0
59332.542414,o,166.0,19.0
59332.55361,o,156.0,21.0
59334.461653,o,144.0,15.0
59334.464423,o,155.0,14.0
59334.467186,o,112.0,10.0
59334.469492,o,141.0,13.0
59334.472408,o,105.0,14.0
59334.477101,o,132.0,14.0
59334.477562,o,144.0,14.0
59334.482721,o,140.0,13.0
59342.377593,o,113.0,9.0
59342.395308,o,103.0,10.0
59342.398848,o,119.0,9.0
59342.406489,o,117.0,10.0
59346.436313,o,101.0,9.0
59346.439082,o,104.0,9.0
59346.441843,o,91.0,9.0
59346.447382,o,102.0,8.0
59350.42778,o,82.0,8.0
59350.431004,o,67.0,8.0
59350.433766,o,94.0,9.0
59350.45821,o,96.0,8.0
59292.457939799875,ZTF_g,108.20516708892275,6.714227128683829
59295.32464119978,ZTF_g,165.7074369524107,16.860106531295795
59297.30909720017,ZTF_g,211.72571102274387,18.1224175140721
59301.494062500075,ZTF_g,263.9691658261442,17.89773735740331
59303.37343750009,ZTF_g,277.24875206114706,13.85254330371944
59306.347361099906,ZTF_g,285.38687766334033,13.312319417997337
59308.385810200125,ZTF_g,291.4867379268725,9.808000802427912
59310.38890049979,ZTF_g,283.2359658033504,12.386919888933749
59312.349143499974,ZTF_g,268.8923210854231,11.757170109644733
59314.40824070014,ZTF_g,246.332888830469,11.022231865422691
59316.36722220015,ZTF_g,227.62334439546723,9.926914897253422
59319.42626160011,ZTF_g,185.1992399401786,13.311551111511749
59322.348506900016,ZTF_g,154.71556227608866,9.006491529736861
59324.391342599876,ZTF_g,134.53175261156233,7.180444693562694
59328.34223379986,ZTF_g,100.64875334448634,10.353786506574131
59334.24915509997,ZTF_g,70.01430788145586,7.556818193050143
59336.4054744998,ZTF_g,61.89061524951609,6.990851447288411
59339.365833300166,ZTF_g,56.10805318667827,5.254751283902087
59341.32608800009,ZTF_g,53.49120729259599,5.333434329518755
59343.38861110015,ZTF_g,50.741441404614505,5.857999134868451
59345.38604169991,ZTF_g,45.80714241003484,6.604019531186671
59349.37043979997,ZTF_g,39.383762155271754,4.6140227275302355
59353.36216440005,ZTF_g,34.48259965526227,5.580296746060331
59356.3102545999,ZTF_g,37.15352290971716,10.06726181524537
59359.2954051001,ZTF_g,29.670167630462664,8.263392158781972
59366.30006940011,ZTF_g,25.968663568240686,4.943353177312345
59368.34785880009,ZTF_g,22.204080848692925,3.9288127372325694
59370.23915510019,ZTF_g,27.217410281388208,5.3852960430473935
59377.33912040014,ZTF_g,23.55483139964351,5.235694635700249
59379.309479199816,ZTF_g,20.59112144274877,5.493683890507188
59381.30909720017,ZTF_g,25.515260109096687,8.945654527971314
59393.25795139978,ZTF_g,15.411325741261958,4.846088079298518
59397.28648150014,ZTF_g,17.79098526565142,5.9172484575907145
59400.30403940007,ZTF_g,14.52780493703143,5.29648313832779
59292.47077549994,ZTF_r,105.4751131621315,9.17738447011586
59295.38518519979,ZTF_r,145.4622831843359,10.828645582578474
59297.42890049983,ZTF_r,183.3469120837391,11.211569415339813
59301.414756900165,ZTF_r,240.55965929445574,13.318769801707665
59303.45280090021,ZTF_r,244.29107464874042,15.317440737136296
59306.46937499987,ZTF_r,250.52599749799566,11.930904635541529
59308.43516199989,ZTF_r,252.39061390652827,12.977701322722455
59312.4066319,ZTF_r,242.098890976606,12.969849713671376
59314.45236109989,ZTF_r,236.1284954978228,11.518729799734682
59316.406724500004,ZTF_r,220.00228928602291,9.565626000656811
59319.396365699824,ZTF_r,212.7361033098377,10.567354043626544
59322.305416699965,ZTF_r,192.59242431000638,9.366322147881238
59324.279895800166,ZTF_r,180.8339629901459,10.521471196228052
59328.28528939979,ZTF_r,169.8561202609075,12.284915541793538
59334.36439809995,ZTF_r,142.40328242713093,10.655833321648236
59336.34540509991,ZTF_r,132.93520205232144,8.59228648297983
59339.32905089995,ZTF_r,130.2378445543977,8.493923136512684
59341.408946800046,ZTF_r,121.63809221391786,10.561399086192836
59343.32651619986,ZTF_r,110.86723079493144,7.316696051753307
59345.350185200106,ZTF_r,105.85008229368084,7.249358079434892
59349.32604169985,ZTF_r,93.08703555412895,9.100615896140045
59353.32906250004,ZTF_r,80.31561699226549,7.2264280877306195
59356.367581000086,ZTF_r,74.87706279839979,9.078748356363322
59359.39166670013,ZTF_r,66.07999477921433,8.765228445311775
59362.28795140004,ZTF_r,65.7052390963552,9.069137336570813
59364.34393520001,ZTF_r,54.64308368502524,7.138503322631124
59366.33883100003,ZTF_r,53.156453755222806,5.38227999673822
59368.38641199982,ZTF_r,51.34015789545473,4.6558141430936395
59370.342372700106,ZTF_r,48.23496858407843,7.117728638089911
59375.38442130014,ZTF_r,41.953596795186606,7.21244341483532
59377.39118060004,ZTF_r,41.40976825212831,5.386388602253672
59379.34701390006,ZTF_r,43.75358064463093,5.340981152182578
59383.220046299975,ZTF_r,43.836916685230484,13.273114853262877
59385.340752299875,ZTF_r,43.29522490422918,10.139601153080351
59391.31259260001,ZTF_r,39.95787647665605,8.54949436765734
59393.24457179988,ZTF_r,30.507962226896893,5.468512059099923
59397.346192100085,ZTF_r,27.350168103482623,6.230860912895824
59400.22383099981,ZTF_r,25.717408302660328,4.394989286921316
59402.26114579989,ZTF_r,28.245677748958855,4.8298918523396015
