mjd,filter,uJy,duJy
58603.539215,c,39.0,10.0
58603.544456,c,35.0,14.0
58603.558274,c,46.0,11.0
58603.570013,c,31.0,12.0
58607.553277,c,151.0,11.0
58607.558016,c,147.0,13.0
58607.558931,c,157.0,11.0
58607.571119,c,169.0,12.0
58610.535448,c,251.0,10.0
58610.54496,c,249.0,10.0
58610.554221,c,306.0,12.0
58610.563508,c,283.0,10.0
58611.468462,c,312.0,10.0
58611.474753,c,305.0,9.0
58611.494173,c,283.0,10.0
58635.387383,c,229.0,9.0
58635.399768,c,222.0,8.0
58635.414666,c,239.0,9.0
58635.418062,c,231.0,9.0
58639.392187,c,207.0,10.0
58639.406306,c,171.0,12.0
58639.421899,c,185.0,10.0
58639.430728,c,179.0,8.0
58663.382073,c,67.0,9.0
58663.385611,c,39.0,8.0
58663.391338,c,55.0,7.0
58663.409715,c,59.0,9.0
58667.435624,c,50.0,8.0
58667.446325,c,46.0,7.0
58667.46076,c,60.0,8.0
58667.473155,c,60.0,8.0
58587.553302,o,43.0,14.0
58589.508672,o,-21.0,17.0
58589.509133,o,17.0,18.0
58589.518464,o,14.0,18.0
58589.5326,o,1.0,15.0
58590.573944,o,-5.0,22.0
58590.586633,o,15.0,23.0
58590.597845,o,10.0,22.0
58590.609627,o,26.0,18.0
58592.474057,o,-42.0,45.0
58592.475036,o,11.0,49.0
58592.486438,o,46.0,47.0
58592.487824,o,7.0,47.0
58592.497109,o,124.0,46.0
58592.498064,o,-22.0,39.0
58592.502768,o,14.0,44.0
58592.503262,o,30.0,36.0
58593.485328,o,16.0,25.0
58593.500805,o,-17.0,28.0
58593.513867,o,-5.0,26.0
58593.524686,o,-49.0,28.0
58593.601742,o,-15.0,39.0
58593.606841,o,-44.0,41.0
58593.607388,o,-44.0,37.0
58593.615632,o,86.0,37.0
58593.620784,o,-39.0,42.0
58593.62865,o,-2.0,37.0
58593.633712,o,-1.0,50.0
58597.530786,o,17.0,16.0
58597.546754,o,7.0,18.0
58597.547212,o,16.0,19.0
58597.557611,o,-28.0,19.0
58599.577033,o,9.0,12.0
58599.592004,o,-3.0,13.0
58599.598927,o,1.0,12.0
58599.61067,o,-3.0,11.0
58605.51617,o,81.0,11.0
58605.530248,o,52.0,14.0
58605.537643,o,85.0,14.0
58605.550624,o,62.0,14.0
58609.511184,o,212.0,20.0
58609.516243,o,183.0,22.0
58609.530835,o,206.0,15.0
58609.539191,o,196.0,14.0
58612.329257,o,264.0,21.0
58612.331292,o,280.0,18.0
58612.338965,o,315.0,20.0
58612.358701,o,311.0,14.0
58613.478611,o,306.0,15.0
58613.481979,o,307.0,15.0
58613.493102,o,266.0,14.0
58613.504873,o,264.0,16.0
58615.416486,o,326.0,13.0
58615.430721,o,336.0,14.0
58615.44209,o,342.0,12.0
58615.451951,o,334.0,11.0
58617.391951,o,342.0,21.0
58617.394751,o,347.0,21.0
58617.402272,o,355.0,19.0
58617.41588,o,383.0,20.0
58619.480879,o,358.0,19.0
58619.495392,o,355.0,16.0
58619.500601,o,375.0,15.0
58619.512629,o,354.0,17.0
58620.395434,o,330.0,36.0
58620.398704,o,380.0,31.0
58620.403786,o,331.0,34.0
58620.415314,o,355.0,25.0
58623.398919,o,104.0,279.0
58623.402391,o,256.0,298.0
58623.415654,o,315.0,41.0
58623.421116,o,380.0,40.0
58624.489453,o,329.0,22.0
58624.501821,o,330.0,27.0
58624.509563,o,289.0,28.0
58624.516827,o,352.0,29.0
58624.623991,o,440.0,91.0
58626.509387,o,298.0,14.0
58626.52604,o,299.0,15.0
58626.531045,o,283.0,14.0
58626.535552,o,280.0,14.0
58627.392647,o,276.0,9.0
58627.395949,o,276.0,11.0
58627.416768,o,289.0,11.0
58627.423946,o,298.0,12.0
58628.446624,o,273.0,14.0
58628.449873,o,255.0,14.0
58628.45718,o,272.0,14.0
58628.467449,o,252.0,15.0
58629.41273,o,239.0,14.0
58629.419133,o,245.0,14.0
58629.4341,o,252.0,12.0
58629.442825,o,279.0,14.0
58631.379275,o,217.0,11.0
58631.397765,o,215.0,11.0
58631.407936,o,223.0,8.0
58631.418529,o,214.0,12.0
58633.46137,o,196.0,24.0
58633.470037,o,177.0,40.0
58633.481015,o,174.0,21.0
58633.489982,o,165.0,16.0
58637.369807,o,190.0,14.0
58637.372663,o,137.0,14.0
58637.387894,o,167.0,12.0
58637.399902,o,159.0,14.0
58641.437338,o,150.0,14.0
58641.444507,o,127.0,14.0
58641.458631,o,146.0,14.0
58641.468843,o,149.0,13.0
58643.428119,o,154.0,8.0
58643.433754,o,176.0,11.0
58643.441192,o,189.0,9.0
58643.452827,o,156.0,10.0
58645.333573,o,152.0,18.0
58645.344905,o,157.0,16.0
58645.353217,o,174.0,17.0
58645.35604,o,135.0,16.0
58646.360452,o,169.0,14.0
58646.363212,o,182.0,12.0
58646.368291,o,146.0,14.0
58646.377919,o,165.0,15.0
58647.400622,o,190.0,14.0
58647.403999,o,168.0,15.0
58647.410264,o,165.0,16.0
58647.420748,o,144.0,15.0
58649.469381,o,137.0,42.0
58649.479866,o,152.0,38.0
58649.488235,o,128.0,33.0
58649.494827,o,200.0,43.0
58653.361116,o,130.0,24.0
58653.369198,o,156.0,24.0
58654.430072,o,146.0,15.0
58654.432865,o,141.0,16.0
58654.438971,o,161.0,16.0
58654.449312,o,129.0,14.0
58655.313786,o,146.0,44.0
58655.32415,o,124.0,11.0
58655.327672,o,130.0,10.0
58655.335776,o,136.0,11.0
58656.45156,o,143.0,15.0
58656.454844,o,128.0,17.0
58656.460879,o,141.0,15.0
58656.471618,o,151.0,14.0
58659.358773,o,99.0,11.0
58659.361802,o,92.0,9.0
58659.369947,o,107.0,10.0
58659.382052,o,94.0,11.0
58665.351591,o,71.0,14.0
58665.355054,o,70.0,13.0
58665.361471,o,86.0,12.0
58665.373122,o,80.0,12.0
58608.400879600085,ZTF_g,204.33671160923623,12.714640701767207
58616.45798610011,ZTF_g,440.56703665546667,17.1941096459733
58632.33804399986,ZTF_g,262.81878303902505,12.257708183487994
58635.41870369995,ZTF_g,209.3296753995503,12.44906063178305
58638.35307870014,ZTF_g,168.8791366152375,9.988680443830278
58641.23173609981,ZTF_g,131.6092456898154,10.535887117483158
58644.33993060002,ZTF_g,110.33060508959196,8.364776231221576
58647.371423599776,ZTF_g,86.98035983588495,11.47075537530127
58650.21204859996,ZTF_g,78.70653621294097,15.080991546135575
58653.317256900016,ZTF_g,60.289266483187035,14.983382512809023
58654.3313310002,ZTF_g,46.79936927123283,12.81849308266017
58657.23268519994,ZTF_g,47.57149500669388,6.8261246301975165
58660.20570599986,ZTF_g,44.39315385305702,6.573144942807934
58666.23136569979,ZTF_g,35.52869043785253,6.097414238179553
58675.3309491002,ZTF_g,32.062693245054575,8.741425242001421
58684.21304399986,ZTF_g,28.393909907170887,5.960544833984044
58694.22965280013,ZTF_g,25.92746161668538,6.715593626890756
58605.39994210005,ZTF_r,78.90105313295048,8.391641839685432
58608.37770830002,ZTF_r,182.15370114030043,12.867482513579487
58612.41836810019,ZTF_r,316.9246358563078,12.450670120926018
58616.37662040023,ZTF_r,396.4901476125579,16.331543701844527
58627.377442100085,ZTF_r,347.7881656681169,15.50052106784913
58632.33187500015,ZTF_r,249.15522549768562,12.474703892198727
58635.35861109989,ZTF_r,215.51623923848794,10.966982777383626
58638.311979200225,ZTF_r,193.42651182670497,10.88074279305135
58641.33312499989,ZTF_r,189.0488326502692,9.516265138912152
58644.29594910005,ZTF_r,179.48162792735562,11.218641047116781
58650.29285879992,ZTF_r,178.37139136841571,13.578717158587379
58653.22665510001,ZTF_r,152.29217878421082,14.435194458388459
58663.30068290001,ZTF_r,85.41347671952066,8.253403641790937
58666.252476899885,ZTF_r,80.12757512022786,7.195087975539339
58669.32945600012,ZTF_r,73.13357438900363,7.178320347177412
58672.21071759984,ZTF_r,66.33152773490568,9.418238336725697
58678.21187500004,ZTF_r,53.78668766082261,9.924776240271422
58684.17059030011,ZTF_r,45.338213160236094,7.682780190465622
58691.191620400175,ZTF_r,39.61025150840556,6.39984328167534
58694.18890050007,ZTF_r,34.458089921738726,5.589823004049969
58697.16754630022,ZTF_r,38.13712936606013,4.956166587753539
